Number of species	45
Number of genes	6070
Number of genes in orthogroups	5582
Number of unassigned genes	488
Percentage of genes in orthogroups	92.0
Percentage of unassigned genes	8.0
Number of orthogroups	471
Number of species-specific orthogroups	37
Number of genes in species-specific orthogroups	133
Percentage of genes in species-specific orthogroups	2.2
Mean orthogroup size	11.9
Median orthogroup size	4.0
G50 (assigned genes)	31
G50 (all genes)	31
O50 (assigned genes)	73
O50 (all genes)	81
Number of orthogroups with all species present	21
Number of single-copy orthogroups	12
Date	2024-07-07
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	448	95.1	4531	81.2
'1	23	4.9	1051	18.8
'2	0	0.0	0	0.0
'3	0	0.0	0	0.0
'4	0	0.0	0	0.0
'5	0	0.0	0	0.0
'6	0	0.0	0	0.0
'7	0	0.0	0	0.0
'8	0	0.0	0	0.0
'9	0	0.0	0	0.0
'10	0	0.0	0	0.0
11-15	0	0.0	0	0.0
16-20	0	0.0	0	0.0
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	37
2	146
3	29
4	70
5	31
6	16
7	3
8	4
9	7
10	2
11	3
12	1
13	1
14	1
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	2
23	0
24	2
25	2
26	1
27	1
28	3
29	3
30	9
31	32
32	2
33	0
34	4
35	29
36	2
37	0
38	2
39	1
40	1
41	0
42	1
43	0
44	2
45	21
