Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	MCV_Unlassified_OL310752.1	n16	1.0	Terminal	MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00113	MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00108
OG0000000	N43	n44	1.0	Non-Terminal	Irido_IIV31_HF920637_1_Irido_IIV31_HF920637.1_00129, Irido_IIV6_AF303741_1_Irido_IIV6_AF303741.1_00079	Irido_IIV31_HF920637_1_Irido_IIV31_HF920637.1_00164, Irido_IIV6_AF303741_1_Irido_IIV6_AF303741.1_00152
OG0000000	Decap_MF599468.1	n47	1.0	Terminal	Decap_MF599468_1_Decap_MF599468.1_00057	Decap_MF599468_1_Decap_MF599468.1_00056
OG0000001	N20	n14	0.08695652173913043	Non-Terminal	MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00008, MCV_Unclassified_MG570132_1_MCV_Unclassified_MG570132.1_00008	MCV_MP1_BCFI_MT926123_1_MCV_MP1_BCFI_MT926123.1_00007, MCV_MP1_ISKNV_MK689685_1_MCV_MP1_ISKNV_MK689685.1_00007, MCV_MP1_ISKNV_AF371960_1_MCV_MP1_ISKNV_AF371960.1_00007, MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00007, MCV_Unclassified_MG570132_1_MCV_Unclassified_MG570132.1_00007
OG0000002	Lymph_LCD4_MN803438.1	n39	1.0	Terminal	Lymph_LCD4_MN803438_1_Lymph_LCD4_MN803438.1_00056	Lymph_LCD4_MN803438_1_Lymph_LCD4_MN803438.1_00101
OG0000002	Irido_IIV6_AF303741.1	n44	1.0	Terminal	Irido_IIV6_AF303741_1_Irido_IIV6_AF303741.1_00200	Irido_IIV6_AF303741_1_Irido_IIV6_AF303741.1_00047
OG0000003	MCV_MP1_LYCI_AY779031.1	n24	1.0	Terminal	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00015	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00016
OG0000004	N0	n10	0.022222222222222223	Non-Terminal	MCV_MP1_RBIV_AY532606_1_MCV_MP1_RBIV_AY532606.1_00116	MCV_MP1_OSGI_AY894343_1_MCV_MP1_OSGI_AY894343.1_00113, MCV_MP1_RBIV_AY532606_1_MCV_MP1_RBIV_AY532606.1_00117
OG0000004	Rana_SGIV_AY521625.1	n40	1.0	Terminal	Rana_SGIV_AY521625_1_Rana_SGIV_AY521625.1_00069	Rana_SGIV_AY521625_1_Rana_SGIV_AY521625.1_00070
OG0000005	N40	n42	0.2	Non-Terminal	Daphi_LS484712_1_Daphi_LS484712.1_00050, Chlor_AMIV_KF938901_1_Chlor_AMIV_KF938901.1_00053, Chlor_IIV22_HF920633_1_Chlor_IIV22_HF920633.1_00091	Daphi_LS484712_1_Daphi_LS484712.1_00234
OG0000006	Irido_IIV31_HF920637.1	n44	1.0	Terminal	Irido_IIV31_HF920637_1_Irido_IIV31_HF920637.1_00176	Irido_IIV31_HF920637_1_Irido_IIV31_HF920637.1_00175
OG0000007	N13	n13	0.034482758620689655	Non-Terminal	MCV_Unclassified_OQ475017_1_MCV_Unclassified_OQ475017.1_00073, MCV_MP1_TRBIV_GQ273492_1_MCV_MP1_TRBIV_GQ273492.1_00073, MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00073, MCV_Unclassified_MG570132_1_MCV_Unclassified_MG570132.1_00073, MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00083, MCV_MP1_BCFI_MN432490_1_MCV_MP1_BCFI_MN432490.1_00078, MCV_MP1_SKIV_MT986830_1_MCV_MP1_SKIV_MT986830.1_00080, MCV_MP1_LBUSV_OP009387_1_MCV_MP1_LBUSV_OP009387.1_00077, MCV_MP1_BCFI_MT926123_1_MCV_MP1_BCFI_MT926123.1_00079, MCV_MP1_ISKNV_MK689685_1_MCV_MP1_ISKNV_MK689685.1_00075, MCV_MP1_ISKNV_AF371960_1_MCV_MP1_ISKNV_AF371960.1_00078, MCV_ML1_SDDV_MN562489_1_MCV_ML1_SDDV_MN562489.1_00116, MCV_ML1_SDDV_MT521409_1_MCV_ML1_SDDV_MT521409.1_00117, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00098, MCV_ML1_SDDV_OM037668_1_MCV_ML1_SDDV_OM037668.1_00021, Lymph_LCD4_MN803438_1_Lymph_LCD4_MN803438.1_00142, Lymph_LDV1_L63545_1_Lymph_LDV1_L63545.1_00093, Rana_FV3_NC_005946_1_Rana_FV3_NC_005946.1_00042, Rana_SGIV_AY521625_1_Rana_SGIV_AY521625.1_00051, Decap_MF599468_1_Decap_MF599468.1_00010, Irido_IIV31_HF920637_1_Irido_IIV31_HF920637.1_00121, Irido_IIV6_AF303741_1_Irido_IIV6_AF303741.1_00132, Daphi_LS484712_1_Daphi_LS484712.1_00040, Chlor_AMIV_KF938901_1_Chlor_AMIV_KF938901.1_00072, Chlor_IIV22_HF920633_1_Chlor_IIV22_HF920633.1_00025	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00084, MCV_MP1_PI_MK098185_1_MCV_MP1_PI_MK098185.1_00076, MCV_MP1_PI_MK098187_1_MCV_MP1_PI_MK098187.1_00076, MCV_MP1_PI_MK098186_1_MCV_MP1_PI_MK098186.1_00073
OG0000008	MCV_MP1_RBIV_AY532606.1	n11	1.0	Terminal	MCV_MP1_RBIV_AY532606_1_MCV_MP1_RBIV_AY532606.1_00120	MCV_MP1_RBIV_AY532606_1_MCV_MP1_RBIV_AY532606.1_00119
OG0000009	N0	n21	0.022222222222222223	Non-Terminal	MCV_MP1_BCFI_MN432490_1_MCV_MP1_BCFI_MN432490.1_00097, MCV_MP1_SKIV_MT986830_1_MCV_MP1_SKIV_MT986830.1_00100, MCV_MP1_ISKNV_MK689685_1_MCV_MP1_ISKNV_MK689685.1_00094, MCV_MP1_ISKNV_AF371960_1_MCV_MP1_ISKNV_AF371960.1_00096, MCV_MP1_BCFI_MT926123_1_MCV_MP1_BCFI_MT926123.1_00096, MCV_MP1_LBUSV_OP009387_1_MCV_MP1_LBUSV_OP009387.1_00095, MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00103, MCV_MP1_RBIV_AY532606_1_MCV_MP1_RBIV_AY532606.1_00099, MCV_MP1_TRBIV_GQ273492_1_MCV_MP1_TRBIV_GQ273492.1_00092, MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00092, MCV_Unclassified_MG570132_1_MCV_Unclassified_MG570132.1_00092	MCV_MP1_RBIV_AY532606_1_MCV_MP1_RBIV_AY532606.1_00098
OG0000010	MCV_Unlassified_OL310752.1	n24	1.0	Terminal	MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00077	MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00120
OG0000010	N29	n32	1.0	Non-Terminal	MCV_ML1_SDDV_MN562489_1_MCV_ML1_SDDV_MN562489.1_00131, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00114, MCV_ML1_SDDV_OM037668_1_MCV_ML1_SDDV_OM037668.1_00006, MCV_ML1_SDDV_MT521409_1_MCV_ML1_SDDV_MT521409.1_00132, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00120	MCV_ML1_SDDV_MN562489_1_MCV_ML1_SDDV_MN562489.1_00010, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00131, MCV_ML1_SDDV_OM037668_1_MCV_ML1_SDDV_OM037668.1_00125, MCV_ML1_SDDV_MT521409_1_MCV_ML1_SDDV_MT521409.1_00010, MCV_ML1_SDDV_OM037668_1_MCV_ML1_SDDV_OM037668.1_00133, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00123, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00122, MCV_ML1_SDDV_MN562489_1_MCV_ML1_SDDV_MN562489.1_00002, MCV_ML1_SDDV_MT521409_1_MCV_ML1_SDDV_MT521409.1_00002
OG0000010	N29	n33	0.25	Non-Terminal	MCV_ML1_SDDV_MN562489_1_MCV_ML1_SDDV_MN562489.1_00131, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00114, MCV_ML1_SDDV_OM037668_1_MCV_ML1_SDDV_OM037668.1_00006, MCV_ML1_SDDV_MT521409_1_MCV_ML1_SDDV_MT521409.1_00132	MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00120
OG0000010	N29	n37	1.0	Non-Terminal	MCV_ML1_SDDV_MN562489_1_MCV_ML1_SDDV_MN562489.1_00010, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00131, MCV_ML1_SDDV_OM037668_1_MCV_ML1_SDDV_OM037668.1_00125, MCV_ML1_SDDV_MT521409_1_MCV_ML1_SDDV_MT521409.1_00010	MCV_ML1_SDDV_OM037668_1_MCV_ML1_SDDV_OM037668.1_00133, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00123, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00122, MCV_ML1_SDDV_MN562489_1_MCV_ML1_SDDV_MN562489.1_00002, MCV_ML1_SDDV_MT521409_1_MCV_ML1_SDDV_MT521409.1_00002
OG0000010	MCV_ML1_SDDV_NC_027778.1	n43	1.0	Terminal	MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00123	MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00122
OG0000025	MCV_MP1_RBIV_AY532606.1	n15	1.0	Terminal	MCV_MP1_RBIV_AY532606_1_MCV_MP1_RBIV_AY532606.1_00066	MCV_MP1_RBIV_AY532606_1_MCV_MP1_RBIV_AY532606.1_00065
OG0000025	MCV_ML1_SDDV_NC_027778.1	n35	1.0	Terminal	MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00094	MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00095
OG0000029	N5	n3	0.025	Non-Terminal	MCV_MP1_LYCI_MW139932_1_MCV_MP1_LYCI_MW139932.1_00063, MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00025, MCV_MP1_LYCI_OL774653_1_MCV_MP1_LYCI_OL774653.1_00080, MCV_MP1_LYCI_OL774654_1_MCV_MP1_LYCI_OL774654.1_00061, MCV_MP1_LYCI_OL774655_1_MCV_MP1_LYCI_OL774655.1_00064, MCV_MP1_OSGI_AY894343_1_MCV_MP1_OSGI_AY894343.1_00061	MCV_MP1_OSGI_AY894343_1_MCV_MP1_OSGI_AY894343.1_00060
OG0000029	N2	n13	0.023255813953488372	Non-Terminal	MCV_MP1_RSIV_OK042109_1_MCV_MP1_RSIV_OK042109.1_00015, MCV_Unclassified_OQ475017_1_MCV_Unclassified_OQ475017.1_00060, MCV_MP1_RSIV_MT798582_1_MCV_MP1_RSIV_MT798582.1_00102, MCV_MP1_PI_MK098185_1_MCV_MP1_PI_MK098185.1_00062, MCV_MP1_RSIV_BD143114_1_MCV_MP1_RSIV_BD143114.1_00015, MCV_MP1_PI_MK098187_1_MCV_MP1_PI_MK098187.1_00062, MCV_MP1_PI_MK098186_1_MCV_MP1_PI_MK098186.1_00059, MCV_MP1_BCFI_MN432490_1_MCV_MP1_BCFI_MN432490.1_00062, MCV_MP1_LBUSV_OP009387_1_MCV_MP1_LBUSV_OP009387.1_00062, MCV_MP1_SKIV_MT986830_1_MCV_MP1_SKIV_MT986830.1_00063, MCV_MP1_BCFI_MT926123_1_MCV_MP1_BCFI_MT926123.1_00063, MCV_MP1_ISKNV_MK689685_1_MCV_MP1_ISKNV_MK689685.1_00059, MCV_MP1_ISKNV_AF371960_1_MCV_MP1_ISKNV_AF371960.1_00062, MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00066, MCV_MP1_TRBIV_GQ273492_1_MCV_MP1_TRBIV_GQ273492.1_00061, MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00061, MCV_Unclassified_MG570132_1_MCV_Unclassified_MG570132.1_00061, MCV_ML1_SDDV_MT521409_1_MCV_ML1_SDDV_MT521409.1_00042, MCV_ML1_SDDV_NC_027778_1_MCV_ML1_SDDV_NC_027778.1_00021, MCV_ML1_SDDV_MN562489_1_MCV_ML1_SDDV_MN562489.1_00041, MCV_ML1_SDDV_OM037668_1_MCV_ML1_SDDV_OM037668.1_00095	MCV_MP1_RSIV_MT798582_1_MCV_MP1_RSIV_MT798582.1_00045
OG0000031	MCV_MP1_RSIV_BD143114.1	n27	1.0	Terminal	MCV_MP1_RSIV_BD143114_1_MCV_MP1_RSIV_BD143114.1_00111	MCV_MP1_RSIV_BD143114_1_MCV_MP1_RSIV_BD143114.1_00110
OG0000033	N1	n7	0.022727272727272728	Non-Terminal	MCV_MP1_RSIV_BD143114_1_MCV_MP1_RSIV_BD143114.1_00074	MCV_MP1_BCFI_MN432490_1_MCV_MP1_BCFI_MN432490.1_00124, MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00131, MCV_MP1_BCFI_MT926123_1_MCV_MP1_BCFI_MT926123.1_00122, MCV_MP1_LBUSV_OP009387_1_MCV_MP1_LBUSV_OP009387.1_00123, MCV_MP1_SKIV_MT986830_1_MCV_MP1_SKIV_MT986830.1_00127, MCV_MP1_ISKNV_MK689685_1_MCV_MP1_ISKNV_MK689685.1_00120, MCV_MP1_ISKNV_AF371960_1_MCV_MP1_ISKNV_AF371960.1_00123, MCV_MP1_TRBIV_GQ273492_1_MCV_MP1_TRBIV_GQ273492.1_00120, MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00120, MCV_Unclassified_MG570132_1_MCV_Unclassified_MG570132.1_00120, MCV_MP1_RSIV_MT798582_1_MCV_MP1_RSIV_MT798582.1_00026, MCV_MP1_RSIV_OK042109_1_MCV_MP1_RSIV_OK042109.1_00076, MCV_MP1_RSIV_OK042108_1_MCV_MP1_RSIV_OK042108.1_00075, MCV_MP1_RSIV_BD143114_1_MCV_MP1_RSIV_BD143114.1_00075, MCV_MP1_LYCI_MW139932_1_MCV_MP1_LYCI_MW139932.1_00125, MCV_MP1_GSPI_KT804738_1_MCV_MP1_GSPI_KT804738.1_00121, MCV_MP1_RBIV_KC244182_1_MCV_MP1_RBIV_KC244182.1_00123, MCV_MP1_SKIV_ON075463_1_MCV_MP1_SKIV_ON075463.1_00120, MCV_MP1_LYCI_OL774655_1_MCV_MP1_LYCI_OL774655.1_00125, MCV_MP1_RSIV_ON740976_1_MCV_MP1_RSIV_ON740976.1_00123, MCV_MP1_OSGI_AY894343_1_MCV_MP1_OSGI_AY894343.1_00125, MCV_MP1_RSIV_ON743042_1_MCV_MP1_RSIV_ON743042.1_00125, MCV_MP1_RSIV_MK689686_1_MCV_MP1_RSIV_MK689686.1_00122, MCV_MP1_LYCI_OL774654_1_MCV_MP1_LYCI_OL774654.1_00123
OG0000034	N1	n8	0.022727272727272728	Non-Terminal	MCV_MP1_GSPI_KT804738_1_MCV_MP1_GSPI_KT804738.1_00077, MCV_MP1_RSIV_MT798582_1_MCV_MP1_RSIV_MT798582.1_00125, MCV_MP1_SKIV_ON075463_1_MCV_MP1_SKIV_ON075463.1_00078, MCV_MP1_RSIV_ON743042_1_MCV_MP1_RSIV_ON743042.1_00082, MCV_MP1_RSIV_MK689686_1_MCV_MP1_RSIV_MK689686.1_00079, MCV_MP1_RSIV_OK042109_1_MCV_MP1_RSIV_OK042109.1_00119, MCV_MP1_RSIV_ON740976_1_MCV_MP1_RSIV_ON740976.1_00080, MCV_MP1_RSIV_OK042108_1_MCV_MP1_RSIV_OK042108.1_00118, MCV_MP1_RBIV_KC244182_1_MCV_MP1_RBIV_KC244182.1_00081, MCV_MP1_OSGI_AY894343_1_MCV_MP1_OSGI_AY894343.1_00081, MCV_Unclassified_OQ475017_1_MCV_Unclassified_OQ475017.1_00078	MCV_MP1_LYCI_MW139932_1_MCV_MP1_LYCI_MW139932.1_00082, MCV_MP1_LYCI_OL774654_1_MCV_MP1_LYCI_OL774654.1_00080, MCV_MP1_LYCI_OL774655_1_MCV_MP1_LYCI_OL774655.1_00082, MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00124, MCV_MP1_LYCI_OL774653_1_MCV_MP1_LYCI_OL774653.1_00099, MCV_MP1_RSIV_MT798582_1_MCV_MP1_RSIV_MT798582.1_00084, MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00078, MCV_Unclassified_MG570132_1_MCV_Unclassified_MG570132.1_00078, MCV_MP1_TRBIV_GQ273492_1_MCV_MP1_TRBIV_GQ273492.1_00078
OG0000063	N11	n20	0.029411764705882353	Non-Terminal	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00074, MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00075, MCV_Unclassified_MG570132_1_MCV_Unclassified_MG570132.1_00070, MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00070, MCV_MP1_TRBIV_GQ273492_1_MCV_MP1_TRBIV_GQ273492.1_00070, MCV_MP1_BCFI_MT926123_1_MCV_MP1_BCFI_MT926123.1_00074, MCV_MP1_ISKNV_AF371960_1_MCV_MP1_ISKNV_AF371960.1_00073, MCV_MP1_ISKNV_MK689685_1_MCV_MP1_ISKNV_MK689685.1_00070, MCV_MP1_BCFI_MN432490_1_MCV_MP1_BCFI_MN432490.1_00073, MCV_MP1_LBUSV_OP009387_1_MCV_MP1_LBUSV_OP009387.1_00072, MCV_MP1_SKIV_MT986830_1_MCV_MP1_SKIV_MT986830.1_00075	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00080, MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00081
OG0000063	MCV_MP1_LYCI_AY779031.1	n25	1.0	Terminal	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00074	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00075
OG0000066	N17	n24	0.041666666666666664	Non-Terminal	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00123, MCV_Unclassified_MG570131_1_MCV_Unclassified_MG570131.1_00018	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00018
OG0000067	MCV_MP1_RSIV_ON743042.1	n25	1.0	Terminal	MCV_MP1_RSIV_ON743042_1_MCV_MP1_RSIV_ON743042.1_00039	MCV_MP1_RSIV_ON743042_1_MCV_MP1_RSIV_ON743042.1_00040
OG0000068	MCV_MP1_LYCI_AY779031.1	n28	1.0	Terminal	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00047	MCV_MP1_LYCI_AY779031_1_MCV_MP1_LYCI_AY779031.1_00046
OG0000069	MCV_Unlassified_OL310752.1	n22	1.0	Terminal	MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00050	MCV_Unlassified_OL310752_1_MCV_Unlassified_OL310752.1_00086
