locus_tag	ftype	length_bp	gene	EC_number	COG	product
OM037668_00001	CDS	1047				hypothetical protein
OM037668_00002	CDS	945				hypothetical protein
OM037668_00003	CDS	549				hypothetical protein
OM037668_00004	CDS	408				hypothetical protein
OM037668_00005	CDS	549				hypothetical protein
OM037668_00006	CDS	1344				hypothetical protein
OM037668_00007	CDS	1464				hypothetical protein
OM037668_00008	CDS	5673				hypothetical protein
OM037668_00009	CDS	2712				hypothetical protein
OM037668_00010	CDS	447				hypothetical protein
OM037668_00011	CDS	228				hypothetical protein
OM037668_00012	CDS	324				hypothetical protein
OM037668_00013	CDS	558				hypothetical protein
OM037668_00014	CDS	459				hypothetical protein
OM037668_00015	CDS	972	SPI-1			Serine proteinase inhibitor 1
OM037668_00016	CDS	246				hypothetical protein
OM037668_00017	CDS	711	L6			Golgi anti-apoptotic protein
OM037668_00018	CDS	1182				hypothetical protein
OM037668_00019	CDS	513				hypothetical protein
OM037668_00020	CDS	495				hypothetical protein
OM037668_00021	CDS	2925				hypothetical protein
OM037668_00022	CDS	423				hypothetical protein
OM037668_00023	CDS	564				hypothetical protein
OM037668_00024	CDS	1503				hypothetical protein
OM037668_00025	CDS	294				hypothetical protein
OM037668_00026	CDS	603				hypothetical protein
OM037668_00027	CDS	819				hypothetical protein
OM037668_00028	CDS	915				hypothetical protein
OM037668_00029	CDS	1098				hypothetical protein
OM037668_00030	CDS	1113				hypothetical protein
OM037668_00031	CDS	465				hypothetical protein
OM037668_00032	CDS	498				hypothetical protein
OM037668_00033	CDS	519				hypothetical protein
OM037668_00034	CDS	864				hypothetical protein
OM037668_00035	CDS	3552				hypothetical protein
OM037668_00036	CDS	651				hypothetical protein
OM037668_00037	CDS	639				hypothetical protein
OM037668_00038	CDS	918				hypothetical protein
OM037668_00039	CDS	1074				hypothetical protein
OM037668_00040	CDS	579				hypothetical protein
OM037668_00041	CDS	2907				hypothetical protein
OM037668_00042	CDS	210				hypothetical protein
OM037668_00043	tRNA	76				tRNA-Ile(tat)
OM037668_00044	CDS	234				hypothetical protein
OM037668_00045	CDS	297				hypothetical protein
OM037668_00046	CDS	615				hypothetical protein
OM037668_00047	CDS	840				hypothetical protein
OM037668_00048	CDS	1866				hypothetical protein
OM037668_00049	CDS	327				hypothetical protein
OM037668_00050	CDS	1608				hypothetical protein
OM037668_00051	CDS	270				hypothetical protein
OM037668_00052	CDS	378				hypothetical protein
OM037668_00053	CDS	270				hypothetical protein
OM037668_00054	CDS	216				hypothetical protein
OM037668_00055	CDS	1344				hypothetical protein
OM037668_00056	CDS	1551				hypothetical protein
OM037668_00057	CDS	1362	MCP			Major capsid protein
OM037668_00058	CDS	567				hypothetical protein
OM037668_00059	CDS	408				hypothetical protein
OM037668_00060	CDS	549				hypothetical protein
OM037668_00061	CDS	825				hypothetical protein
OM037668_00062	CDS	915				hypothetical protein
OM037668_00063	CDS	648				hypothetical protein
OM037668_00064	CDS	966		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
OM037668_00065	CDS	630				hypothetical protein
OM037668_00066	CDS	774				hypothetical protein
OM037668_00067	CDS	699				hypothetical protein
OM037668_00068	CDS	708		2.1.1.45		Thymidylate synthase
OM037668_00069	CDS	789				hypothetical protein
OM037668_00070	CDS	543				hypothetical protein
OM037668_00071	CDS	948	SERP2			Serine proteinase inhibitor 2
OM037668_00072	CDS	909				hypothetical protein
OM037668_00073	CDS	2733				hypothetical protein
OM037668_00074	CDS	744				hypothetical protein
OM037668_00075	CDS	519				hypothetical protein
OM037668_00076	CDS	2616				hypothetical protein
OM037668_00077	CDS	1044				hypothetical protein
OM037668_00078	CDS	738				hypothetical protein
OM037668_00079	CDS	693				hypothetical protein
OM037668_00080	CDS	810				hypothetical protein
OM037668_00081	CDS	1137				hypothetical protein
OM037668_00082	CDS	951				hypothetical protein
OM037668_00083	CDS	180				hypothetical protein
OM037668_00084	CDS	1071				hypothetical protein
OM037668_00085	CDS	513				hypothetical protein
OM037668_00086	CDS	1677				hypothetical protein
OM037668_00087	CDS	441				hypothetical protein
OM037668_00088	CDS	1965				hypothetical protein
OM037668_00089	CDS	774				hypothetical protein
OM037668_00090	CDS	441				hypothetical protein
