locus_tag	ftype	length_bp	gene	EC_number	COG	product
KX643370_00001	CDS	891				hypothetical protein
KX643370_00002	CDS	2325				hypothetical protein
KX643370_00003	CDS	342				hypothetical protein
KX643370_00004	CDS	3261				hypothetical protein
KX643370_00005	CDS	735				hypothetical protein
KX643370_00006	CDS	462				hypothetical protein
KX643370_00007	CDS	420				hypothetical protein
KX643370_00008	CDS	414				hypothetical protein
KX643370_00009	CDS	867				hypothetical protein
KX643370_00010	CDS	1131				hypothetical protein
KX643370_00011	CDS	576				hypothetical protein
KX643370_00012	CDS	681				hypothetical protein
KX643370_00013	CDS	567				hypothetical protein
KX643370_00014	CDS	540				hypothetical protein
KX643370_00015	CDS	597				hypothetical protein
KX643370_00016	CDS	984				hypothetical protein
KX643370_00017	CDS	864				hypothetical protein
KX643370_00018	CDS	369				hypothetical protein
KX643370_00019	CDS	537				hypothetical protein
KX643370_00020	CDS	531				hypothetical protein
KX643370_00021	CDS	561				hypothetical protein
KX643370_00022	CDS	570				hypothetical protein
KX643370_00023	CDS	303				hypothetical protein
KX643370_00024	CDS	984				G-protein coupled receptor US28
KX643370_00025	CDS	237				hypothetical protein
KX643370_00026	CDS	498				hypothetical protein
KX643370_00027	CDS	174				hypothetical protein
KX643370_00028	CDS	540				hypothetical protein
KX643370_00029	CDS	474				hypothetical protein
KX643370_00030	CDS	276				hypothetical protein
KX643370_00031	CDS	933				hypothetical protein
KX643370_00032	CDS	1509				hypothetical protein
KX643370_00033	CDS	150				hypothetical protein
KX643370_00034	CDS	192				hypothetical protein
KX643370_00035	CDS	852				hypothetical protein
KX643370_00036	CDS	333				hypothetical protein
KX643370_00037	CDS	168				hypothetical protein
KX643370_00038	CDS	651				hypothetical protein
KX643370_00039	CDS	1320				hypothetical protein
KX643370_00040	CDS	591				hypothetical protein
KX643370_00041	CDS	861	SPI-2			Serine proteinase inhibitor 2
KX643370_00042	CDS	861		2.1.1.45		Thymidylate synthase
KX643370_00043	CDS	285				hypothetical protein
KX643370_00044	CDS	495				hypothetical protein
KX643370_00045	CDS	498				hypothetical protein
KX643370_00046	CDS	1740				hypothetical protein
KX643370_00047	CDS	1023				hypothetical protein
KX643370_00048	CDS	1557				hypothetical protein
KX643370_00049	CDS	3045				hypothetical protein
KX643370_00050	CDS	198				hypothetical protein
KX643370_00051	CDS	1380	MCP			Major capsid protein
KX643370_00052	CDS	1125	C8L	1.17.4.1		Ribonucleoside-diphosphate reductase small chain
KX643370_00053	CDS	237				hypothetical protein
KX643370_00054	CDS	672				hypothetical protein
KX643370_00055	CDS	873				hypothetical protein
KX643370_00056	CDS	735				hypothetical protein
KX643370_00057	CDS	240				hypothetical protein
KX643370_00058	CDS	342				hypothetical protein
KX643370_00059	CDS	1365				hypothetical protein
KX643370_00060	CDS	735				hypothetical protein
