locus_tag	ftype	length_bp	gene	EC_number	COG	product
KT781098_00001	CDS	1137				hypothetical protein
KT781098_00002	CDS	456				hypothetical protein
KT781098_00003	CDS	306				hypothetical protein
KT781098_00004	CDS	492				hypothetical protein
KT781098_00005	CDS	561				hypothetical protein
KT781098_00006	CDS	306				hypothetical protein
KT781098_00007	CDS	1362	MCP			Major capsid protein
KT781098_00008	CDS	1458				hypothetical protein
KT781098_00009	CDS	1545				hypothetical protein
KT781098_00010	CDS	219				hypothetical protein
KT781098_00011	CDS	243				hypothetical protein
KT781098_00012	CDS	393				hypothetical protein
KT781098_00013	CDS	261				hypothetical protein
KT781098_00014	CDS	333				hypothetical protein
KT781098_00015	CDS	1386				hypothetical protein
KT781098_00016	CDS	294				hypothetical protein
KT781098_00017	CDS	942				hypothetical protein
KT781098_00018	CDS	792				hypothetical protein
KT781098_00019	CDS	588				hypothetical protein
KT781098_00020	CDS	333				hypothetical protein
KT781098_00021	CDS	2847				hypothetical protein
KT781098_00022	CDS	540				hypothetical protein
KT781098_00023	CDS	1500				hypothetical protein
KT781098_00024	CDS	216				hypothetical protein
KT781098_00025	CDS	159				hypothetical protein
KT781098_00026	CDS	309				hypothetical protein
KT781098_00027	CDS	180				hypothetical protein
KT781098_00028	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
KT781098_00029	CDS	411				hypothetical protein
KT781098_00030	CDS	324				hypothetical protein
KT781098_00031	CDS	897				hypothetical protein
KT781098_00032	CDS	3507				hypothetical protein
KT781098_00033	CDS	222				hypothetical protein
KT781098_00034	CDS	603				hypothetical protein
KT781098_00035	CDS	567				hypothetical protein
KT781098_00036	CDS	903				hypothetical protein
KT781098_00037	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
KT781098_00038	CDS	1044				hypothetical protein
KT781098_00039	CDS	1026				hypothetical protein
KT781098_00040	CDS	1353				hypothetical protein
KT781098_00041	CDS	1236				hypothetical protein
KT781098_00042	CDS	873				hypothetical protein
KT781098_00043	CDS	1140				hypothetical protein
KT781098_00044	CDS	1293				hypothetical protein
KT781098_00045	CDS	594				hypothetical protein
KT781098_00046	CDS	363				hypothetical protein
KT781098_00047	CDS	801				hypothetical protein
KT781098_00048	CDS	915				hypothetical protein
KT781098_00049	CDS	684				hypothetical protein
KT781098_00050	CDS	249				hypothetical protein
KT781098_00051	CDS	210				hypothetical protein
KT781098_00052	CDS	345				hypothetical protein
KT781098_00053	CDS	171				hypothetical protein
KT781098_00054	CDS	408				hypothetical protein
KT781098_00055	CDS	453				hypothetical protein
KT781098_00056	CDS	927				hypothetical protein
KT781098_00057	CDS	927				hypothetical protein
KT781098_00058	CDS	648				hypothetical protein
KT781098_00059	CDS	261				hypothetical protein
KT781098_00060	CDS	300				hypothetical protein
KT781098_00061	CDS	666				hypothetical protein
KT781098_00062	CDS	804				hypothetical protein
KT781098_00063	CDS	3324				hypothetical protein
KT781098_00064	CDS	369				hypothetical protein
KT781098_00065	CDS	2649				hypothetical protein
KT781098_00066	CDS	1473				hypothetical protein
KT781098_00067	CDS	189				hypothetical protein
KT781098_00068	CDS	216				hypothetical protein
KT781098_00069	CDS	1044				hypothetical protein
KT781098_00070	CDS	582				hypothetical protein
KT781098_00071	CDS	1434				hypothetical protein
KT781098_00072	CDS	732				hypothetical protein
KT781098_00073	CDS	477				hypothetical protein
KT781098_00074	CDS	1611				hypothetical protein
KT781098_00075	CDS	1005				hypothetical protein
KT781098_00076	CDS	420				hypothetical protein
KT781098_00077	CDS	1014				hypothetical protein
KT781098_00078	CDS	267				hypothetical protein
KT781098_00079	CDS	2973				hypothetical protein
KT781098_00080	CDS	1335				hypothetical protein
KT781098_00081	CDS	465				hypothetical protein
KT781098_00082	CDS	222				hypothetical protein
KT781098_00083	CDS	498				hypothetical protein
KT781098_00084	CDS	1107				hypothetical protein
KT781098_00085	CDS	360				hypothetical protein
KT781098_00086	CDS	105				hypothetical protein
KT781098_00087	CDS	1356				hypothetical protein
KT781098_00088	CDS	579				hypothetical protein
KT781098_00089	CDS	465				hypothetical protein
KT781098_00090	CDS	771				hypothetical protein
KT781098_00091	CDS	414				hypothetical protein
KT781098_00092	CDS	1557				hypothetical protein
KT781098_00093	CDS	963				hypothetical protein
KT781098_00094	CDS	162				hypothetical protein
KT781098_00095	CDS	789				hypothetical protein
KT781098_00096	CDS	501				hypothetical protein
KT781098_00097	CDS	1161				hypothetical protein
KT781098_00098	CDS	738				hypothetical protein
KT781098_00099	CDS	492				hypothetical protein
KT781098_00100	CDS	324				hypothetical protein
KT781098_00101	CDS	546				hypothetical protein
KT781098_00102	CDS	516				hypothetical protein
KT781098_00103	CDS	1443				hypothetical protein
KT781098_00104	CDS	402				hypothetical protein
KT781098_00105	CDS	777				hypothetical protein
KT781098_00106	CDS	345				hypothetical protein
KT781098_00107	CDS	870				hypothetical protein
KT781098_00108	CDS	600				hypothetical protein
KT781098_00109	CDS	2766				hypothetical protein
KT781098_00110	CDS	156				hypothetical protein
KT781098_00111	CDS	891				hypothetical protein
KT781098_00112	CDS	744				hypothetical protein
KT781098_00113	CDS	504				hypothetical protein
KT781098_00114	CDS	2583				hypothetical protein
KT781098_00115	CDS	1011				hypothetical protein
KT781098_00116	CDS	1392				hypothetical protein
KT781098_00117	CDS	636				hypothetical protein
KT781098_00118	CDS	261				hypothetical protein
KT781098_00119	CDS	1320				hypothetical protein
KT781098_00120	CDS	510				hypothetical protein
KT781098_00121	CDS	651				hypothetical protein
KT781098_00122	CDS	720				hypothetical protein
KT781098_00123	CDS	372				hypothetical protein
KT781098_00124	CDS	687				hypothetical protein
