locus_tag	ftype	length_bp	gene	EC_number	COG	product
AB104413_00001	CDS	2028				hypothetical protein
AB104413_00002	CDS	1020				hypothetical protein
AB104413_00003	CDS	420				hypothetical protein
AB104413_00004	CDS	1611				hypothetical protein
AB104413_00005	CDS	477				hypothetical protein
AB104413_00006	CDS	732				hypothetical protein
AB104413_00007	CDS	1434				hypothetical protein
AB104413_00008	CDS	582				hypothetical protein
AB104413_00009	CDS	1044				hypothetical protein
AB104413_00010	CDS	222				hypothetical protein
AB104413_00011	CDS	189				hypothetical protein
AB104413_00012	CDS	1473				hypothetical protein
AB104413_00013	CDS	2649				hypothetical protein
AB104413_00014	CDS	369				hypothetical protein
AB104413_00015	CDS	3798				hypothetical protein
AB104413_00016	CDS	804				hypothetical protein
AB104413_00017	CDS	513				hypothetical protein
AB104413_00018	CDS	261				hypothetical protein
AB104413_00019	CDS	648				hypothetical protein
AB104413_00020	CDS	942				hypothetical protein
AB104413_00021	CDS	945				hypothetical protein
AB104413_00022	CDS	216				hypothetical protein
AB104413_00023	CDS	453				hypothetical protein
AB104413_00024	CDS	429				hypothetical protein
AB104413_00025	CDS	171				hypothetical protein
AB104413_00026	CDS	354				hypothetical protein
AB104413_00027	CDS	264				hypothetical protein
AB104413_00028	CDS	684				hypothetical protein
AB104413_00029	CDS	915				hypothetical protein
AB104413_00030	CDS	801				hypothetical protein
AB104413_00031	CDS	363				hypothetical protein
AB104413_00032	CDS	600				hypothetical protein
AB104413_00033	CDS	1350				hypothetical protein
AB104413_00034	CDS	1137				hypothetical protein
AB104413_00035	CDS	879				hypothetical protein
AB104413_00036	CDS	1440				hypothetical protein
AB104413_00037	CDS	1350				hypothetical protein
AB104413_00038	CDS	1026				hypothetical protein
AB104413_00039	CDS	1140				hypothetical protein
AB104413_00040	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
AB104413_00041	CDS	903				hypothetical protein
AB104413_00042	CDS	576				hypothetical protein
AB104413_00043	CDS	585				hypothetical protein
AB104413_00044	CDS	204				hypothetical protein
AB104413_00045	CDS	3507				hypothetical protein
AB104413_00046	CDS	897				hypothetical protein
AB104413_00047	CDS	279				hypothetical protein
AB104413_00048	CDS	435				hypothetical protein
AB104413_00049	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
AB104413_00050	CDS	1290				hypothetical protein
AB104413_00051	CDS	1596				hypothetical protein
AB104413_00052	CDS	534				hypothetical protein
AB104413_00053	CDS	2844				hypothetical protein
AB104413_00054	CDS	210				hypothetical protein
AB104413_00055	CDS	333				hypothetical protein
AB104413_00056	CDS	588				hypothetical protein
AB104413_00057	CDS	792				hypothetical protein
AB104413_00058	CDS	957				hypothetical protein
AB104413_00059	CDS	294				hypothetical protein
AB104413_00060	CDS	1398				hypothetical protein
AB104413_00061	CDS	333				hypothetical protein
AB104413_00062	CDS	261				hypothetical protein
AB104413_00063	CDS	393				hypothetical protein
AB104413_00064	CDS	243				hypothetical protein
AB104413_00065	CDS	219				hypothetical protein
AB104413_00066	CDS	1551				hypothetical protein
AB104413_00067	CDS	1458				hypothetical protein
AB104413_00068	CDS	1362	MCP			Major capsid protein
AB104413_00069	CDS	306				hypothetical protein
AB104413_00070	CDS	570				hypothetical protein
AB104413_00071	CDS	783				hypothetical protein
AB104413_00072	CDS	456				hypothetical protein
AB104413_00073	CDS	1077				hypothetical protein
AB104413_00074	CDS	717				hypothetical protein
AB104413_00075	CDS	381				hypothetical protein
AB104413_00076	CDS	720				hypothetical protein
AB104413_00077	CDS	561				hypothetical protein
AB104413_00078	CDS	507				hypothetical protein
AB104413_00079	CDS	288				hypothetical protein
AB104413_00080	CDS	1314				hypothetical protein
