locus_tag	ftype	length_bp	gene	EC_number	COG	product
MK689686.1_00001	CDS	1077				hypothetical protein
MK689686.1_00002	CDS	456				hypothetical protein
MK689686.1_00003	CDS	306				hypothetical protein
MK689686.1_00004	CDS	504				hypothetical protein
MK689686.1_00005	CDS	570				hypothetical protein
MK689686.1_00006	CDS	306				hypothetical protein
MK689686.1_00007	CDS	1362	MCP			Major capsid protein
MK689686.1_00008	CDS	1458				hypothetical protein
MK689686.1_00009	CDS	1548				hypothetical protein
MK689686.1_00010	CDS	219				hypothetical protein
MK689686.1_00011	CDS	393				hypothetical protein
MK689686.1_00012	CDS	261				hypothetical protein
MK689686.1_00013	CDS	333				hypothetical protein
MK689686.1_00014	CDS	1398				hypothetical protein
MK689686.1_00015	CDS	255				hypothetical protein
MK689686.1_00016	CDS	975				hypothetical protein
MK689686.1_00017	CDS	792				hypothetical protein
MK689686.1_00018	CDS	588				hypothetical protein
MK689686.1_00019	CDS	336				hypothetical protein
MK689686.1_00020	CDS	237				hypothetical protein
MK689686.1_00021	CDS	2847				hypothetical protein
MK689686.1_00022	CDS	534				hypothetical protein
MK689686.1_00023	CDS	1653				hypothetical protein
	CRISPR	188				
MK689686.1_00024	CDS	108				hypothetical protein
MK689686.1_00025	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
MK689686.1_00026	CDS	609				hypothetical protein
MK689686.1_00027	CDS	276				hypothetical protein
MK689686.1_00028	CDS	897				hypothetical protein
MK689686.1_00029	CDS	3507				hypothetical protein
MK689686.1_00030	CDS	204				hypothetical protein
MK689686.1_00031	CDS	585				hypothetical protein
MK689686.1_00032	CDS	576				hypothetical protein
MK689686.1_00033	CDS	903				hypothetical protein
MK689686.1_00034	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MK689686.1_00035	CDS	1134				hypothetical protein
MK689686.1_00036	CDS	1026				hypothetical protein
MK689686.1_00037	CDS	1350				hypothetical protein
MK689686.1_00038	CDS	1218				hypothetical protein
MK689686.1_00039	CDS	879				hypothetical protein
MK689686.1_00040	CDS	1146				hypothetical protein
MK689686.1_00041	CDS	1293				hypothetical protein
MK689686.1_00042	CDS	600				hypothetical protein
MK689686.1_00043	CDS	363				hypothetical protein
MK689686.1_00044	CDS	801				hypothetical protein
MK689686.1_00045	CDS	915				hypothetical protein
MK689686.1_00046	CDS	684				hypothetical protein
MK689686.1_00047	CDS	243				hypothetical protein
