locus_tag	ftype	length_bp	gene	EC_number	COG	product
AY521625_00001	CDS	915				hypothetical protein
AY521625_00002	CDS	1146				hypothetical protein
AY521625_00003	CDS	1098				hypothetical protein
AY521625_00004	CDS	1143				hypothetical protein
AY521625_00005	CDS	780				hypothetical protein
AY521625_00006	CDS	726				hypothetical protein
AY521625_00007	CDS	693				hypothetical protein
AY521625_00008	CDS	465				hypothetical protein
AY521625_00009	CDS	372				hypothetical protein
AY521625_00010	CDS	189				hypothetical protein
AY521625_00011	CDS	3075				hypothetical protein
AY521625_00012	CDS	426				hypothetical protein
AY521625_00013	CDS	180				hypothetical protein
AY521625_00014	CDS	1242				hypothetical protein
AY521625_00015	CDS	858				hypothetical protein
AY521625_00016	CDS	1029				hypothetical protein
AY521625_00017	CDS	954				hypothetical protein
AY521625_00018	CDS	420				hypothetical protein
AY521625_00019	CDS	498				hypothetical protein
AY521625_00020	CDS	456				hypothetical protein
AY521625_00021	CDS	120				hypothetical protein
AY521625_00022	CDS	1530				hypothetical protein
AY521625_00023	CDS	1686				hypothetical protein
AY521625_00024	CDS	1014				hypothetical protein
AY521625_00025	CDS	999				hypothetical protein
AY521625_00026	CDS	1026				hypothetical protein
AY521625_00027	CDS	1017				hypothetical protein
AY521625_00028	CDS	126				hypothetical protein
AY521625_00029	CDS	1056				hypothetical protein
AY521625_00030	CDS	1035				hypothetical protein
AY521625_00031	CDS	339				hypothetical protein
AY521625_00032	CDS	1122				hypothetical protein
AY521625_00033	CDS	990				hypothetical protein
AY521625_00034	CDS	1029				hypothetical protein
AY521625_00035	CDS	513				hypothetical protein
AY521625_00036	CDS	3156				hypothetical protein
AY521625_00037	CDS	432				hypothetical protein
AY521625_00038	CDS	228				hypothetical protein
AY521625_00039	CDS	2004				hypothetical protein
AY521625_00040	CDS	729				hypothetical protein
AY521625_00041	CDS	747				hypothetical protein
AY521625_00042	CDS	1155				hypothetical protein
AY521625_00043	CDS	276				hypothetical protein
AY521625_00044	CDS	468	DUT	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
AY521625_00045	CDS	663				hypothetical protein
AY521625_00046	CDS	696				hypothetical protein
AY521625_00047	CDS	2907				hypothetical protein
AY521625_00048	CDS	648				hypothetical protein
AY521625_00049	CDS	723				hypothetical protein
AY521625_00050	CDS	741				hypothetical protein
AY521625_00051	CDS	3507				hypothetical protein
AY521625_00052	CDS	441				hypothetical protein
AY521625_00053	CDS	2853				hypothetical protein
AY521625_00054	CDS	615				hypothetical protein
AY521625_00055	CDS	756				hypothetical protein
AY521625_00056	CDS	1719		1.17.4.1		Ribonucleoside-diphosphate reductase large subunit
AY521625_00057	CDS	243				hypothetical protein
AY521625_00058	CDS	195				hypothetical protein
AY521625_00059	CDS	576				hypothetical protein
AY521625_00060	CDS	771				hypothetical protein
AY521625_00061	CDS	1647				hypothetical protein
AY521625_00062	CDS	459				hypothetical protein
AY521625_00063	CDS	825				hypothetical protein
AY521625_00064	CDS	1392	MCP			Major capsid protein
AY521625_00065	CDS	3312	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
AY521625_00066	CDS	537				hypothetical protein
AY521625_00067	CDS	858				hypothetical protein
AY521625_00068	CDS	909				hypothetical protein
AY521625_00069	CDS	2373				hypothetical protein
AY521625_00070	CDS	564				hypothetical protein
AY521625_00071	CDS	669				hypothetical protein
AY521625_00072	CDS	1338				hypothetical protein
AY521625_00073	CDS	1128				hypothetical protein
AY521625_00074	CDS	279				hypothetical protein
AY521625_00075	CDS	465				hypothetical protein
AY521625_00076	CDS	648				hypothetical protein
AY521625_00077	CDS	1521				hypothetical protein
AY521625_00078	CDS	1173				hypothetical protein
AY521625_00079	CDS	1122				hypothetical protein
AY521625_00080	CDS	1137				hypothetical protein
AY521625_00081	CDS	1131				hypothetical protein
AY521625_00082	CDS	1218				hypothetical protein
AY521625_00083	CDS	462				hypothetical protein
AY521625_00084	CDS	471				hypothetical protein
