locus_tag	ftype	length_bp	gene	EC_number	COG	product
MN432490_00001	CDS	1137				hypothetical protein
MN432490_00002	CDS	456				hypothetical protein
MN432490_00003	CDS	306				hypothetical protein
MN432490_00004	CDS	561				hypothetical protein
MN432490_00005	CDS	561				hypothetical protein
MN432490_00006	CDS	306				hypothetical protein
MN432490_00007	CDS	1362	MCP			Major capsid protein
MN432490_00008	CDS	1458				hypothetical protein
MN432490_00009	CDS	1578				hypothetical protein
MN432490_00010	CDS	219				hypothetical protein
MN432490_00011	CDS	243				hypothetical protein
MN432490_00012	CDS	393				hypothetical protein
MN432490_00013	CDS	261				hypothetical protein
MN432490_00014	CDS	333				hypothetical protein
MN432490_00015	CDS	1386				hypothetical protein
MN432490_00016	CDS	294				hypothetical protein
MN432490_00017	CDS	942				hypothetical protein
MN432490_00018	CDS	792				hypothetical protein
MN432490_00019	CDS	588				hypothetical protein
MN432490_00020	CDS	336				hypothetical protein
MN432490_00021	CDS	237				hypothetical protein
MN432490_00022	CDS	192				hypothetical protein
MN432490_00023	CDS	2847				hypothetical protein
MN432490_00024	CDS	540				hypothetical protein
MN432490_00025	CDS	1536				hypothetical protein
MN432490_00026	CDS	159				hypothetical protein
	CRISPR	204				
MN432490_00027	CDS	177				hypothetical protein
MN432490_00028	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
MN432490_00029	CDS	954				hypothetical protein
MN432490_00030	CDS	324				hypothetical protein
MN432490_00031	CDS	897				hypothetical protein
MN432490_00032	CDS	3507				hypothetical protein
MN432490_00033	CDS	204				hypothetical protein
MN432490_00034	CDS	603				hypothetical protein
MN432490_00035	CDS	567				hypothetical protein
MN432490_00036	CDS	903				hypothetical protein
MN432490_00037	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MN432490_00038	CDS	1134				hypothetical protein
MN432490_00039	CDS	1026				hypothetical protein
MN432490_00040	CDS	1353				hypothetical protein
MN432490_00041	CDS	1437				hypothetical protein
MN432490_00042	CDS	873				hypothetical protein
MN432490_00043	CDS	1140				hypothetical protein
MN432490_00044	CDS	1293				hypothetical protein
MN432490_00045	CDS	594				hypothetical protein
MN432490_00046	CDS	363				hypothetical protein
MN432490_00047	CDS	801				hypothetical protein
MN432490_00048	CDS	915				hypothetical protein
MN432490_00049	CDS	684				hypothetical protein
MN432490_00050	CDS	264				hypothetical protein
MN432490_00051	CDS	339				hypothetical protein
MN432490_00052	CDS	171				hypothetical protein
MN432490_00053	CDS	429				hypothetical protein
MN432490_00054	CDS	453				hypothetical protein
MN432490_00055	CDS	192				hypothetical protein
MN432490_00056	CDS	927				hypothetical protein
MN432490_00057	CDS	930				hypothetical protein
MN432490_00058	CDS	648				hypothetical protein
MN432490_00059	CDS	261				hypothetical protein
	CRISPR	251				
MN432490_00060	CDS	510				hypothetical protein
MN432490_00061	CDS	807				hypothetical protein
MN432490_00062	CDS	3798				hypothetical protein
MN432490_00063	CDS	369				hypothetical protein
MN432490_00064	CDS	2649				hypothetical protein
MN432490_00065	CDS	1476				hypothetical protein
MN432490_00066	CDS	462				hypothetical protein
MN432490_00067	CDS	1044				hypothetical protein
MN432490_00068	CDS	105				hypothetical protein
MN432490_00069	CDS	582				hypothetical protein
MN432490_00070	CDS	1434				hypothetical protein
MN432490_00071	CDS	666				hypothetical protein
MN432490_00072	CDS	477				hypothetical protein
MN432490_00073	CDS	1611				hypothetical protein
MN432490_00074	CDS	1005				hypothetical protein
MN432490_00075	CDS	420				hypothetical protein
MN432490_00076	CDS	1014				hypothetical protein
MN432490_00077	CDS	267				hypothetical protein
MN432490_00078	CDS	2967				hypothetical protein
MN432490_00079	CDS	1335				hypothetical protein
MN432490_00080	CDS	465				hypothetical protein
