locus_tag	ftype	length_bp	gene	EC_number	COG	product
AF303741_00001	CDS	1059				hypothetical protein
AF303741_00002	CDS	258				hypothetical protein
AF303741_00003	CDS	363				hypothetical protein
AF303741_00004	CDS	1875				hypothetical protein
AF303741_00005	CDS	840				hypothetical protein
AF303741_00006	CDS	3516				hypothetical protein
AF303741_00007	CDS	390				hypothetical protein
AF303741_00008	CDS	1593				hypothetical protein
AF303741_00009	CDS	303				hypothetical protein
AF303741_00010	CDS	405				hypothetical protein
AF303741_00011	CDS	3822				hypothetical protein
AF303741_00012	CDS	369				hypothetical protein
AF303741_00013	CDS	285				hypothetical protein
AF303741_00014	CDS	351				hypothetical protein
AF303741_00015	CDS	3399	TOP	5.6.2.2		DNA topoisomerase 2
AF303741_00016	CDS	372				hypothetical protein
AF303741_00017	CDS	3159				hypothetical protein
AF303741_00018	CDS	852				hypothetical protein
AF303741_00019	CDS	711				hypothetical protein
AF303741_00020	CDS	468				hypothetical protein
AF303741_00021	CDS	477				hypothetical protein
AF303741_00022	CDS	351				hypothetical protein
AF303741_00023	CDS	1371				hypothetical protein
AF303741_00024	CDS	693				hypothetical protein
AF303741_00025	CDS	390				hypothetical protein
AF303741_00026	CDS	777				hypothetical protein
AF303741_00027	CDS	942				hypothetical protein
AF303741_00028	CDS	456				hypothetical protein
AF303741_00029	CDS	153				hypothetical protein
AF303741_00030	CDS	498				hypothetical protein
AF303741_00031	CDS	2880				hypothetical protein
AF303741_00032	CDS	357				hypothetical protein
AF303741_00033	CDS	258				hypothetical protein
AF303741_00034	CDS	525				hypothetical protein
AF303741_00035	CDS	1809				hypothetical protein
AF303741_00036	CDS	546				hypothetical protein
AF303741_00037	CDS	705				hypothetical protein
AF303741_00038	CDS	174				hypothetical protein
AF303741_00039	CDS	174				hypothetical protein
AF303741_00040	CDS	243				hypothetical protein
AF303741_00041	CDS	207				hypothetical protein
AF303741_00042	CDS	528				hypothetical protein
AF303741_00043	CDS	282				hypothetical protein
AF303741_00044	CDS	369				hypothetical protein
AF303741_00045	CDS	288				hypothetical protein
AF303741_00046	CDS	750				hypothetical protein
AF303741_00047	CDS	1548				hypothetical protein
AF303741_00048	CDS	363				hypothetical protein
AF303741_00049	CDS	270				hypothetical protein
AF303741_00050	CDS	414				hypothetical protein
AF303741_00051	CDS	429	H1L	3.1.3.-		Dual specificity protein phosphatase H1
AF303741_00052	CDS	822				hypothetical protein
AF303741_00053	CDS	708				hypothetical protein
AF303741_00054	CDS	606				hypothetical protein
AF303741_00055	CDS	720				hypothetical protein
AF303741_00056	CDS	537				hypothetical protein
AF303741_00057	CDS	174				hypothetical protein
AF303741_00058	CDS	345				hypothetical protein
AF303741_00059	CDS	198				hypothetical protein
AF303741_00060	CDS	195				hypothetical protein
AF303741_00061	CDS	255				hypothetical protein
AF303741_00062	CDS	879				hypothetical protein
AF303741_00063	CDS	588				hypothetical protein
AF303741_00064	CDS	468				hypothetical protein
AF303741_00065	CDS	738				hypothetical protein
AF303741_00066	CDS	1155				hypothetical protein
AF303741_00067	CDS	2001				hypothetical protein
AF303741_00068	CDS	768				hypothetical protein
AF303741_00069	CDS	459				hypothetical protein
AF303741_00070	CDS	1428				hypothetical protein
AF303741_00071	CDS	162				hypothetical protein
AF303741_00072	CDS	1329				hypothetical protein
AF303741_00073	CDS	459				hypothetical protein
AF303741_00074	CDS	795				hypothetical protein
AF303741_00075	CDS	399				hypothetical protein
AF303741_00076	CDS	741				hypothetical protein
AF303741_00077	CDS	1821				hypothetical protein
AF303741_00078	CDS	555				hypothetical protein
AF303741_00079	CDS	3081				hypothetical protein
AF303741_00080	CDS	3561				hypothetical protein
AF303741_00081	CDS	2916				hypothetical protein
AF303741_00082	CDS	222				hypothetical protein
AF303741_00083	CDS	627				hypothetical protein
AF303741_00084	CDS	420				hypothetical protein
AF303741_00085	CDS	516				hypothetical protein
AF303741_00086	CDS	801				hypothetical protein
AF303741_00087	CDS	1419				hypothetical protein
AF303741_00088	CDS	186				hypothetical protein
AF303741_00089	CDS	1260				hypothetical protein
AF303741_00090	CDS	483				hypothetical protein
AF303741_00091	CDS	1848		6.5.1.2		DNA ligase
AF303741_00092	CDS	459				hypothetical protein
AF303741_00093	CDS	3141				hypothetical protein
AF303741_00094	CDS	1167				hypothetical protein
AF303741_00095	CDS	1083				hypothetical protein
AF303741_00096	CDS	1569				hypothetical protein
AF303741_00097	CDS	426				hypothetical protein
AF303741_00098	CDS	825				hypothetical protein
AF303741_00099	CDS	1032				hypothetical protein
AF303741_00100	CDS	1350				hypothetical protein
AF303741_00101	CDS	888		2.1.1.45		Thymidylate synthase
AF303741_00102	CDS	291				hypothetical protein
AF303741_00103	CDS	192				hypothetical protein
AF303741_00104	CDS	810				hypothetical protein
AF303741_00105	CDS	1332				hypothetical protein
AF303741_00106	CDS	2016				hypothetical protein
AF303741_00107	CDS	582				hypothetical protein
AF303741_00108	CDS	798				hypothetical protein
AF303741_00109	CDS	1323				hypothetical protein
AF303741_00110	CDS	513				hypothetical protein
AF303741_00111	CDS	300				hypothetical protein
AF303741_00112	CDS	849				hypothetical protein
AF303741_00113	CDS	381				hypothetical protein
AF303741_00114	CDS	354				hypothetical protein
AF303741_00115	CDS	258				hypothetical protein
AF303741_00116	CDS	426				hypothetical protein
AF303741_00117	CDS	642				hypothetical protein
AF303741_00118	CDS	501				hypothetical protein
AF303741_00119	CDS	1011				hypothetical protein
AF303741_00120	CDS	900				hypothetical protein
AF303741_00121	CDS	4086				hypothetical protein
AF303741_00122	CDS	2133				hypothetical protein
AF303741_00123	CDS	159				hypothetical protein
AF303741_00124	CDS	411				hypothetical protein
AF303741_00125	CDS	1404	MCP			Major capsid protein
AF303741_00126	CDS	1152				hypothetical protein
AF303741_00127	CDS	447				hypothetical protein
AF303741_00128	CDS	366				hypothetical protein
AF303741_00129	CDS	948				hypothetical protein
AF303741_00130	CDS	1254				hypothetical protein
AF303741_00131	CDS	459				hypothetical protein
AF303741_00132	CDS	4032				hypothetical protein
AF303741_00133	CDS	186				hypothetical protein
AF303741_00134	CDS	213				hypothetical protein
AF303741_00135	CDS	1137				hypothetical protein
AF303741_00136	CDS	939				hypothetical protein
AF303741_00137	CDS	594				hypothetical protein
AF303741_00138	CDS	204				hypothetical protein
AF303741_00139	CDS	654				hypothetical protein
AF303741_00140	CDS	279				hypothetical protein
AF303741_00141	CDS	1077				hypothetical protein
AF303741_00142	CDS	699				hypothetical protein
AF303741_00143	CDS	1257				hypothetical protein
AF303741_00144	CDS	210				hypothetical protein
AF303741_00145	CDS	480				hypothetical protein
AF303741_00146	CDS	1137				hypothetical protein
AF303741_00147	CDS	705				hypothetical protein
AF303741_00148	CDS	996				hypothetical protein
AF303741_00149	CDS	1239				hypothetical protein
AF303741_00150	CDS	522				hypothetical protein
AF303741_00151	CDS	267				hypothetical protein
AF303741_00152	CDS	1389				hypothetical protein
AF303741_00153	CDS	210				hypothetical protein
AF303741_00154	CDS	336		1.8.3.2		FAD-linked sulfhydryl oxidase
AF303741_00155	CDS	297				hypothetical protein
AF303741_00156	CDS	423				hypothetical protein
AF303741_00157	CDS	624				hypothetical protein
AF303741_00158	CDS	549				hypothetical protein
AF303741_00159	CDS	495				hypothetical protein
AF303741_00160	CDS	459				hypothetical protein
AF303741_00161	CDS	1041				hypothetical protein
AF303741_00162	CDS	1629				hypothetical protein
AF303741_00163	CDS	345				hypothetical protein
AF303741_00164	CDS	282				hypothetical protein
AF303741_00165	CDS	1248				hypothetical protein
AF303741_00166	CDS	732				hypothetical protein
AF303741_00167	CDS	498				hypothetical protein
AF303741_00168	CDS	1083	C8L	1.17.4.1		Ribonucleoside-diphosphate reductase small chain
AF303741_00169	CDS	582				hypothetical protein
AF303741_00170	CDS	1587				hypothetical protein
AF303741_00171	CDS	123				hypothetical protein
AF303741_00172	CDS	765				hypothetical protein
AF303741_00173	CDS	1044				hypothetical protein
AF303741_00174	CDS	1236				hypothetical protein
AF303741_00175	CDS	819				hypothetical protein
AF303741_00176	CDS	1365				hypothetical protein
AF303741_00177	CDS	456				hypothetical protein
AF303741_00178	CDS	3174				hypothetical protein
AF303741_00179	CDS	732				hypothetical protein
AF303741_00180	CDS	717				hypothetical protein
AF303741_00181	CDS	876				hypothetical protein
AF303741_00182	CDS	627				hypothetical protein
AF303741_00183	CDS	579				hypothetical protein
AF303741_00184	CDS	729				hypothetical protein
AF303741_00185	CDS	1344				hypothetical protein
AF303741_00186	CDS	597				hypothetical protein
AF303741_00187	CDS	546				hypothetical protein
AF303741_00188	CDS	417				hypothetical protein
