locus_tag	ftype	length_bp	gene	EC_number	COG	product
ON740976_00001	CDS	1077				hypothetical protein
ON740976_00002	CDS	456				hypothetical protein
ON740976_00003	CDS	306				hypothetical protein
ON740976_00004	CDS	453				hypothetical protein
ON740976_00005	CDS	570				hypothetical protein
ON740976_00006	CDS	306				hypothetical protein
ON740976_00007	CDS	1362	MCP			Major capsid protein
ON740976_00008	CDS	1458				hypothetical protein
ON740976_00009	CDS	1548				hypothetical protein
ON740976_00010	CDS	219				hypothetical protein
ON740976_00011	CDS	393				hypothetical protein
ON740976_00012	CDS	261				hypothetical protein
ON740976_00013	CDS	333				hypothetical protein
ON740976_00014	CDS	1398				hypothetical protein
ON740976_00015	CDS	294				hypothetical protein
ON740976_00016	CDS	957				hypothetical protein
ON740976_00017	CDS	792				hypothetical protein
ON740976_00018	CDS	588				hypothetical protein
ON740976_00019	CDS	333				hypothetical protein
ON740976_00020	CDS	210				hypothetical protein
ON740976_00021	CDS	2844				hypothetical protein
ON740976_00022	CDS	534				hypothetical protein
ON740976_00023	CDS	1572				hypothetical protein
ON740976_00024	CDS	351				hypothetical protein
ON740976_00025	CDS	1290				hypothetical protein
ON740976_00026	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
ON740976_00027	CDS	579				hypothetical protein
ON740976_00028	CDS	177				hypothetical protein
ON740976_00029	CDS	897				hypothetical protein
ON740976_00030	CDS	3507				hypothetical protein
ON740976_00031	CDS	204				hypothetical protein
ON740976_00032	CDS	528				hypothetical protein
ON740976_00033	CDS	582				hypothetical protein
ON740976_00034	CDS	903				hypothetical protein
ON740976_00035	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
ON740976_00036	CDS	1140				hypothetical protein
ON740976_00037	CDS	1026				hypothetical protein
ON740976_00038	CDS	1350				hypothetical protein
ON740976_00039	CDS	1440				hypothetical protein
ON740976_00040	CDS	879				hypothetical protein
ON740976_00041	CDS	1149				hypothetical protein
ON740976_00042	CDS	1293				hypothetical protein
ON740976_00043	CDS	600				hypothetical protein
ON740976_00044	CDS	363				hypothetical protein
ON740976_00045	CDS	801				hypothetical protein
ON740976_00046	CDS	915				hypothetical protein
ON740976_00047	CDS	684				hypothetical protein
ON740976_00048	CDS	243				hypothetical protein
ON740976_00049	CDS	210				hypothetical protein
ON740976_00050	CDS	354				hypothetical protein
ON740976_00051	CDS	171				hypothetical protein
ON740976_00052	CDS	429				hypothetical protein
ON740976_00053	CDS	453				hypothetical protein
ON740976_00054	CDS	171				hypothetical protein
ON740976_00055	CDS	945				hypothetical protein
ON740976_00056	CDS	942				hypothetical protein
ON740976_00057	CDS	648				hypothetical protein
ON740976_00058	CDS	261				hypothetical protein
ON740976_00059	CDS	513				hypothetical protein
ON740976_00060	CDS	807				hypothetical protein
ON740976_00061	CDS	3762				hypothetical protein
ON740976_00062	CDS	369				hypothetical protein
ON740976_00063	CDS	2649				hypothetical protein
ON740976_00064	CDS	1473				hypothetical protein
ON740976_00065	CDS	189				hypothetical protein
ON740976_00066	CDS	216				hypothetical protein
ON740976_00067	CDS	1044				hypothetical protein
ON740976_00068	CDS	669				hypothetical protein
ON740976_00069	CDS	1434				hypothetical protein
ON740976_00070	CDS	732				hypothetical protein
ON740976_00071	CDS	477				hypothetical protein
ON740976_00072	CDS	1611				hypothetical protein
ON740976_00073	CDS	420				hypothetical protein
ON740976_00074	CDS	1020				hypothetical protein
ON740976_00075	CDS	2973				hypothetical protein
ON740976_00076	CDS	1335				hypothetical protein
ON740976_00077	CDS	465				hypothetical protein
ON740976_00078	CDS	225				hypothetical protein
ON740976_00079	CDS	474				hypothetical protein
ON740976_00080	CDS	498				hypothetical protein
ON740976_00081	CDS	1107				hypothetical protein
ON740976_00082	CDS	360				hypothetical protein
ON740976_00083	CDS	1305				hypothetical protein
ON740976_00084	CDS	531				hypothetical protein
ON740976_00085	CDS	468				hypothetical protein
ON740976_00086	CDS	771				hypothetical protein
ON740976_00087	CDS	414				hypothetical protein
ON740976_00088	CDS	1572				hypothetical protein
ON740976_00089	CDS	996				hypothetical protein
ON740976_00090	CDS	171				hypothetical protein
ON740976_00091	CDS	927				hypothetical protein
ON740976_00092	CDS	501				hypothetical protein
ON740976_00093	CDS	1164				hypothetical protein
ON740976_00094	CDS	738				hypothetical protein
ON740976_00095	CDS	492				hypothetical protein
ON740976_00096	CDS	324				hypothetical protein
ON740976_00097	CDS	570				hypothetical protein
ON740976_00098	CDS	507				hypothetical protein
ON740976_00099	CDS	1446				hypothetical protein
ON740976_00100	CDS	414				hypothetical protein
ON740976_00101	CDS	780				hypothetical protein
ON740976_00102	CDS	351				hypothetical protein
ON740976_00103	CDS	888				hypothetical protein
ON740976_00104	CDS	765				hypothetical protein
ON740976_00105	CDS	630				hypothetical protein
ON740976_00106	CDS	2763				hypothetical protein
ON740976_00107	CDS	156				hypothetical protein
ON740976_00108	CDS	690				hypothetical protein
ON740976_00109	CDS	744				hypothetical protein
ON740976_00110	CDS	504				hypothetical protein
ON740976_00111	CDS	2583				hypothetical protein
ON740976_00112	CDS	288				hypothetical protein
ON740976_00113	CDS	1011				hypothetical protein
ON740976_00114	CDS	1377				hypothetical protein
ON740976_00115	CDS	675				hypothetical protein
ON740976_00116	CDS	270				hypothetical protein
ON740976_00117	CDS	1314				hypothetical protein
ON740976_00118	CDS	288				hypothetical protein
ON740976_00119	CDS	507				hypothetical protein
ON740976_00120	CDS	531				hypothetical protein
ON740976_00121	CDS	720				hypothetical protein
ON740976_00122	CDS	381				hypothetical protein
ON740976_00123	CDS	687				hypothetical protein
