locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT521409_00001	CDS	912				hypothetical protein
MT521409_00002	CDS	1422				hypothetical protein
MT521409_00003	CDS	753				hypothetical protein
MT521409_00004	CDS	786				hypothetical protein
MT521409_00005	CDS	351				hypothetical protein
MT521409_00006	CDS	939				hypothetical protein
MT521409_00007	CDS	1695				hypothetical protein
MT521409_00008	CDS	3129	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MT521409_00009	CDS	714				hypothetical protein
MT521409_00010	CDS	1281				hypothetical protein
MT521409_00011	CDS	573				hypothetical protein
MT521409_00012	CDS	234				hypothetical protein
MT521409_00013	CDS	1650				hypothetical protein
MT521409_00014	CDS	1944				hypothetical protein
MT521409_00015	CDS	1554				hypothetical protein
MT521409_00016	CDS	1377				hypothetical protein
MT521409_00017	CDS	981				hypothetical protein
MT521409_00018	CDS	1032				hypothetical protein
MT521409_00019	CDS	1413				hypothetical protein
MT521409_00020	CDS	1056				hypothetical protein
MT521409_00021	CDS	540				hypothetical protein
MT521409_00022	CDS	1101				hypothetical protein
MT521409_00023	CDS	135				hypothetical protein
MT521409_00024	CDS	363				hypothetical protein
MT521409_00025	CDS	1446				hypothetical protein
MT521409_00026	CDS	1608				hypothetical protein
MT521409_00027	CDS	696				hypothetical protein
MT521409_00028	CDS	384				hypothetical protein
MT521409_00029	CDS	369				hypothetical protein
MT521409_00030	CDS	186				hypothetical protein
MT521409_00031	CDS	354				hypothetical protein
MT521409_00032	CDS	354				hypothetical protein
MT521409_00033	CDS	378				hypothetical protein
MT521409_00034	CDS	252				hypothetical protein
MT521409_00035	CDS	396				hypothetical protein
MT521409_00036	CDS	195				hypothetical protein
MT521409_00037	CDS	891				hypothetical protein
MT521409_00038	CDS	822				hypothetical protein
MT521409_00039	CDS	618				hypothetical protein
MT521409_00040	CDS	297				hypothetical protein
MT521409_00041	CDS	840				hypothetical protein
MT521409_00042	CDS	2880				hypothetical protein
MT521409_00043	CDS	381				hypothetical protein
MT521409_00044	CDS	378				hypothetical protein
MT521409_00045	CDS	381				hypothetical protein
MT521409_00046	CDS	561				hypothetical protein
MT521409_00047	CDS	441				hypothetical protein
MT521409_00048	CDS	774				hypothetical protein
MT521409_00049	CDS	1965				hypothetical protein
MT521409_00050	CDS	441				hypothetical protein
MT521409_00051	CDS	1677				hypothetical protein
MT521409_00052	CDS	513				hypothetical protein
MT521409_00053	CDS	1047				hypothetical protein
MT521409_00054	CDS	180				hypothetical protein
MT521409_00055	CDS	951				hypothetical protein
MT521409_00056	CDS	1137				hypothetical protein
MT521409_00057	CDS	810				hypothetical protein
MT521409_00058	CDS	693				hypothetical protein
MT521409_00059	CDS	738				hypothetical protein
MT521409_00060	CDS	1044				hypothetical protein
MT521409_00061	CDS	2616				hypothetical protein
MT521409_00062	CDS	519				hypothetical protein
MT521409_00063	CDS	744				hypothetical protein
MT521409_00064	CDS	2733				hypothetical protein
MT521409_00065	CDS	174				hypothetical protein
MT521409_00066	CDS	909				hypothetical protein
MT521409_00067	CDS	948	SERP2			Serine proteinase inhibitor 2
MT521409_00068	CDS	543				hypothetical protein
MT521409_00069	CDS	789				hypothetical protein
MT521409_00070	CDS	864		2.1.1.45		Thymidylate synthase
MT521409_00071	CDS	699				hypothetical protein
MT521409_00072	CDS	774				hypothetical protein
MT521409_00073	CDS	630				hypothetical protein
MT521409_00074	CDS	966		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
MT521409_00075	CDS	648				hypothetical protein
MT521409_00076	CDS	915				hypothetical protein
MT521409_00077	CDS	825				hypothetical protein
MT521409_00078	CDS	549				hypothetical protein
MT521409_00079	CDS	348				hypothetical protein
MT521409_00080	CDS	567				hypothetical protein
MT521409_00081	CDS	1362	MCP			Major capsid protein
MT521409_00082	CDS	1551				hypothetical protein
MT521409_00083	CDS	1344				hypothetical protein
MT521409_00084	CDS	216				hypothetical protein
MT521409_00085	CDS	270				hypothetical protein
MT521409_00086	CDS	378				hypothetical protein
MT521409_00087	CDS	270				hypothetical protein
MT521409_00088	CDS	1608				hypothetical protein
MT521409_00089	CDS	312				hypothetical protein
MT521409_00090	CDS	1905				hypothetical protein
MT521409_00091	CDS	840				hypothetical protein
MT521409_00092	CDS	615				hypothetical protein
MT521409_00093	CDS	297				hypothetical protein
MT521409_00094	CDS	234				hypothetical protein
MT521409_00095	tRNA	76				tRNA-Ile(tat)
MT521409_00096	CDS	210				hypothetical protein
MT521409_00097	CDS	2907				hypothetical protein
MT521409_00098	CDS	579				hypothetical protein
MT521409_00099	CDS	1074				hypothetical protein
MT521409_00100	CDS	918				hypothetical protein
MT521409_00101	CDS	639				hypothetical protein
MT521409_00102	CDS	651				hypothetical protein
MT521409_00103	CDS	3552				hypothetical protein
MT521409_00104	CDS	864				hypothetical protein
MT521409_00105	CDS	519				hypothetical protein
MT521409_00106	CDS	498				hypothetical protein
MT521409_00107	CDS	465				hypothetical protein
MT521409_00108	CDS	1113				hypothetical protein
MT521409_00109	CDS	1098				hypothetical protein
MT521409_00110	CDS	915				hypothetical protein
MT521409_00111	CDS	819				hypothetical protein
MT521409_00112	CDS	603				hypothetical protein
MT521409_00113	CDS	294				hypothetical protein
MT521409_00114	CDS	1503				hypothetical protein
MT521409_00115	CDS	564				hypothetical protein
MT521409_00116	CDS	423				hypothetical protein
MT521409_00117	CDS	2925				hypothetical protein
MT521409_00118	CDS	495				hypothetical protein
MT521409_00119	CDS	513				hypothetical protein
MT521409_00120	CDS	1182				hypothetical protein
MT521409_00121	CDS	711	L6			Golgi anti-apoptotic protein
MT521409_00122	CDS	246				hypothetical protein
MT521409_00123	CDS	972	SPI-1			Serine proteinase inhibitor 1
MT521409_00124	CDS	459				hypothetical protein
MT521409_00125	CDS	558				hypothetical protein
MT521409_00126	CDS	324				hypothetical protein
MT521409_00127	CDS	228				hypothetical protein
MT521409_00128	CDS	447				hypothetical protein
MT521409_00129	CDS	2712				hypothetical protein
MT521409_00130	CDS	5673				hypothetical protein
MT521409_00131	CDS	1464				hypothetical protein
MT521409_00132	CDS	1344				hypothetical protein
MT521409_00133	CDS	582				hypothetical protein
MT521409_00134	CDS	408				hypothetical protein
MT521409_00135	CDS	549				hypothetical protein
MT521409_00136	CDS	945				hypothetical protein
MT521409_00137	CDS	1047				hypothetical protein
