locus_tag	ftype	length_bp	gene	EC_number	COG	product
KF938901_00001	CDS	117				hypothetical protein
KF938901_00002	CDS	561				hypothetical protein
KF938901_00003	CDS	627				hypothetical protein
KF938901_00004	CDS	507				hypothetical protein
KF938901_00005	CDS	1620				hypothetical protein
KF938901_00006	CDS	732				hypothetical protein
KF938901_00007	CDS	297				hypothetical protein
KF938901_00008	CDS	528				hypothetical protein
KF938901_00009	CDS	303				hypothetical protein
KF938901_00010	CDS	516				hypothetical protein
KF938901_00011	CDS	573				hypothetical protein
KF938901_00012	CDS	561				hypothetical protein
KF938901_00013	CDS	774				hypothetical protein
KF938901_00014	CDS	2076				hypothetical protein
KF938901_00015	CDS	687				hypothetical protein
KF938901_00016	CDS	2865				hypothetical protein
KF938901_00017	CDS	1269				hypothetical protein
KF938901_00018	CDS	225				hypothetical protein
KF938901_00019	CDS	162				hypothetical protein
KF938901_00020	CDS	789				hypothetical protein
KF938901_00021	CDS	126				hypothetical protein
KF938901_00022	CDS	1884	RPO2_1	2.7.7.6		DNA-directed RNA polymerase subunit 2
KF938901_00023	CDS	1395	RPO2_2	2.7.7.6		DNA-directed RNA polymerase subunit 2
KF938901_00024	CDS	681				hypothetical protein
KF938901_00025	CDS	2145				hypothetical protein
KF938901_00026	CDS	285				hypothetical protein
KF938901_00027	CDS	306				hypothetical protein
KF938901_00028	CDS	813				hypothetical protein
KF938901_00029	CDS	1101				hypothetical protein
KF938901_00030	CDS	1260				hypothetical protein
KF938901_00031	CDS	408				hypothetical protein
KF938901_00032	CDS	1284				hypothetical protein
KF938901_00033	CDS	315				hypothetical protein
KF938901_00034	CDS	714				hypothetical protein
KF938901_00035	CDS	192				hypothetical protein
KF938901_00036	CDS	144				hypothetical protein
KF938901_00037	CDS	111				hypothetical protein
KF938901_00038	CDS	432				hypothetical protein
KF938901_00039	CDS	225				hypothetical protein
KF938901_00040	CDS	459				hypothetical protein
KF938901_00041	CDS	222				hypothetical protein
KF938901_00042	CDS	261				hypothetical protein
KF938901_00043	CDS	3189				hypothetical protein
KF938901_00044	CDS	1377	MCP			Major capsid protein
KF938901_00045	CDS	1554				hypothetical protein
KF938901_00046	CDS	834				hypothetical protein
KF938901_00047	CDS	444				hypothetical protein
KF938901_00048	CDS	1881		1.17.4.1		Ribonucleoside-diphosphate reductase large subunit
KF938901_00049	CDS	945				hypothetical protein
KF938901_00050	CDS	300				hypothetical protein
KF938901_00051	CDS	357				hypothetical protein
KF938901_00052	CDS	195				hypothetical protein
KF938901_00053	CDS	1191				hypothetical protein
KF938901_00054	CDS	3363				hypothetical protein
KF938901_00055	CDS	567				hypothetical protein
KF938901_00056	CDS	489				hypothetical protein
KF938901_00057	CDS	510				hypothetical protein
KF938901_00058	CDS	435				hypothetical protein
KF938901_00059	CDS	456				hypothetical protein
KF938901_00060	CDS	1155				hypothetical protein
KF938901_00061	CDS	966				hypothetical protein
KF938901_00062	CDS	423				hypothetical protein
KF938901_00063	CDS	1374				hypothetical protein
KF938901_00064	CDS	756				hypothetical protein
KF938901_00065	CDS	1434				hypothetical protein
KF938901_00066	CDS	846				hypothetical protein
KF938901_00067	CDS	1080				hypothetical protein
KF938901_00068	CDS	609				hypothetical protein
KF938901_00069	CDS	1356				hypothetical protein
KF938901_00070	CDS	882				hypothetical protein
KF938901_00071	CDS	294				hypothetical protein
KF938901_00072	CDS	3306				hypothetical protein
KF938901_00073	CDS	756				hypothetical protein
KF938901_00074	CDS	762				hypothetical protein
KF938901_00075	CDS	2340				hypothetical protein
KF938901_00076	CDS	309				hypothetical protein
KF938901_00077	CDS	252				hypothetical protein
KF938901_00078	CDS	567				hypothetical protein
KF938901_00079	CDS	711				hypothetical protein
KF938901_00080	CDS	1512				hypothetical protein
KF938901_00081	CDS	792				hypothetical protein
KF938901_00082	CDS	420				hypothetical protein
KF938901_00083	CDS	402				hypothetical protein
KF938901_00084	CDS	1161				hypothetical protein
KF938901_00085	CDS	318				hypothetical protein
KF938901_00086	CDS	1170				hypothetical protein
KF938901_00087	CDS	654				hypothetical protein
KF938901_00088	CDS	213				hypothetical protein
KF938901_00089	CDS	273				hypothetical protein
KF938901_00090	CDS	741				hypothetical protein
KF938901_00091	CDS	1572				hypothetical protein
