locus_tag	ftype	length_bp	gene	EC_number	COG	product
GQ273492_00001	CDS	1137				hypothetical protein
GQ273492_00002	CDS	456				hypothetical protein
GQ273492_00003	CDS	258				hypothetical protein
GQ273492_00004	CDS	735				hypothetical protein
GQ273492_00005	CDS	552				hypothetical protein
GQ273492_00006	CDS	306				hypothetical protein
GQ273492_00007	CDS	1362	MCP			Major capsid protein
GQ273492_00008	CDS	1458				hypothetical protein
GQ273492_00009	CDS	1551				hypothetical protein
GQ273492_00010	CDS	261				hypothetical protein
GQ273492_00011	CDS	243				hypothetical protein
GQ273492_00012	CDS	393				hypothetical protein
GQ273492_00013	CDS	258				hypothetical protein
GQ273492_00014	CDS	333				hypothetical protein
GQ273492_00015	CDS	1398				hypothetical protein
GQ273492_00016	CDS	294				hypothetical protein
GQ273492_00017	CDS	744				hypothetical protein
GQ273492_00018	CDS	786				hypothetical protein
GQ273492_00019	CDS	588				hypothetical protein
GQ273492_00020	CDS	330				hypothetical protein
GQ273492_00021	CDS	174				hypothetical protein
GQ273492_00022	CDS	2847				hypothetical protein
GQ273492_00023	CDS	534				hypothetical protein
GQ273492_00024	CDS	1539				hypothetical protein
GQ273492_00025	CDS	576				hypothetical protein
GQ273492_00026	CDS	243				hypothetical protein
GQ273492_00027	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
GQ273492_00028	CDS	324				hypothetical protein
GQ273492_00029	CDS	897				hypothetical protein
GQ273492_00030	CDS	3507				hypothetical protein
GQ273492_00031	CDS	204				hypothetical protein
GQ273492_00032	CDS	528				hypothetical protein
GQ273492_00033	CDS	582				hypothetical protein
GQ273492_00034	CDS	900				hypothetical protein
GQ273492_00035	CDS	3126	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
GQ273492_00036	CDS	1113				hypothetical protein
GQ273492_00037	CDS	1023				hypothetical protein
GQ273492_00038	CDS	1350				hypothetical protein
GQ273492_00039	CDS	1434				hypothetical protein
GQ273492_00040	CDS	873				hypothetical protein
GQ273492_00041	CDS	1149				hypothetical protein
GQ273492_00042	CDS	1281				hypothetical protein
GQ273492_00043	CDS	594				hypothetical protein
GQ273492_00044	CDS	363				hypothetical protein
GQ273492_00045	CDS	801				hypothetical protein
GQ273492_00046	CDS	915				hypothetical protein
GQ273492_00047	CDS	684				hypothetical protein
GQ273492_00048	CDS	264				hypothetical protein
GQ273492_00049	CDS	348				hypothetical protein
GQ273492_00050	CDS	171				hypothetical protein
GQ273492_00051	CDS	429				hypothetical protein
GQ273492_00052	CDS	501				hypothetical protein
GQ273492_00053	CDS	192				hypothetical protein
GQ273492_00054	CDS	927				hypothetical protein
GQ273492_00055	CDS	924				hypothetical protein
GQ273492_00056	CDS	648				hypothetical protein
GQ273492_00057	CDS	261				hypothetical protein
GQ273492_00058	CDS	207				hypothetical protein
GQ273492_00059	CDS	516				hypothetical protein
GQ273492_00060	CDS	804				hypothetical protein
GQ273492_00061	CDS	3450				hypothetical protein
GQ273492_00062	CDS	369				hypothetical protein
GQ273492_00063	CDS	2649				hypothetical protein
GQ273492_00064	CDS	1473				hypothetical protein
GQ273492_00065	CDS	264				hypothetical protein
GQ273492_00066	CDS	1041				hypothetical protein
GQ273492_00067	CDS	567				hypothetical protein
GQ273492_00068	CDS	1443				hypothetical protein
GQ273492_00069	CDS	294				hypothetical protein
GQ273492_00070	CDS	1611				hypothetical protein
GQ273492_00071	CDS	420				hypothetical protein
GQ273492_00072	CDS	1023				hypothetical protein
GQ273492_00073	CDS	2973				hypothetical protein
GQ273492_00074	CDS	1335				hypothetical protein
GQ273492_00075	CDS	465				hypothetical protein
GQ273492_00076	CDS	177				hypothetical protein
GQ273492_00077	CDS	354				hypothetical protein
GQ273492_00078	CDS	498				hypothetical protein
GQ273492_00079	CDS	1107				hypothetical protein
GQ273492_00080	CDS	360				hypothetical protein
GQ273492_00081	CDS	1356				hypothetical protein
GQ273492_00082	CDS	393				hypothetical protein
GQ273492_00083	CDS	465				hypothetical protein
GQ273492_00084	CDS	771				hypothetical protein
GQ273492_00085	CDS	414				hypothetical protein
GQ273492_00086	CDS	1569				hypothetical protein
GQ273492_00087	CDS	1017				hypothetical protein
GQ273492_00088	CDS	171				hypothetical protein
GQ273492_00089	CDS	927				hypothetical protein
GQ273492_00090	CDS	498				hypothetical protein
GQ273492_00091	CDS	1170				hypothetical protein
GQ273492_00092	CDS	738				hypothetical protein
GQ273492_00093	CDS	486				hypothetical protein
GQ273492_00094	CDS	330				hypothetical protein
GQ273492_00095	CDS	579				hypothetical protein
GQ273492_00096	CDS	516				hypothetical protein
GQ273492_00097	CDS	1431				hypothetical protein
GQ273492_00098	CDS	387				hypothetical protein
GQ273492_00099	CDS	777				hypothetical protein
GQ273492_00100	CDS	372				hypothetical protein
GQ273492_00101	CDS	903				hypothetical protein
GQ273492_00102	CDS	603				hypothetical protein
GQ273492_00103	CDS	2763				hypothetical protein
GQ273492_00104	CDS	156				hypothetical protein
GQ273492_00105	CDS	897				hypothetical protein
GQ273492_00106	CDS	744				hypothetical protein
GQ273492_00107	CDS	504				hypothetical protein
GQ273492_00108	CDS	2583				hypothetical protein
GQ273492_00109	CDS	324				hypothetical protein
GQ273492_00110	CDS	1011				hypothetical protein
