locus_tag	ftype	length_bp	gene	EC_number	COG	product
MW139932_00001	CDS	1077				hypothetical protein
MW139932_00002	CDS	456				hypothetical protein
MW139932_00003	CDS	306				hypothetical protein
MW139932_00004	CDS	453				hypothetical protein
MW139932_00005	CDS	570				hypothetical protein
MW139932_00006	CDS	306				hypothetical protein
MW139932_00007	CDS	1362	MCP			Major capsid protein
MW139932_00008	CDS	1458				hypothetical protein
MW139932_00009	CDS	1548				hypothetical protein
MW139932_00010	CDS	219				hypothetical protein
MW139932_00011	CDS	243				hypothetical protein
MW139932_00012	CDS	393				hypothetical protein
MW139932_00013	CDS	261				hypothetical protein
MW139932_00014	CDS	333				hypothetical protein
MW139932_00015	CDS	1398				hypothetical protein
MW139932_00016	CDS	294				hypothetical protein
MW139932_00017	CDS	957				hypothetical protein
MW139932_00018	CDS	792				hypothetical protein
MW139932_00019	CDS	588				hypothetical protein
MW139932_00020	CDS	333				hypothetical protein
MW139932_00021	CDS	237				hypothetical protein
MW139932_00022	CDS	210				hypothetical protein
MW139932_00023	CDS	2844				hypothetical protein
MW139932_00024	CDS	534				hypothetical protein
MW139932_00025	CDS	1620				hypothetical protein
MW139932_00026	CDS	252				hypothetical protein
MW139932_00027	CDS	1068				hypothetical protein
MW139932_00028	CDS	378				hypothetical protein
MW139932_00029	CDS	642		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
MW139932_00030	CDS	435				hypothetical protein
MW139932_00031	CDS	279				hypothetical protein
MW139932_00032	CDS	897				hypothetical protein
MW139932_00033	CDS	3507				hypothetical protein
MW139932_00034	CDS	204				hypothetical protein
MW139932_00035	CDS	528				hypothetical protein
MW139932_00036	CDS	582				hypothetical protein
MW139932_00037	CDS	903				hypothetical protein
MW139932_00038	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MW139932_00039	CDS	1140				hypothetical protein
MW139932_00040	CDS	1026				hypothetical protein
MW139932_00041	CDS	1350				hypothetical protein
MW139932_00042	CDS	1440				hypothetical protein
MW139932_00043	CDS	879				hypothetical protein
MW139932_00044	CDS	1149				hypothetical protein
MW139932_00045	CDS	1293				hypothetical protein
MW139932_00046	CDS	600				hypothetical protein
MW139932_00047	CDS	363				hypothetical protein
MW139932_00048	CDS	801				hypothetical protein
MW139932_00049	CDS	915				hypothetical protein
MW139932_00050	CDS	684				hypothetical protein
MW139932_00051	CDS	264				hypothetical protein
MW139932_00052	CDS	354				hypothetical protein
MW139932_00053	CDS	171				hypothetical protein
MW139932_00054	CDS	429				hypothetical protein
MW139932_00055	CDS	453				hypothetical protein
MW139932_00056	CDS	216				hypothetical protein
MW139932_00057	CDS	945				hypothetical protein
MW139932_00058	CDS	942				hypothetical protein
MW139932_00059	CDS	648				hypothetical protein
MW139932_00060	CDS	261				hypothetical protein
MW139932_00061	CDS	513				hypothetical protein
MW139932_00062	CDS	804				hypothetical protein
MW139932_00063	CDS	3762				hypothetical protein
MW139932_00064	CDS	369				hypothetical protein
MW139932_00065	CDS	2649				hypothetical protein
MW139932_00066	CDS	1473				hypothetical protein
MW139932_00067	CDS	189				hypothetical protein
MW139932_00068	CDS	216				hypothetical protein
MW139932_00069	CDS	1044				hypothetical protein
MW139932_00070	CDS	582				hypothetical protein
MW139932_00071	CDS	1434				hypothetical protein
MW139932_00072	CDS	732				hypothetical protein
MW139932_00073	CDS	477				hypothetical protein
MW139932_00074	CDS	1611				hypothetical protein
MW139932_00075	CDS	420				hypothetical protein
MW139932_00076	CDS	1020				hypothetical protein
MW139932_00077	CDS	2973				hypothetical protein
MW139932_00078	CDS	1335				hypothetical protein
MW139932_00079	CDS	465				hypothetical protein
MW139932_00080	CDS	177				hypothetical protein
MW139932_00081	CDS	327				hypothetical protein
MW139932_00082	CDS	498				hypothetical protein
MW139932_00083	CDS	1107				hypothetical protein
MW139932_00084	CDS	360				hypothetical protein
MW139932_00085	CDS	1305				hypothetical protein
MW139932_00086	CDS	534				hypothetical protein
MW139932_00087	CDS	468				hypothetical protein
MW139932_00088	CDS	771				hypothetical protein
MW139932_00089	CDS	414				hypothetical protein
MW139932_00090	CDS	1572				hypothetical protein
MW139932_00091	CDS	1011				hypothetical protein
MW139932_00092	CDS	171				hypothetical protein
MW139932_00093	CDS	927				hypothetical protein
MW139932_00094	CDS	501				hypothetical protein
MW139932_00095	CDS	1164				hypothetical protein
MW139932_00096	CDS	738				hypothetical protein
MW139932_00097	CDS	492				hypothetical protein
MW139932_00098	CDS	324				hypothetical protein
MW139932_00099	CDS	570				hypothetical protein
MW139932_00100	CDS	516				hypothetical protein
MW139932_00101	CDS	1446				hypothetical protein
MW139932_00102	CDS	321				hypothetical protein
MW139932_00103	CDS	777				hypothetical protein
MW139932_00104	CDS	351				hypothetical protein
MW139932_00105	CDS	888				hypothetical protein
MW139932_00106	CDS	873				hypothetical protein
MW139932_00107	CDS	621				hypothetical protein
MW139932_00108	CDS	2763				hypothetical protein
MW139932_00109	CDS	156				hypothetical protein
MW139932_00110	CDS	897				hypothetical protein
MW139932_00111	CDS	744				hypothetical protein
MW139932_00112	CDS	504				hypothetical protein
MW139932_00113	CDS	2583				hypothetical protein
MW139932_00114	CDS	324				hypothetical protein
MW139932_00115	CDS	1011				hypothetical protein
MW139932_00116	CDS	1368				hypothetical protein
MW139932_00117	CDS	675				hypothetical protein
MW139932_00118	CDS	270				hypothetical protein
MW139932_00119	CDS	1314				hypothetical protein
MW139932_00120	CDS	288				hypothetical protein
MW139932_00121	CDS	507				hypothetical protein
MW139932_00122	CDS	528				hypothetical protein
MW139932_00123	CDS	720				hypothetical protein
MW139932_00124	CDS	381				hypothetical protein
MW139932_00125	CDS	687				hypothetical protein
