locus_tag	ftype	length_bp	gene	EC_number	COG	product
KC244182.1_00001	CDS	1077				hypothetical protein
KC244182.1_00002	CDS	456				hypothetical protein
KC244182.1_00003	CDS	306				hypothetical protein
KC244182.1_00004	CDS	453				hypothetical protein
KC244182.1_00005	CDS	570				hypothetical protein
KC244182.1_00006	CDS	306				hypothetical protein
KC244182.1_00007	CDS	1362	MCP			Major capsid protein
KC244182.1_00008	CDS	1458				hypothetical protein
KC244182.1_00009	CDS	1548				hypothetical protein
KC244182.1_00010	CDS	219				hypothetical protein
KC244182.1_00011	CDS	393				hypothetical protein
KC244182.1_00012	CDS	261				hypothetical protein
KC244182.1_00013	CDS	333				hypothetical protein
KC244182.1_00014	CDS	1398				hypothetical protein
KC244182.1_00015	CDS	294				hypothetical protein
KC244182.1_00016	CDS	957				hypothetical protein
KC244182.1_00017	CDS	792				hypothetical protein
KC244182.1_00018	CDS	588				hypothetical protein
KC244182.1_00019	CDS	339				hypothetical protein
KC244182.1_00020	CDS	237				hypothetical protein
KC244182.1_00021	CDS	210				hypothetical protein
KC244182.1_00022	CDS	2847				hypothetical protein
KC244182.1_00023	CDS	534				hypothetical protein
KC244182.1_00024	CDS	1653				hypothetical protein
	CRISPR	188				
KC244182.1_00025	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
KC244182.1_00026	CDS	249				hypothetical protein
KC244182.1_00027	CDS	174				hypothetical protein
KC244182.1_00028	CDS	897				hypothetical protein
KC244182.1_00029	CDS	3507				hypothetical protein
KC244182.1_00030	CDS	222				hypothetical protein
KC244182.1_00031	CDS	585				hypothetical protein
KC244182.1_00032	CDS	576				hypothetical protein
KC244182.1_00033	CDS	903				hypothetical protein
KC244182.1_00034	CDS	3162				hypothetical protein
KC244182.1_00035	CDS	1134				hypothetical protein
KC244182.1_00036	CDS	1026				hypothetical protein
KC244182.1_00037	CDS	1110				hypothetical protein
KC244182.1_00038	CDS	1440				hypothetical protein
KC244182.1_00039	CDS	879				hypothetical protein
KC244182.1_00040	CDS	1146				hypothetical protein
KC244182.1_00041	CDS	1350				hypothetical protein
KC244182.1_00042	CDS	600				hypothetical protein
KC244182.1_00043	CDS	363				hypothetical protein
KC244182.1_00044	CDS	801				hypothetical protein
KC244182.1_00045	CDS	915				hypothetical protein
KC244182.1_00046	CDS	684				hypothetical protein
KC244182.1_00047	CDS	243				hypothetical protein
KC244182.1_00048	CDS	210				hypothetical protein
KC244182.1_00049	CDS	354				hypothetical protein
KC244182.1_00050	CDS	171				hypothetical protein
KC244182.1_00051	CDS	429				hypothetical protein
KC244182.1_00052	CDS	453				hypothetical protein
KC244182.1_00053	CDS	192				hypothetical protein
KC244182.1_00054	CDS	945				hypothetical protein
KC244182.1_00055	CDS	942				hypothetical protein
KC244182.1_00056	CDS	648				hypothetical protein
KC244182.1_00057	CDS	261				hypothetical protein
KC244182.1_00058	CDS	513				hypothetical protein
KC244182.1_00059	CDS	111				hypothetical protein
KC244182.1_00060	CDS	807				hypothetical protein
KC244182.1_00061	CDS	3849				hypothetical protein
KC244182.1_00062	CDS	369				hypothetical protein
KC244182.1_00063	CDS	2649				hypothetical protein
KC244182.1_00064	CDS	1473				hypothetical protein
KC244182.1_00065	CDS	471				hypothetical protein
KC244182.1_00066	CDS	1044				hypothetical protein
KC244182.1_00067	CDS	582				hypothetical protein
KC244182.1_00068	CDS	1434				hypothetical protein
KC244182.1_00069	CDS	321				hypothetical protein
KC244182.1_00070	CDS	447				hypothetical protein
KC244182.1_00071	CDS	477				hypothetical protein
KC244182.1_00072	CDS	1611				hypothetical protein
KC244182.1_00073	CDS	420				hypothetical protein
KC244182.1_00074	CDS	1023				hypothetical protein
KC244182.1_00075	CDS	270				hypothetical protein
KC244182.1_00076	CDS	2970				hypothetical protein
KC244182.1_00077	CDS	1335				hypothetical protein
KC244182.1_00078	CDS	465				hypothetical protein
KC244182.1_00079	CDS	225				hypothetical protein
KC244182.1_00080	CDS	474				hypothetical protein
KC244182.1_00081	CDS	498				hypothetical protein
KC244182.1_00082	CDS	1107				hypothetical protein
KC244182.1_00083	CDS	360				hypothetical protein
KC244182.1_00084	CDS	1305				hypothetical protein
KC244182.1_00085	CDS	531				hypothetical protein
KC244182.1_00086	CDS	468				hypothetical protein
KC244182.1_00087	CDS	771				hypothetical protein
KC244182.1_00088	CDS	414				hypothetical protein
KC244182.1_00089	CDS	1572				hypothetical protein
KC244182.1_00090	CDS	1026				hypothetical protein
KC244182.1_00091	CDS	171				hypothetical protein
KC244182.1_00092	CDS	927				hypothetical protein
KC244182.1_00093	CDS	501				hypothetical protein
KC244182.1_00094	CDS	1164				hypothetical protein
KC244182.1_00095	CDS	738				hypothetical protein
KC244182.1_00096	CDS	492				hypothetical protein
KC244182.1_00097	CDS	324				hypothetical protein
KC244182.1_00098	CDS	570				hypothetical protein
KC244182.1_00099	CDS	516				hypothetical protein
KC244182.1_00100	CDS	1446				hypothetical protein
KC244182.1_00101	CDS	321				hypothetical protein
KC244182.1_00102	CDS	780				hypothetical protein
KC244182.1_00103	CDS	372				hypothetical protein
KC244182.1_00104	CDS	888				hypothetical protein
KC244182.1_00105	CDS	780				hypothetical protein
KC244182.1_00106	CDS	618				hypothetical protein
KC244182.1_00107	CDS	2763				hypothetical protein
KC244182.1_00108	CDS	156				hypothetical protein
KC244182.1_00109	CDS	897				hypothetical protein
KC244182.1_00110	CDS	744				hypothetical protein
KC244182.1_00111	CDS	504				hypothetical protein
KC244182.1_00112	CDS	2583				hypothetical protein
KC244182.1_00113	CDS	288				hypothetical protein
KC244182.1_00114	CDS	1011				hypothetical protein
KC244182.1_00115	CDS	1443				hypothetical protein
KC244182.1_00116	CDS	636				hypothetical protein
KC244182.1_00117	CDS	288				hypothetical protein
KC244182.1_00118	CDS	1314				hypothetical protein
KC244182.1_00119	CDS	288				hypothetical protein
KC244182.1_00120	CDS	636				hypothetical protein
KC244182.1_00121	CDS	720				hypothetical protein
KC244182.1_00122	CDS	381				hypothetical protein
KC244182.1_00123	CDS	687				hypothetical protein
