locus_tag	ftype	length_bp	gene	EC_number	COG	product
KT804738.1_00001	CDS	1077				hypothetical protein
KT804738.1_00002	CDS	468				hypothetical protein
KT804738.1_00003	CDS	306				hypothetical protein
KT804738.1_00004	CDS	504				hypothetical protein
KT804738.1_00005	CDS	570				hypothetical protein
KT804738.1_00006	CDS	306				hypothetical protein
KT804738.1_00007	CDS	1362	MCP			Major capsid protein
KT804738.1_00008	CDS	1458				hypothetical protein
KT804738.1_00009	CDS	1548				hypothetical protein
KT804738.1_00010	CDS	219				hypothetical protein
KT804738.1_00011	CDS	234				hypothetical protein
KT804738.1_00012	CDS	207				hypothetical protein
KT804738.1_00013	CDS	261				hypothetical protein
KT804738.1_00014	CDS	333				hypothetical protein
KT804738.1_00015	CDS	1398				hypothetical protein
KT804738.1_00016	CDS	294				hypothetical protein
KT804738.1_00017	CDS	957				hypothetical protein
KT804738.1_00018	CDS	792				hypothetical protein
KT804738.1_00019	CDS	588				hypothetical protein
KT804738.1_00020	CDS	336				hypothetical protein
KT804738.1_00021	CDS	2847				hypothetical protein
KT804738.1_00022	CDS	534				hypothetical protein
KT804738.1_00023	CDS	1605				hypothetical protein
	CRISPR	188				
KT804738.1_00024	CDS	108				hypothetical protein
KT804738.1_00025	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
KT804738.1_00026	CDS	510				hypothetical protein
KT804738.1_00027	CDS	276				hypothetical protein
KT804738.1_00028	CDS	897				hypothetical protein
KT804738.1_00029	CDS	3507				hypothetical protein
KT804738.1_00030	CDS	204				hypothetical protein
KT804738.1_00031	CDS	585				hypothetical protein
KT804738.1_00032	CDS	576				hypothetical protein
KT804738.1_00033	CDS	903				hypothetical protein
KT804738.1_00034	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
KT804738.1_00035	CDS	1134				hypothetical protein
KT804738.1_00036	CDS	1026				hypothetical protein
KT804738.1_00037	CDS	1350				hypothetical protein
KT804738.1_00038	CDS	1440				hypothetical protein
KT804738.1_00039	CDS	879				hypothetical protein
KT804738.1_00040	CDS	1146				hypothetical protein
KT804738.1_00041	CDS	1293				hypothetical protein
KT804738.1_00042	CDS	600				hypothetical protein
KT804738.1_00043	CDS	363				hypothetical protein
KT804738.1_00044	CDS	801				hypothetical protein
KT804738.1_00045	CDS	915				hypothetical protein
