locus_tag	ftype	length_bp	gene	EC_number	COG	product
GQ273492.1_00001	CDS	1137				hypothetical protein
GQ273492.1_00002	CDS	456				hypothetical protein
GQ273492.1_00003	CDS	258				hypothetical protein
GQ273492.1_00004	CDS	735				hypothetical protein
GQ273492.1_00005	CDS	552				hypothetical protein
GQ273492.1_00006	CDS	306				hypothetical protein
GQ273492.1_00007	CDS	1362	MCP			Major capsid protein
GQ273492.1_00008	CDS	1458				hypothetical protein
GQ273492.1_00009	CDS	1551				hypothetical protein
GQ273492.1_00010	CDS	261				hypothetical protein
GQ273492.1_00011	CDS	243				hypothetical protein
GQ273492.1_00012	CDS	393				hypothetical protein
GQ273492.1_00013	CDS	258				hypothetical protein
GQ273492.1_00014	CDS	333				hypothetical protein
GQ273492.1_00015	CDS	1398				hypothetical protein
GQ273492.1_00016	CDS	294				hypothetical protein
GQ273492.1_00017	CDS	744				hypothetical protein
GQ273492.1_00018	CDS	786				hypothetical protein
GQ273492.1_00019	CDS	588				hypothetical protein
GQ273492.1_00020	CDS	330				hypothetical protein
GQ273492.1_00021	CDS	174				hypothetical protein
GQ273492.1_00022	CDS	2847				hypothetical protein
GQ273492.1_00023	CDS	534				hypothetical protein
GQ273492.1_00024	CDS	1539				hypothetical protein
GQ273492.1_00025	CDS	576				hypothetical protein
GQ273492.1_00026	CDS	243				hypothetical protein
GQ273492.1_00027	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
GQ273492.1_00028	CDS	324				hypothetical protein
GQ273492.1_00029	CDS	897				hypothetical protein
GQ273492.1_00030	CDS	3507				hypothetical protein
GQ273492.1_00031	CDS	204				hypothetical protein
GQ273492.1_00032	CDS	528				hypothetical protein
GQ273492.1_00033	CDS	582				hypothetical protein
GQ273492.1_00034	CDS	900				hypothetical protein
GQ273492.1_00035	CDS	3126	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
GQ273492.1_00036	CDS	1113				hypothetical protein
GQ273492.1_00037	CDS	1023				hypothetical protein
GQ273492.1_00038	CDS	1350				hypothetical protein
GQ273492.1_00039	CDS	1434				hypothetical protein
GQ273492.1_00040	CDS	873				hypothetical protein
GQ273492.1_00041	CDS	1149				hypothetical protein
GQ273492.1_00042	CDS	1281				hypothetical protein
GQ273492.1_00043	CDS	594				hypothetical protein
GQ273492.1_00044	CDS	363				hypothetical protein
GQ273492.1_00045	CDS	801				hypothetical protein
GQ273492.1_00046	CDS	915				hypothetical protein
GQ273492.1_00047	CDS	684				hypothetical protein
GQ273492.1_00048	CDS	264				hypothetical protein
GQ273492.1_00049	CDS	348				hypothetical protein
GQ273492.1_00050	CDS	171				hypothetical protein
GQ273492.1_00051	CDS	429				hypothetical protein
GQ273492.1_00052	CDS	501				hypothetical protein
GQ273492.1_00053	CDS	192				hypothetical protein
