locus_tag	ftype	length_bp	gene	EC_number	COG	product
PQ335173_PQ335174_00001	CDS	1833				hypothetical protein
PQ335173_PQ335174_00002	CDS	534				hypothetical protein
PQ335173_PQ335174_00003	CDS	2853				hypothetical protein
PQ335173_PQ335174_00004	CDS	231				hypothetical protein
PQ335173_PQ335174_00005	CDS	345				hypothetical protein
PQ335173_PQ335174_00006	CDS	609				hypothetical protein
PQ335173_PQ335174_00007	CDS	783				hypothetical protein
PQ335173_PQ335174_00008	CDS	933				hypothetical protein
PQ335173_PQ335174_00009	CDS	294				hypothetical protein
PQ335173_PQ335174_00010	CDS	1428				hypothetical protein
PQ335173_PQ335174_00011	CDS	336				hypothetical protein
PQ335173_PQ335174_00012	CDS	264				hypothetical protein
PQ335173_PQ335174_00013	CDS	390				hypothetical protein
PQ335173_PQ335174_00014	CDS	243				hypothetical protein
PQ335173_PQ335174_00015	CDS	219				hypothetical protein
PQ335173_PQ335174_00016	CDS	1572				hypothetical protein
PQ335173_PQ335174_00017	CDS	363				hypothetical protein
PQ335173_PQ335174_00018	CDS	1461				hypothetical protein
PQ335173_PQ335174_00019	CDS	1362	MCP			Major capsid protein
PQ335173_PQ335174_00020	CDS	324				hypothetical protein
PQ335173_PQ335174_00021	CDS	597				hypothetical protein
PQ335173_PQ335174_00022	CDS	282				hypothetical protein
PQ335173_PQ335174_00023	CDS	279				hypothetical protein
PQ335173_PQ335174_00024	CDS	492				hypothetical protein
PQ335173_PQ335174_00025	CDS	1107				hypothetical protein
PQ335173_PQ335174_00026	CDS	819				hypothetical protein
PQ335173_PQ335174_00027	CDS	357				hypothetical protein
PQ335173_PQ335174_00028	CDS	732				hypothetical protein
PQ335173_PQ335174_00029	CDS	333				hypothetical protein
PQ335173_PQ335174_00030	CDS	231				hypothetical protein
PQ335173_PQ335174_00031	CDS	552				hypothetical protein
PQ335173_PQ335174_00032	CDS	384				hypothetical protein
PQ335173_PQ335174_00033	CDS	369				hypothetical protein
PQ335173_PQ335174_00034	CDS	543				hypothetical protein
PQ335173_PQ335174_00035	CDS	702				hypothetical protein
PQ335173_PQ335174_00036	CDS	1158				hypothetical protein
PQ335173_PQ335174_00037	CDS	1089				hypothetical protein
PQ335173_PQ335174_00038	CDS	729				hypothetical protein
PQ335173_PQ335174_00039	CDS	2754				hypothetical protein
PQ335173_PQ335174_00040	CDS	1197				hypothetical protein
PQ335173_PQ335174_00041	CDS	738				hypothetical protein
PQ335173_PQ335174_00042	CDS	507				hypothetical protein
PQ335173_PQ335174_00043	CDS	2586				hypothetical protein
PQ335173_PQ335174_00044	CDS	1008				hypothetical protein
PQ335173_PQ335174_00045	CDS	1188				hypothetical protein
PQ335173_PQ335174_00046	CDS	675				hypothetical protein
PQ335173_PQ335174_00047	CDS	279				hypothetical protein
PQ335173_PQ335174_00048	CDS	216				hypothetical protein
PQ335173_PQ335174_00049	CDS	489				hypothetical protein
PQ335173_PQ335174_00050	CDS	765				hypothetical protein
PQ335173_PQ335174_00051	CDS	1179				hypothetical protein
PQ335173_PQ335174_00052	CDS	408				hypothetical protein
PQ335173_PQ335174_00053	CDS	249				hypothetical protein
PQ335173_PQ335174_00054	CDS	945				hypothetical protein
PQ335173_PQ335174_00055	CDS	168				hypothetical protein
PQ335173_PQ335174_00056	CDS	978				hypothetical protein
PQ335173_PQ335174_00057	CDS	1611				hypothetical protein
PQ335173_PQ335174_00058	CDS	417				hypothetical protein
PQ335173_PQ335174_00059	CDS	777				hypothetical protein
PQ335173_PQ335174_00060	CDS	423				hypothetical protein
PQ335173_PQ335174_00061	CDS	849				hypothetical protein
PQ335173_PQ335174_00062	CDS	1299				hypothetical protein
PQ335173_PQ335174_00063	CDS	375				hypothetical protein
PQ335173_PQ335174_00064	CDS	1149				hypothetical protein
PQ335173_PQ335174_00065	CDS	492				hypothetical protein
PQ335173_PQ335174_00066	CDS	465				hypothetical protein
PQ335173_PQ335174_00067	CDS	1356				hypothetical protein
PQ335173_PQ335174_00068	CDS	3009				hypothetical protein
PQ335173_PQ335174_00069	CDS	921				hypothetical protein
PQ335173_PQ335174_00070	CDS	1581				hypothetical protein
PQ335173_PQ335174_00071	CDS	930				hypothetical protein
PQ335173_PQ335174_00072	CDS	1458				hypothetical protein
PQ335173_PQ335174_00073	CDS	564				hypothetical protein
PQ335173_PQ335174_00074	CDS	1431				hypothetical protein
PQ335173_PQ335174_00075	CDS	1482				hypothetical protein
PQ335173_PQ335174_00076	CDS	141				hypothetical protein
PQ335173_PQ335174_00077	CDS	5709				hypothetical protein
PQ335173_PQ335174_00078	CDS	2652				hypothetical protein
PQ335173_PQ335174_00079	CDS	378				hypothetical protein
PQ335173_PQ335174_00080	CDS	4320				hypothetical protein
PQ335173_PQ335174_00081	CDS	813				hypothetical protein
PQ335173_PQ335174_00082	CDS	504				hypothetical protein
PQ335173_PQ335174_00083	CDS	261				hypothetical protein
PQ335173_PQ335174_00084	CDS	654				hypothetical protein
PQ335173_PQ335174_00085	CDS	942				hypothetical protein
PQ335173_PQ335174_00086	CDS	972				hypothetical protein
PQ335173_PQ335174_00087	CDS	189				hypothetical protein
PQ335173_PQ335174_00088	CDS	1158				hypothetical protein
PQ335173_PQ335174_00089	CDS	171				hypothetical protein
PQ335173_PQ335174_00090	CDS	357				hypothetical protein
PQ335173_PQ335174_00091	CDS	264				hypothetical protein
PQ335173_PQ335174_00092	CDS	702				hypothetical protein
PQ335173_PQ335174_00093	CDS	1071				hypothetical protein
PQ335173_PQ335174_00094	CDS	936				hypothetical protein
PQ335173_PQ335174_00095	CDS	369				hypothetical protein
PQ335173_PQ335174_00096	CDS	672				hypothetical protein
PQ335173_PQ335174_00097	CDS	1206				hypothetical protein
PQ335173_PQ335174_00098	CDS	1188				hypothetical protein
PQ335173_PQ335174_00099	CDS	921				hypothetical protein
PQ335173_PQ335174_00100	CDS	1293				hypothetical protein
PQ335173_PQ335174_00101	CDS	1173				hypothetical protein
PQ335173_PQ335174_00102	CDS	801				hypothetical protein
PQ335173_PQ335174_00103	CDS	201				hypothetical protein
PQ335173_PQ335174_00104	CDS	441				hypothetical protein
PQ335173_PQ335174_00105	CDS	924				hypothetical protein
PQ335173_PQ335174_00106	CDS	285				hypothetical protein
PQ335173_PQ335174_00107	CDS	3489				hypothetical protein
PQ335173_PQ335174_00108	CDS	234				hypothetical protein
PQ335173_PQ335174_00109	CDS	591				hypothetical protein
PQ335173_PQ335174_00110	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
PQ335173_PQ335174_00111	CDS	1149				hypothetical protein
PQ335173_PQ335174_00112	CDS	945		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
PQ335173_PQ335174_00113	CDS	846				hypothetical protein
