locus_tag	ftype	length_bp	gene	EC_number	COG	product
MN803438_00001	CDS	1284				hypothetical protein
MN803438_00002	CDS	285				hypothetical protein
MN803438_00003	CDS	387				hypothetical protein
MN803438_00004	CDS	234				hypothetical protein
MN803438_00005	CDS	861		2.1.1.45		Thymidylate synthase
MN803438_00006	CDS	285				hypothetical protein
MN803438_00007	CDS	495				hypothetical protein
MN803438_00008	CDS	1821				hypothetical protein
MN803438_00009	CDS	99				hypothetical protein
MN803438_00010	CDS	1023				hypothetical protein
MN803438_00011	CDS	870				hypothetical protein
MN803438_00012	CDS	1572				hypothetical protein
MN803438_00013	CDS	3051				hypothetical protein
MN803438_00014	CDS	576				hypothetical protein
MN803438_00015	CDS	348				hypothetical protein
MN803438_00016	CDS	198				hypothetical protein
MN803438_00017	CDS	507				hypothetical protein
MN803438_00018	CDS	435				hypothetical protein
MN803438_00019	CDS	429				hypothetical protein
MN803438_00020	CDS	1119				hypothetical protein
MN803438_00021	CDS	1281				hypothetical protein
MN803438_00022	CDS	861	SERP2			Serine proteinase inhibitor 2
MN803438_00023	CDS	1380	MCP			Major capsid protein
MN803438_00024	CDS	1125				hypothetical protein
MN803438_00025	CDS	234				hypothetical protein
MN803438_00026	CDS	672				hypothetical protein
MN803438_00027	CDS	963				hypothetical protein
MN803438_00028	CDS	732				hypothetical protein
MN803438_00029	CDS	273				hypothetical protein
MN803438_00030	CDS	1365				hypothetical protein
MN803438_00031	CDS	192				hypothetical protein
MN803438_00032	CDS	324				hypothetical protein
MN803438_00033	CDS	648				hypothetical protein
MN803438_00034	CDS	1323				hypothetical protein
MN803438_00035	CDS	591				hypothetical protein
MN803438_00036	CDS	444				hypothetical protein
MN803438_00037	CDS	612				hypothetical protein
MN803438_00038	CDS	981				hypothetical protein
MN803438_00039	CDS	987				G-protein coupled receptor US28
MN803438_00040	CDS	507				hypothetical protein
MN803438_00041	CDS	174				hypothetical protein
MN803438_00042	CDS	570				hypothetical protein
MN803438_00043	CDS	303				hypothetical protein
MN803438_00044	CDS	561				hypothetical protein
MN803438_00045	CDS	531				hypothetical protein
MN803438_00046	CDS	408				hypothetical protein
MN803438_00047	CDS	996				hypothetical protein
MN803438_00048	CDS	1455				hypothetical protein
MN803438_00049	CDS	2838				hypothetical protein
MN803438_00050	CDS	987				hypothetical protein
MN803438_00051	CDS	2598				hypothetical protein
MN803438_00052	CDS	1059				hypothetical protein
MN803438_00053	CDS	1278				hypothetical protein
MN803438_00054	CDS	687				hypothetical protein
MN803438_00055	CDS	120				hypothetical protein
MN803438_00056	CDS	1083				hypothetical protein
MN803438_00057	CDS	921				hypothetical protein
MN803438_00058	CDS	537				hypothetical protein
MN803438_00059	CDS	426				hypothetical protein
MN803438_00060	CDS	414				hypothetical protein
MN803438_00061	CDS	876				hypothetical protein
MN803438_00062	CDS	561				hypothetical protein
MN803438_00063	CDS	615				hypothetical protein
MN803438_00064	CDS	1185				hypothetical protein
MN803438_00065	CDS	705				hypothetical protein
MN803438_00066	CDS	351				hypothetical protein
MN803438_00067	CDS	1026				hypothetical protein
MN803438_00068	CDS	240				hypothetical protein
MN803438_00069	CDS	339				hypothetical protein
MN803438_00070	CDS	735				hypothetical protein
MN803438_00071	CDS	876				hypothetical protein
MN803438_00072	CDS	333				hypothetical protein
MN803438_00073	CDS	843				hypothetical protein
MN803438_00074	CDS	384				hypothetical protein
MN803438_00075	CDS	525				hypothetical protein
MN803438_00076	CDS	1050				hypothetical protein
MN803438_00077	CDS	438				hypothetical protein
MN803438_00078	CDS	969				hypothetical protein
MN803438_00079	CDS	276				hypothetical protein
MN803438_00080	CDS	474				hypothetical protein
MN803438_00081	CDS	972				G-protein coupled receptor US28
MN803438_00082	CDS	873				hypothetical protein
MN803438_00083	CDS	936				hypothetical protein
MN803438_00084	CDS	135				hypothetical protein
MN803438_00085	CDS	1434				hypothetical protein
MN803438_00086	CDS	363				hypothetical protein
MN803438_00087	CDS	525				hypothetical protein
MN803438_00088	CDS	378				hypothetical protein
MN803438_00089	CDS	549				hypothetical protein
MN803438_00090	CDS	390				hypothetical protein
MN803438_00091	CDS	408				hypothetical protein
MN803438_00092	CDS	468				hypothetical protein
MN803438_00093	CDS	984				hypothetical protein
MN803438_00094	CDS	1533				hypothetical protein
MN803438_00095	CDS	471				hypothetical protein
MN803438_00096	CDS	939				hypothetical protein
MN803438_00097	CDS	498				hypothetical protein
MN803438_00098	CDS	1005				hypothetical protein
MN803438_00099	CDS	477				hypothetical protein
MN803438_00100	CDS	156				hypothetical protein
MN803438_00101	CDS	1371				hypothetical protein
MN803438_00102	CDS	366				hypothetical protein
MN803438_00103	CDS	1203				hypothetical protein
MN803438_00104	CDS	2808				hypothetical protein
MN803438_00105	CDS	1644	I4L	1.17.4.1		Ribonucleoside-diphosphate reductase large subunit
MN803438_00106	CDS	1071				hypothetical protein
MN803438_00107	CDS	2277				hypothetical protein
MN803438_00108	CDS	600				hypothetical protein
MN803438_00109	CDS	1170				hypothetical protein
MN803438_00110	CDS	1875				hypothetical protein
MN803438_00111	CDS	393				hypothetical protein
MN803438_00112	CDS	1440				hypothetical protein
MN803438_00113	CDS	1395				hypothetical protein
MN803438_00114	CDS	228				hypothetical protein
MN803438_00115	CDS	738				hypothetical protein
MN803438_00116	CDS	918				hypothetical protein
MN803438_00117	CDS	126				hypothetical protein
MN803438_00118	CDS	342				hypothetical protein
MN803438_00119	CDS	129				hypothetical protein
MN803438_00120	CDS	1452				hypothetical protein
MN803438_00121	CDS	525				hypothetical protein
MN803438_00122	CDS	756				hypothetical protein
MN803438_00123	CDS	300				hypothetical protein
MN803438_00124	CDS	3585				hypothetical protein
MN803438_00125	CDS	1200				hypothetical protein
MN803438_00126	CDS	750				hypothetical protein
MN803438_00127	CDS	924				hypothetical protein
MN803438_00128	CDS	2805				hypothetical protein
MN803438_00129	CDS	393				hypothetical protein
MN803438_00130	CDS	2064				hypothetical protein
MN803438_00131	CDS	213				hypothetical protein
MN803438_00132	CDS	558				hypothetical protein
MN803438_00133	CDS	339				hypothetical protein
MN803438_00134	CDS	180				hypothetical protein
MN803438_00135	CDS	477				hypothetical protein
MN803438_00136	CDS	357				hypothetical protein
MN803438_00137	CDS	1278				hypothetical protein
MN803438_00138	CDS	111				hypothetical protein
MN803438_00139	CDS	462				hypothetical protein
MN803438_00140	CDS	732				hypothetical protein
MN803438_00141	CDS	669				hypothetical protein
MN803438_00142	CDS	3264				hypothetical protein
MN803438_00143	CDS	315				hypothetical protein
MN803438_00144	CDS	1788				hypothetical protein
MN803438_00145	CDS	894				hypothetical protein
