locus_tag	ftype	length_bp	gene	EC_number	COG	product
AY532606.1_00001	CDS	966				hypothetical protein
AY532606.1_00002	CDS	306				hypothetical protein
AY532606.1_00003	CDS	504				hypothetical protein
AY532606.1_00004	CDS	570				hypothetical protein
AY532606.1_00005	CDS	306				hypothetical protein
AY532606.1_00006	CDS	1362	MCP			Major capsid protein
AY532606.1_00007	CDS	1458				hypothetical protein
AY532606.1_00008	CDS	1548				hypothetical protein
AY532606.1_00009	CDS	219				hypothetical protein
AY532606.1_00010	CDS	243				hypothetical protein
AY532606.1_00011	CDS	393				hypothetical protein
AY532606.1_00012	CDS	261				hypothetical protein
AY532606.1_00013	CDS	333				hypothetical protein
AY532606.1_00014	CDS	1398				hypothetical protein
AY532606.1_00015	CDS	294				hypothetical protein
AY532606.1_00016	CDS	957				hypothetical protein
AY532606.1_00017	CDS	792				hypothetical protein
AY532606.1_00018	CDS	588				hypothetical protein
AY532606.1_00019	CDS	339				hypothetical protein
AY532606.1_00020	CDS	2847				hypothetical protein
AY532606.1_00021	CDS	534				hypothetical protein
AY532606.1_00022	CDS	1611				hypothetical protein
AY532606.1_00023	CDS	2418				hypothetical protein
	CRISPR	188				
AY532606.1_00024	CDS	186				hypothetical protein
AY532606.1_00025	CDS	153				hypothetical protein
AY532606.1_00026	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
AY532606.1_00027	CDS	384				hypothetical protein
AY532606.1_00028	CDS	276				hypothetical protein
AY532606.1_00029	CDS	897				hypothetical protein
AY532606.1_00030	CDS	3507				hypothetical protein
AY532606.1_00031	CDS	258				hypothetical protein
AY532606.1_00032	CDS	585				hypothetical protein
AY532606.1_00033	CDS	576				hypothetical protein
AY532606.1_00034	CDS	903				hypothetical protein
AY532606.1_00035	CDS	3162				hypothetical protein
AY532606.1_00036	CDS	1134				hypothetical protein
AY532606.1_00037	CDS	1023				hypothetical protein
AY532606.1_00038	CDS	1110				hypothetical protein
AY532606.1_00039	CDS	1473				hypothetical protein
AY532606.1_00040	CDS	534				hypothetical protein
AY532606.1_00041	CDS	171				hypothetical protein
AY532606.1_00042	CDS	1146				hypothetical protein
AY532606.1_00043	CDS	1293				hypothetical protein
AY532606.1_00044	CDS	618				hypothetical protein
AY532606.1_00045	CDS	801				hypothetical protein
AY532606.1_00046	CDS	915				hypothetical protein
AY532606.1_00047	CDS	684				hypothetical protein
AY532606.1_00048	CDS	243				hypothetical protein
AY532606.1_00049	CDS	210				hypothetical protein
AY532606.1_00050	CDS	210				hypothetical protein
AY532606.1_00051	CDS	171				hypothetical protein
AY532606.1_00052	CDS	429				hypothetical protein
AY532606.1_00053	CDS	453				hypothetical protein
AY532606.1_00054	CDS	192				hypothetical protein
AY532606.1_00055	CDS	945				hypothetical protein
AY532606.1_00056	CDS	942				hypothetical protein
AY532606.1_00057	CDS	648				hypothetical protein
AY532606.1_00058	CDS	261				hypothetical protein
AY532606.1_00059	CDS	513				hypothetical protein
AY532606.1_00060	CDS	111				hypothetical protein
