locus_tag	ftype	length_bp	gene	EC_number	COG	product
AY779031_00001	CDS	1077				hypothetical protein
AY779031_00002	CDS	456				hypothetical protein
AY779031_00003	CDS	294				hypothetical protein
AY779031_00004	CDS	630				hypothetical protein
AY779031_00005	CDS	570				hypothetical protein
AY779031_00006	CDS	306				hypothetical protein
AY779031_00007	CDS	1362	MCP			Major capsid protein
AY779031_00008	CDS	1458				hypothetical protein
AY779031_00009	CDS	1551				hypothetical protein
AY779031_00010	CDS	219				hypothetical protein
AY779031_00011	CDS	243				hypothetical protein
AY779031_00012	CDS	393				hypothetical protein
AY779031_00013	CDS	261				hypothetical protein
AY779031_00014	CDS	333				hypothetical protein
AY779031_00015	CDS	999				hypothetical protein
AY779031_00016	CDS	399				hypothetical protein
AY779031_00017	CDS	294				hypothetical protein
AY779031_00018	CDS	957				hypothetical protein
AY779031_00019	CDS	588				hypothetical protein
AY779031_00020	CDS	333				hypothetical protein
AY779031_00021	CDS	237				hypothetical protein
AY779031_00022	CDS	210				hypothetical protein
AY779031_00023	CDS	2844				hypothetical protein
AY779031_00024	CDS	534				hypothetical protein
AY779031_00025	CDS	1620				hypothetical protein
AY779031_00026	CDS	351				hypothetical protein
AY779031_00027	CDS	1089				hypothetical protein
AY779031_00028	CDS	186				hypothetical protein
AY779031_00029	CDS	378				hypothetical protein
AY779031_00030	CDS	189				hypothetical protein
AY779031_00031	CDS	768				hypothetical protein
AY779031_00032	CDS	324				hypothetical protein
AY779031_00033	CDS	870				hypothetical protein
AY779031_00034	CDS	3480				hypothetical protein
AY779031_00035	CDS	222				hypothetical protein
AY779031_00036	CDS	603				hypothetical protein
AY779031_00037	CDS	567				hypothetical protein
AY779031_00038	CDS	903				hypothetical protein
AY779031_00039	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
AY779031_00040	CDS	1140				hypothetical protein
AY779031_00041	CDS	1026				hypothetical protein
AY779031_00042	CDS	1350				hypothetical protein
AY779031_00043	CDS	1440				hypothetical protein
AY779031_00044	CDS	879				hypothetical protein
AY779031_00045	CDS	1149				hypothetical protein
AY779031_00046	CDS	468				hypothetical protein
AY779031_00047	CDS	720				hypothetical protein
AY779031_00048	CDS	324				hypothetical protein
AY779031_00049	CDS	363				hypothetical protein
AY779031_00050	CDS	801				hypothetical protein
AY779031_00051	CDS	819				hypothetical protein
AY779031_00052	CDS	684				hypothetical protein
AY779031_00053	CDS	264				hypothetical protein
AY779031_00054	CDS	354				hypothetical protein
AY779031_00055	CDS	171				hypothetical protein
AY779031_00056	CDS	429				hypothetical protein
AY779031_00057	CDS	453				hypothetical protein
AY779031_00058	CDS	216				hypothetical protein
AY779031_00059	CDS	945				hypothetical protein
AY779031_00060	CDS	942				hypothetical protein
AY779031_00061	CDS	648				hypothetical protein
AY779031_00062	CDS	261				hypothetical protein
AY779031_00063	CDS	291				hypothetical protein
AY779031_00064	CDS	420				hypothetical protein
AY779031_00065	CDS	723				hypothetical protein
AY779031_00066	CDS	3645				hypothetical protein
AY779031_00067	CDS	369				hypothetical protein
AY779031_00068	CDS	2607				hypothetical protein
AY779031_00069	CDS	1473				hypothetical protein
AY779031_00070	CDS	189				hypothetical protein
AY779031_00071	CDS	222				hypothetical protein
AY779031_00072	CDS	1044				hypothetical protein
AY779031_00073	CDS	582				hypothetical protein
AY779031_00074	CDS	339				hypothetical protein
AY779031_00075	CDS	147				hypothetical protein
AY779031_00076	CDS	981				hypothetical protein
AY779031_00077	CDS	732				hypothetical protein
AY779031_00078	CDS	165				hypothetical protein
AY779031_00079	CDS	354				hypothetical protein
AY779031_00080	CDS	1611				hypothetical protein
AY779031_00081	CDS	420				hypothetical protein
AY779031_00082	CDS	270				hypothetical protein
AY779031_00083	CDS	327				hypothetical protein
AY779031_00084	CDS	1215				hypothetical protein
AY779031_00085	CDS	1335				hypothetical protein
AY779031_00086	CDS	465				hypothetical protein
AY779031_00087	CDS	222				hypothetical protein
AY779031_00088	CDS	477				hypothetical protein
AY779031_00089	CDS	498				hypothetical protein
AY779031_00090	CDS	1107				hypothetical protein
AY779031_00091	CDS	360				hypothetical protein
AY779031_00092	CDS	1305				hypothetical protein
AY779031_00093	CDS	534				hypothetical protein
AY779031_00094	CDS	468				hypothetical protein
AY779031_00095	CDS	771				hypothetical protein
AY779031_00096	CDS	414				hypothetical protein
AY779031_00097	CDS	1572				hypothetical protein
AY779031_00098	CDS	1011				hypothetical protein
AY779031_00099	CDS	171				hypothetical protein
AY779031_00100	CDS	927				hypothetical protein
AY779031_00101	CDS	501				hypothetical protein
AY779031_00102	CDS	1164				hypothetical protein
AY779031_00103	CDS	369				hypothetical protein
AY779031_00104	CDS	456				hypothetical protein
AY779031_00105	CDS	240				hypothetical protein
AY779031_00106	CDS	546				hypothetical protein
AY779031_00107	CDS	345				hypothetical protein
AY779031_00108	CDS	159				hypothetical protein
AY779031_00109	CDS	192				hypothetical protein
AY779031_00110	CDS	363				hypothetical protein
AY779031_00111	CDS	135				hypothetical protein
AY779031_00112	CDS	126				hypothetical protein
AY779031_00113	CDS	291				hypothetical protein
AY779031_00114	CDS	720				hypothetical protein
AY779031_00115	CDS	621				hypothetical protein
AY779031_00116	CDS	2766				hypothetical protein
AY779031_00117	CDS	156				hypothetical protein
AY779031_00118	CDS	891				hypothetical protein
AY779031_00119	CDS	744				hypothetical protein
AY779031_00120	CDS	504				hypothetical protein
AY779031_00121	CDS	2583				hypothetical protein
AY779031_00122	CDS	1011				hypothetical protein
AY779031_00123	CDS	336				hypothetical protein
AY779031_00124	CDS	819				hypothetical protein
AY779031_00125	CDS	675				hypothetical protein
AY779031_00126	CDS	270				hypothetical protein
AY779031_00127	CDS	1314				hypothetical protein
AY779031_00128	CDS	288				hypothetical protein
AY779031_00129	CDS	720				hypothetical protein
AY779031_00130	CDS	126				hypothetical protein
AY779031_00131	CDS	258				hypothetical protein
