locus_tag	ftype	length_bp	gene	EC_number	COG	product
L63545.1_00001	CDS	360				hypothetical protein
L63545.1_00002	CDS	747				hypothetical protein
L63545.1_00003	CDS	687				hypothetical protein
L63545.1_00004	CDS	495				hypothetical protein
L63545.1_00005	CDS	1554				hypothetical protein
L63545.1_00006	CDS	975				hypothetical protein
L63545.1_00007	CDS	3600				hypothetical protein
L63545.1_00008	CDS	1008				hypothetical protein
L63545.1_00009	CDS	489				hypothetical protein
L63545.1_00010	CDS	633				hypothetical protein
L63545.1_00011	CDS	99				hypothetical protein
L63545.1_00012	CDS	444				hypothetical protein
L63545.1_00013	CDS	3075	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
L63545.1_00014	CDS	360				hypothetical protein
L63545.1_00015	CDS	1137				hypothetical protein
L63545.1_00016	CDS	288				hypothetical protein
L63545.1_00017	CDS	306				hypothetical protein
L63545.1_00018	CDS	387				hypothetical protein
L63545.1_00019	CDS	447				hypothetical protein
L63545.1_00020	CDS	279				hypothetical protein
L63545.1_00021	CDS	1755				hypothetical protein
L63545.1_00022	CDS	357				hypothetical protein
L63545.1_00023	CDS	1293				hypothetical protein
L63545.1_00024	CDS	1125				hypothetical protein
L63545.1_00025	CDS	1869				hypothetical protein
L63545.1_00026	CDS	507				hypothetical protein
L63545.1_00027	CDS	168				hypothetical protein
L63545.1_00028	CDS	228				hypothetical protein
L63545.1_00029	CDS	768				hypothetical protein
L63545.1_00030	CDS	735				hypothetical protein
L63545.1_00031	CDS	507				hypothetical protein
L63545.1_00032	CDS	462				hypothetical protein
L63545.1_00033	CDS	936				hypothetical protein
L63545.1_00034	CDS	366				hypothetical protein
L63545.1_00035	CDS	1380				hypothetical protein
L63545.1_00036	CDS	537				hypothetical protein
L63545.1_00037	CDS	615				hypothetical protein
L63545.1_00038	CDS	402				hypothetical protein
L63545.1_00039	CDS	435				hypothetical protein
L63545.1_00040	CDS	723				hypothetical protein
L63545.1_00041	CDS	1293				hypothetical protein
L63545.1_00042	CDS	1560				hypothetical protein
L63545.1_00043	CDS	531				hypothetical protein
L63545.1_00044	CDS	381				hypothetical protein
L63545.1_00045	CDS	597				hypothetical protein
L63545.1_00046	CDS	213				hypothetical protein
L63545.1_00047	CDS	1515				hypothetical protein
L63545.1_00048	CDS	450				hypothetical protein
L63545.1_00049	CDS	405				hypothetical protein
L63545.1_00050	CDS	1194				hypothetical protein
L63545.1_00051	CDS	2592				hypothetical protein
L63545.1_00052	CDS	246				hypothetical protein
L63545.1_00053	CDS	1101				hypothetical protein
L63545.1_00054	CDS	438				hypothetical protein
L63545.1_00055	CDS	945				hypothetical protein
L63545.1_00056	CDS	888				hypothetical protein
L63545.1_00057	CDS	1032				hypothetical protein
L63545.1_00058	CDS	603				hypothetical protein
L63545.1_00059	CDS	1020				hypothetical protein
L63545.1_00060	CDS	321				hypothetical protein
L63545.1_00061	CDS	168				hypothetical protein
L63545.1_00062	CDS	393				hypothetical protein
L63545.1_00063	CDS	498				hypothetical protein
L63545.1_00064	CDS	123				hypothetical protein
L63545.1_00065	CDS	108				hypothetical protein
L63545.1_00066	CDS	714				hypothetical protein
L63545.1_00067	CDS	243				hypothetical protein
L63545.1_00068	CDS	2625				hypothetical protein
L63545.1_00069	CDS	2835				hypothetical protein
L63545.1_00070	CDS	363				hypothetical protein
L63545.1_00071	CDS	2799				hypothetical protein
L63545.1_00072	CDS	588				hypothetical protein
L63545.1_00073	CDS	756				hypothetical protein
L63545.1_00074	CDS	666				hypothetical protein
L63545.1_00075	CDS	390				hypothetical protein
L63545.1_00076	CDS	1404				hypothetical protein
L63545.1_00077	CDS	318				hypothetical protein
L63545.1_00078	CDS	531				hypothetical protein
L63545.1_00079	CDS	1380	MCP			Major capsid protein
L63545.1_00080	CDS	525				hypothetical protein
L63545.1_00081	CDS	516				hypothetical protein
L63545.1_00082	CDS	654				hypothetical protein
L63545.1_00083	CDS	108				hypothetical protein
L63545.1_00084	CDS	483				hypothetical protein
L63545.1_00085	CDS	1020				hypothetical protein
L63545.1_00086	CDS	909				hypothetical protein
L63545.1_00087	CDS	786				hypothetical protein
L63545.1_00088	CDS	1467				hypothetical protein
L63545.1_00089	CDS	129				hypothetical protein
L63545.1_00090	CDS	1035				hypothetical protein
L63545.1_00091	CDS	1332				hypothetical protein
L63545.1_00092	CDS	756				hypothetical protein
L63545.1_00093	CDS	3258				hypothetical protein
L63545.1_00094	CDS	801				hypothetical protein
L63545.1_00095	CDS	339				hypothetical protein
L63545.1_00096	CDS	204				hypothetical protein
L63545.1_00097	CDS	1338				hypothetical protein
L63545.1_00098	CDS	270				hypothetical protein
L63545.1_00099	CDS	201				hypothetical protein
L63545.1_00100	CDS	1644		1.17.4.1		Ribonucleoside-diphosphate reductase large subunit
L63545.1_00101	CDS	705				hypothetical protein
L63545.1_00102	CDS	1398				hypothetical protein
L63545.1_00103	CDS	354				hypothetical protein
L63545.1_00104	CDS	447				hypothetical protein
L63545.1_00105	CDS	531				hypothetical protein
L63545.1_00106	CDS	561				hypothetical protein
L63545.1_00107	CDS	1755				hypothetical protein
L63545.1_00108	CDS	1002				hypothetical protein
L63545.1_00109	CDS	675				hypothetical protein
L63545.1_00110	CDS	402				hypothetical protein
