locus_tag	ftype	length_bp	gene	EC_number	COG	product
OR536350_00001	CDS	324				hypothetical protein
OR536350_00002	CDS	897				hypothetical protein
OR536350_00003	CDS	3507				hypothetical protein
OR536350_00004	CDS	204				hypothetical protein
OR536350_00005	CDS	603				hypothetical protein
OR536350_00006	CDS	567				hypothetical protein
OR536350_00007	CDS	903				hypothetical protein
OR536350_00008	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
OR536350_00009	CDS	1149				hypothetical protein
OR536350_00010	CDS	1026				hypothetical protein
OR536350_00011	CDS	1353				hypothetical protein
OR536350_00012	CDS	1437				hypothetical protein
OR536350_00013	CDS	873				hypothetical protein
OR536350_00014	CDS	1140				hypothetical protein
OR536350_00015	CDS	1293				hypothetical protein
OR536350_00016	CDS	594				hypothetical protein
OR536350_00017	CDS	363				hypothetical protein
OR536350_00018	CDS	801				hypothetical protein
OR536350_00019	CDS	915				hypothetical protein
OR536350_00020	CDS	684				hypothetical protein
OR536350_00021	CDS	249				hypothetical protein
OR536350_00022	CDS	210				hypothetical protein
OR536350_00023	CDS	345				hypothetical protein
OR536350_00024	CDS	171				hypothetical protein
OR536350_00025	CDS	429				hypothetical protein
OR536350_00026	CDS	453				hypothetical protein
OR536350_00027	CDS	192				hypothetical protein
OR536350_00028	CDS	927				hypothetical protein
OR536350_00029	CDS	927				hypothetical protein
OR536350_00030	CDS	648				hypothetical protein
OR536350_00031	CDS	261				hypothetical protein
OR536350_00032	CDS	300				hypothetical protein
OR536350_00033	CDS	291				hypothetical protein
OR536350_00034	CDS	168				hypothetical protein
OR536350_00035	CDS	684				hypothetical protein
OR536350_00036	CDS	3324				hypothetical protein
OR536350_00037	CDS	369				hypothetical protein
OR536350_00038	CDS	2649				hypothetical protein
OR536350_00039	CDS	1476				hypothetical protein
OR536350_00040	CDS	462				hypothetical protein
OR536350_00041	CDS	918				hypothetical protein
OR536350_00042	CDS	141				hypothetical protein
OR536350_00043	CDS	585				hypothetical protein
OR536350_00044	CDS	1434				hypothetical protein
OR536350_00045	CDS	666				hypothetical protein
OR536350_00046	CDS	477				hypothetical protein
OR536350_00047	CDS	1611				hypothetical protein
OR536350_00048	CDS	420				hypothetical protein
OR536350_00049	CDS	1011				hypothetical protein
OR536350_00050	CDS	267				hypothetical protein
OR536350_00051	CDS	2973				hypothetical protein
OR536350_00052	CDS	1335				hypothetical protein
OR536350_00053	CDS	465				hypothetical protein
OR536350_00054	CDS	222				hypothetical protein
OR536350_00055	CDS	498				hypothetical protein
OR536350_00056	CDS	1107				hypothetical protein
OR536350_00057	CDS	360				hypothetical protein
OR536350_00058	CDS	105				hypothetical protein
OR536350_00059	CDS	1356				hypothetical protein
OR536350_00060	CDS	603				hypothetical protein
OR536350_00061	CDS	408				hypothetical protein
OR536350_00062	CDS	771				hypothetical protein
OR536350_00063	CDS	414				hypothetical protein
OR536350_00064	CDS	1557				hypothetical protein
OR536350_00065	CDS	963				hypothetical protein
OR536350_00066	CDS	171				hypothetical protein
OR536350_00067	CDS	789				hypothetical protein
OR536350_00068	CDS	1161				hypothetical protein
OR536350_00069	CDS	738				hypothetical protein
OR536350_00070	CDS	492				hypothetical protein
OR536350_00071	CDS	324				hypothetical protein
OR536350_00072	CDS	546				hypothetical protein
OR536350_00073	CDS	516				hypothetical protein
OR536350_00074	CDS	1443				hypothetical protein
OR536350_00075	CDS	402				hypothetical protein
OR536350_00076	CDS	777				hypothetical protein
OR536350_00077	CDS	366				hypothetical protein
OR536350_00078	CDS	96				hypothetical protein
OR536350_00079	CDS	948				hypothetical protein
OR536350_00080	CDS	600				hypothetical protein
OR536350_00081	CDS	2766				hypothetical protein
OR536350_00082	CDS	156				hypothetical protein
OR536350_00083	CDS	636				hypothetical protein
OR536350_00084	CDS	744				hypothetical protein
OR536350_00085	CDS	504				hypothetical protein
OR536350_00086	CDS	2583				hypothetical protein
OR536350_00087	CDS	1011				hypothetical protein
OR536350_00088	CDS	1296				hypothetical protein
OR536350_00089	CDS	657				hypothetical protein
OR536350_00090	CDS	261				hypothetical protein
OR536350_00091	CDS	1320				hypothetical protein
OR536350_00092	CDS	288				hypothetical protein
OR536350_00093	CDS	510				hypothetical protein
OR536350_00094	CDS	264				hypothetical protein
OR536350_00095	CDS	720				hypothetical protein
OR536350_00096	CDS	372				hypothetical protein
OR536350_00097	CDS	825				hypothetical protein
OR536350_00098	CDS	1137				hypothetical protein
OR536350_00099	CDS	456				hypothetical protein
OR536350_00100	CDS	306				hypothetical protein
OR536350_00101	CDS	492				hypothetical protein
OR536350_00102	CDS	561				hypothetical protein
OR536350_00103	CDS	306				hypothetical protein
OR536350_00104	CDS	1362	MCP			Major capsid protein
OR536350_00105	CDS	1458				hypothetical protein
OR536350_00106	CDS	1578				hypothetical protein
OR536350_00107	CDS	219				hypothetical protein
OR536350_00108	CDS	243				hypothetical protein
OR536350_00109	CDS	393				hypothetical protein
OR536350_00110	CDS	261				hypothetical protein
OR536350_00111	CDS	333				hypothetical protein
OR536350_00112	CDS	1386				hypothetical protein
OR536350_00113	CDS	294				hypothetical protein
OR536350_00114	CDS	942				hypothetical protein
OR536350_00115	CDS	792				hypothetical protein
OR536350_00116	CDS	588				hypothetical protein
OR536350_00117	CDS	333				hypothetical protein
OR536350_00118	CDS	2847				hypothetical protein
OR536350_00119	CDS	585				hypothetical protein
OR536350_00120	CDS	1500				hypothetical protein
OR536350_00121	CDS	2571				hypothetical protein
OR536350_00122	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
