locus_tag	ftype	length_bp	gene	EC_number	COG	product
NC_003494_00001	CDS	1137				hypothetical protein
NC_003494_00002	CDS	456				hypothetical protein
NC_003494_00003	CDS	306				hypothetical protein
NC_003494_00004	CDS	492				hypothetical protein
NC_003494_00005	CDS	561				hypothetical protein
NC_003494_00006	CDS	306				hypothetical protein
NC_003494_00007	CDS	1362	MCP			Major capsid protein
NC_003494_00008	CDS	1458				hypothetical protein
NC_003494_00009	CDS	1545				hypothetical protein
NC_003494_00010	CDS	219				hypothetical protein
NC_003494_00011	CDS	243				hypothetical protein
NC_003494_00012	CDS	393				hypothetical protein
NC_003494_00013	CDS	261				hypothetical protein
NC_003494_00014	CDS	333				hypothetical protein
NC_003494_00015	CDS	1386				hypothetical protein
NC_003494_00016	CDS	294				hypothetical protein
NC_003494_00017	CDS	942				hypothetical protein
NC_003494_00018	CDS	792				hypothetical protein
NC_003494_00019	CDS	588				hypothetical protein
NC_003494_00020	CDS	333				hypothetical protein
NC_003494_00021	CDS	2847				hypothetical protein
NC_003494_00022	CDS	540				hypothetical protein
NC_003494_00023	CDS	1500				hypothetical protein
NC_003494_00024	CDS	159				hypothetical protein
NC_003494_00025	CDS	309				hypothetical protein
NC_003494_00026	CDS	180				hypothetical protein
NC_003494_00027	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
NC_003494_00028	CDS	348				hypothetical protein
NC_003494_00029	CDS	324				hypothetical protein
NC_003494_00030	CDS	897				hypothetical protein
NC_003494_00031	CDS	3507				hypothetical protein
NC_003494_00032	CDS	204				hypothetical protein
NC_003494_00033	CDS	603				hypothetical protein
NC_003494_00034	CDS	567				hypothetical protein
NC_003494_00035	CDS	903				hypothetical protein
NC_003494_00036	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
NC_003494_00037	CDS	1134				hypothetical protein
NC_003494_00038	CDS	1026				hypothetical protein
NC_003494_00039	CDS	1353				hypothetical protein
NC_003494_00040	CDS	1437				hypothetical protein
NC_003494_00041	CDS	873				hypothetical protein
NC_003494_00042	CDS	1140				hypothetical protein
NC_003494_00043	CDS	1293				hypothetical protein
NC_003494_00044	CDS	594				hypothetical protein
NC_003494_00045	CDS	363				hypothetical protein
NC_003494_00046	CDS	801				hypothetical protein
NC_003494_00047	CDS	915				hypothetical protein
NC_003494_00048	CDS	684				hypothetical protein
NC_003494_00049	CDS	264				hypothetical protein
NC_003494_00050	CDS	345				hypothetical protein
NC_003494_00051	CDS	171				hypothetical protein
NC_003494_00052	CDS	429				hypothetical protein
NC_003494_00053	CDS	453				hypothetical protein
NC_003494_00054	CDS	192				hypothetical protein
NC_003494_00055	CDS	927				hypothetical protein
NC_003494_00056	CDS	927				hypothetical protein
NC_003494_00057	CDS	648				hypothetical protein
NC_003494_00058	CDS	261				hypothetical protein
NC_003494_00059	CDS	300				hypothetical protein
NC_003494_00060	CDS	666				hypothetical protein
NC_003494_00061	CDS	804				hypothetical protein
NC_003494_00062	CDS	3324				hypothetical protein
NC_003494_00063	CDS	369				hypothetical protein
NC_003494_00064	CDS	2649				hypothetical protein
NC_003494_00065	CDS	1476				hypothetical protein
NC_003494_00066	CDS	189				hypothetical protein
NC_003494_00067	CDS	294				hypothetical protein
NC_003494_00068	CDS	693				hypothetical protein
NC_003494_00069	CDS	585				hypothetical protein
NC_003494_00070	CDS	1434				hypothetical protein
NC_003494_00071	CDS	666				hypothetical protein
NC_003494_00072	CDS	477				hypothetical protein
NC_003494_00073	CDS	1611				hypothetical protein
NC_003494_00074	CDS	1005				hypothetical protein
NC_003494_00075	CDS	420				hypothetical protein
NC_003494_00076	CDS	1014				hypothetical protein
NC_003494_00077	CDS	267				hypothetical protein
NC_003494_00078	CDS	2973				hypothetical protein
NC_003494_00079	CDS	1335				hypothetical protein
NC_003494_00080	CDS	465				hypothetical protein
NC_003494_00081	CDS	222				hypothetical protein
NC_003494_00082	CDS	498				hypothetical protein
NC_003494_00083	CDS	1107				hypothetical protein
NC_003494_00084	CDS	360				hypothetical protein
NC_003494_00085	CDS	105				hypothetical protein
NC_003494_00086	CDS	1356				hypothetical protein
NC_003494_00087	CDS	603				hypothetical protein
NC_003494_00088	CDS	465				hypothetical protein
NC_003494_00089	CDS	771				hypothetical protein
NC_003494_00090	CDS	414				hypothetical protein
NC_003494_00091	CDS	1557				hypothetical protein
NC_003494_00092	CDS	963				hypothetical protein
NC_003494_00093	CDS	162				hypothetical protein
NC_003494_00094	CDS	927				hypothetical protein
NC_003494_00095	CDS	1161				hypothetical protein
NC_003494_00096	CDS	738				hypothetical protein
NC_003494_00097	CDS	456				hypothetical protein
NC_003494_00098	CDS	324				hypothetical protein
NC_003494_00099	CDS	546				hypothetical protein
NC_003494_00100	CDS	516				hypothetical protein
NC_003494_00101	CDS	1443				hypothetical protein
NC_003494_00102	CDS	402				hypothetical protein
NC_003494_00103	CDS	777				hypothetical protein
NC_003494_00104	CDS	366				hypothetical protein
NC_003494_00105	CDS	870				hypothetical protein
NC_003494_00106	CDS	600				hypothetical protein
NC_003494_00107	CDS	2766				hypothetical protein
NC_003494_00108	CDS	156				hypothetical protein
NC_003494_00109	CDS	891				hypothetical protein
NC_003494_00110	CDS	744				hypothetical protein
NC_003494_00111	CDS	504				hypothetical protein
NC_003494_00112	CDS	2583				hypothetical protein
NC_003494_00113	CDS	1011				hypothetical protein
NC_003494_00114	CDS	1392				hypothetical protein
NC_003494_00115	CDS	615				hypothetical protein
NC_003494_00116	CDS	261				hypothetical protein
NC_003494_00117	CDS	1320				hypothetical protein
NC_003494_00118	CDS	288				hypothetical protein
NC_003494_00119	CDS	510				hypothetical protein
NC_003494_00120	CDS	651				hypothetical protein
NC_003494_00121	CDS	720				hypothetical protein
NC_003494_00122	CDS	372				hypothetical protein
NC_003494_00123	CDS	687				hypothetical protein
