locus_tag	ftype	length_bp	gene	EC_number	COG	product
BD143114_00001	CDS	2028				hypothetical protein
BD143114_00002	CDS	1020				hypothetical protein
BD143114_00003	CDS	420				hypothetical protein
BD143114_00004	CDS	1611				hypothetical protein
BD143114_00005	CDS	477				hypothetical protein
BD143114_00006	CDS	732				hypothetical protein
BD143114_00007	CDS	1434				hypothetical protein
BD143114_00008	CDS	582				hypothetical protein
BD143114_00009	CDS	1044				hypothetical protein
BD143114_00010	CDS	222				hypothetical protein
BD143114_00011	CDS	189				hypothetical protein
BD143114_00012	CDS	1473				hypothetical protein
BD143114_00013	CDS	2649				hypothetical protein
BD143114_00014	CDS	369				hypothetical protein
BD143114_00015	CDS	3798				hypothetical protein
BD143114_00016	CDS	804				hypothetical protein
BD143114_00017	CDS	513				hypothetical protein
BD143114_00018	CDS	261				hypothetical protein
BD143114_00019	CDS	648				hypothetical protein
BD143114_00020	CDS	942				hypothetical protein
BD143114_00021	CDS	945				hypothetical protein
BD143114_00022	CDS	171				hypothetical protein
BD143114_00023	CDS	441				hypothetical protein
BD143114_00024	CDS	429				hypothetical protein
BD143114_00025	CDS	171				hypothetical protein
BD143114_00026	CDS	354				hypothetical protein
BD143114_00027	CDS	264				hypothetical protein
BD143114_00028	CDS	684				hypothetical protein
BD143114_00029	CDS	915				hypothetical protein
BD143114_00030	CDS	801				hypothetical protein
BD143114_00031	CDS	363				hypothetical protein
BD143114_00032	CDS	519				hypothetical protein
BD143114_00033	CDS	1293				hypothetical protein
BD143114_00034	CDS	1137				hypothetical protein
BD143114_00035	CDS	879				hypothetical protein
BD143114_00036	CDS	1440				hypothetical protein
BD143114_00037	CDS	1350				hypothetical protein
BD143114_00038	CDS	1026				hypothetical protein
BD143114_00039	CDS	1140				hypothetical protein
BD143114_00040	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
BD143114_00041	CDS	903				hypothetical protein
BD143114_00042	CDS	576				hypothetical protein
BD143114_00043	CDS	450				hypothetical protein
BD143114_00044	CDS	204				hypothetical protein
BD143114_00045	CDS	3507				hypothetical protein
BD143114_00046	CDS	897				hypothetical protein
BD143114_00047	CDS	279				hypothetical protein
BD143114_00048	CDS	435				hypothetical protein
BD143114_00049	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
BD143114_00050	CDS	1290				hypothetical protein
BD143114_00051	CDS	1596				hypothetical protein
BD143114_00052	CDS	534				hypothetical protein
BD143114_00053	CDS	2844				hypothetical protein
BD143114_00054	CDS	210				hypothetical protein
BD143114_00055	CDS	333				hypothetical protein
BD143114_00056	CDS	588				hypothetical protein
BD143114_00057	CDS	792				hypothetical protein
BD143114_00058	CDS	957				hypothetical protein
BD143114_00059	CDS	294				hypothetical protein
BD143114_00060	CDS	1398				hypothetical protein
BD143114_00061	CDS	333				hypothetical protein
BD143114_00062	CDS	261				hypothetical protein
BD143114_00063	CDS	393				hypothetical protein
BD143114_00064	CDS	243				hypothetical protein
BD143114_00065	CDS	219				hypothetical protein
BD143114_00066	CDS	1551				hypothetical protein
BD143114_00067	CDS	1458				hypothetical protein
BD143114_00068	CDS	1362	MCP			Major capsid protein
BD143114_00069	CDS	306				hypothetical protein
BD143114_00070	CDS	570				hypothetical protein
BD143114_00071	CDS	783				hypothetical protein
BD143114_00072	CDS	468				hypothetical protein
BD143114_00073	CDS	1077				hypothetical protein
BD143114_00074	CDS	138				hypothetical protein
BD143114_00075	CDS	717				hypothetical protein
BD143114_00076	CDS	381				hypothetical protein
BD143114_00077	CDS	720				hypothetical protein
BD143114_00078	CDS	456				hypothetical protein
BD143114_00079	CDS	507				hypothetical protein
BD143114_00080	CDS	288				hypothetical protein
BD143114_00081	CDS	1314				hypothetical protein
BD143114_00082	CDS	288				hypothetical protein
BD143114_00083	CDS	675				hypothetical protein
BD143114_00084	CDS	1368				hypothetical protein
BD143114_00085	CDS	1011				hypothetical protein
BD143114_00086	CDS	288				hypothetical protein
BD143114_00087	CDS	2583				hypothetical protein
BD143114_00088	CDS	504				hypothetical protein
BD143114_00089	CDS	744				hypothetical protein
BD143114_00090	CDS	897				hypothetical protein
BD143114_00091	CDS	156				hypothetical protein
BD143114_00092	CDS	2763				hypothetical protein
BD143114_00093	CDS	621				hypothetical protein
BD143114_00094	CDS	873				hypothetical protein
BD143114_00095	CDS	966				hypothetical protein
BD143114_00096	CDS	372				hypothetical protein
BD143114_00097	CDS	777				hypothetical protein
BD143114_00098	CDS	414				hypothetical protein
BD143114_00099	CDS	1446				hypothetical protein
BD143114_00100	CDS	516				hypothetical protein
BD143114_00101	CDS	570				hypothetical protein
BD143114_00102	CDS	324				hypothetical protein
BD143114_00103	CDS	492				hypothetical protein
BD143114_00104	CDS	738				hypothetical protein
BD143114_00105	CDS	1164				hypothetical protein
BD143114_00106	CDS	501				hypothetical protein
BD143114_00107	CDS	927				hypothetical protein
BD143114_00108	CDS	171				hypothetical protein
BD143114_00109	CDS	987				hypothetical protein
BD143114_00110	CDS	891				hypothetical protein
BD143114_00111	CDS	549				hypothetical protein
BD143114_00112	CDS	414				hypothetical protein
BD143114_00113	CDS	771				hypothetical protein
BD143114_00114	CDS	408				hypothetical protein
BD143114_00115	CDS	534				hypothetical protein
BD143114_00116	CDS	1305				hypothetical protein
BD143114_00117	CDS	360				hypothetical protein
BD143114_00118	CDS	1125				hypothetical protein
BD143114_00119	CDS	498				hypothetical protein
BD143114_00120	CDS	477				hypothetical protein
BD143114_00121	CDS	222				hypothetical protein
BD143114_00122	CDS	465				hypothetical protein
BD143114_00123	CDS	1335				hypothetical protein
