locus_tag	ftype	length_bp	gene	EC_number	COG	product
ON212400_00001	CDS	1137				hypothetical protein
ON212400_00002	CDS	456				hypothetical protein
ON212400_00003	CDS	306				hypothetical protein
ON212400_00004	CDS	492				hypothetical protein
ON212400_00005	CDS	561				hypothetical protein
ON212400_00006	CDS	306				hypothetical protein
ON212400_00007	CDS	1362	MCP			Major capsid protein
ON212400_00008	CDS	1458				hypothetical protein
ON212400_00009	CDS	1545				hypothetical protein
ON212400_00010	CDS	219				hypothetical protein
ON212400_00011	CDS	243				hypothetical protein
ON212400_00012	CDS	393				hypothetical protein
ON212400_00013	CDS	261				hypothetical protein
ON212400_00014	CDS	333				hypothetical protein
ON212400_00015	CDS	1386				hypothetical protein
ON212400_00016	CDS	294				hypothetical protein
ON212400_00017	CDS	942				hypothetical protein
ON212400_00018	CDS	792				hypothetical protein
ON212400_00019	CDS	588				hypothetical protein
ON212400_00020	CDS	333				hypothetical protein
ON212400_00021	CDS	2847				hypothetical protein
ON212400_00022	CDS	540				hypothetical protein
ON212400_00023	CDS	1500				hypothetical protein
ON212400_00024	CDS	216				hypothetical protein
ON212400_00025	CDS	159				hypothetical protein
ON212400_00026	CDS	666				hypothetical protein
ON212400_00027	CDS	264				hypothetical protein
ON212400_00028	CDS	180				hypothetical protein
ON212400_00029	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
ON212400_00030	CDS	483				hypothetical protein
ON212400_00031	CDS	324				hypothetical protein
ON212400_00032	CDS	897				hypothetical protein
ON212400_00033	CDS	3507				hypothetical protein
ON212400_00034	CDS	204				hypothetical protein
ON212400_00035	CDS	603				hypothetical protein
ON212400_00036	CDS	567				hypothetical protein
ON212400_00037	CDS	903				hypothetical protein
ON212400_00038	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
ON212400_00039	CDS	1134				hypothetical protein
ON212400_00040	CDS	1026				hypothetical protein
ON212400_00041	CDS	1353				hypothetical protein
ON212400_00042	CDS	1437				hypothetical protein
ON212400_00043	CDS	873				hypothetical protein
ON212400_00044	CDS	1140				hypothetical protein
ON212400_00045	CDS	1293				hypothetical protein
ON212400_00046	CDS	594				hypothetical protein
ON212400_00047	CDS	363				hypothetical protein
ON212400_00048	CDS	801				hypothetical protein
ON212400_00049	CDS	915				hypothetical protein
ON212400_00050	CDS	684				hypothetical protein
ON212400_00051	CDS	264				hypothetical protein
ON212400_00052	CDS	345				hypothetical protein
ON212400_00053	CDS	171				hypothetical protein
ON212400_00054	CDS	429				hypothetical protein
ON212400_00055	CDS	453				hypothetical protein
ON212400_00056	CDS	192				hypothetical protein
ON212400_00057	CDS	927				hypothetical protein
ON212400_00058	CDS	927				hypothetical protein
ON212400_00059	CDS	648				hypothetical protein
ON212400_00060	CDS	261				hypothetical protein
ON212400_00061	CDS	300				hypothetical protein
ON212400_00062	CDS	666				hypothetical protein
ON212400_00063	CDS	804				hypothetical protein
ON212400_00064	CDS	3324				hypothetical protein
ON212400_00065	CDS	369				hypothetical protein
ON212400_00066	CDS	2649				hypothetical protein
ON212400_00067	CDS	1476				hypothetical protein
ON212400_00068	CDS	189				hypothetical protein
ON212400_00069	CDS	294				hypothetical protein
ON212400_00070	CDS	693				hypothetical protein
ON212400_00071	CDS	585				hypothetical protein
ON212400_00072	CDS	1434				hypothetical protein
ON212400_00073	CDS	666				hypothetical protein
ON212400_00074	CDS	477				hypothetical protein
ON212400_00075	CDS	1611				hypothetical protein
ON212400_00076	CDS	1005				hypothetical protein
ON212400_00077	CDS	420				hypothetical protein
ON212400_00078	CDS	1014				hypothetical protein
ON212400_00079	CDS	267				hypothetical protein
ON212400_00080	CDS	2973				hypothetical protein
ON212400_00081	CDS	1335				hypothetical protein
ON212400_00082	CDS	465				hypothetical protein
ON212400_00083	CDS	222				hypothetical protein
ON212400_00084	CDS	498				hypothetical protein
ON212400_00085	CDS	1107				hypothetical protein
ON212400_00086	CDS	360				hypothetical protein
ON212400_00087	CDS	105				hypothetical protein
ON212400_00088	CDS	1356				hypothetical protein
ON212400_00089	CDS	600				hypothetical protein
ON212400_00090	CDS	465				hypothetical protein
ON212400_00091	CDS	771				hypothetical protein
ON212400_00092	CDS	414				hypothetical protein
ON212400_00093	CDS	1557				hypothetical protein
ON212400_00094	CDS	963				hypothetical protein
ON212400_00095	CDS	162				hypothetical protein
ON212400_00096	CDS	927				hypothetical protein
ON212400_00097	CDS	1161				hypothetical protein
ON212400_00098	CDS	738				hypothetical protein
ON212400_00099	CDS	492				hypothetical protein
ON212400_00100	CDS	324				hypothetical protein
ON212400_00101	CDS	546				hypothetical protein
ON212400_00102	CDS	516				hypothetical protein
ON212400_00103	CDS	1443				hypothetical protein
ON212400_00104	CDS	402				hypothetical protein
ON212400_00105	CDS	324				hypothetical protein
ON212400_00106	CDS	366				hypothetical protein
ON212400_00107	CDS	870				hypothetical protein
ON212400_00108	CDS	600				hypothetical protein
ON212400_00109	CDS	2766				hypothetical protein
ON212400_00110	CDS	156				hypothetical protein
ON212400_00111	CDS	891				hypothetical protein
ON212400_00112	CDS	744				hypothetical protein
ON212400_00113	CDS	504				hypothetical protein
ON212400_00114	CDS	2583				hypothetical protein
ON212400_00115	CDS	1011				hypothetical protein
ON212400_00116	CDS	1392				hypothetical protein
ON212400_00117	CDS	657				hypothetical protein
ON212400_00118	CDS	261				hypothetical protein
ON212400_00119	CDS	1320				hypothetical protein
ON212400_00120	CDS	510				hypothetical protein
ON212400_00121	CDS	651				hypothetical protein
ON212400_00122	CDS	720				hypothetical protein
ON212400_00123	CDS	372				hypothetical protein
ON212400_00124	CDS	687				hypothetical protein
