locus_tag	ftype	length_bp	gene	EC_number	COG	product
LS484712.1_00001	CDS	225				hypothetical protein
LS484712.1_00002	CDS	870				hypothetical protein
LS484712.1_00003	CDS	243				hypothetical protein
LS484712.1_00004	CDS	423				hypothetical protein
LS484712.1_00005	CDS	285				hypothetical protein
LS484712.1_00006	CDS	312				hypothetical protein
LS484712.1_00007	CDS	249				hypothetical protein
LS484712.1_00008	CDS	480				hypothetical protein
LS484712.1_00009	CDS	849				hypothetical protein
LS484712.1_00010	CDS	603				hypothetical protein
LS484712.1_00011	CDS	990				hypothetical protein
LS484712.1_00012	CDS	204				hypothetical protein
LS484712.1_00013	CDS	183				hypothetical protein
LS484712.1_00014	CDS	921				hypothetical protein
LS484712.1_00015	CDS	978				hypothetical protein
LS484712.1_00016	CDS	204				hypothetical protein
LS484712.1_00017	CDS	216				hypothetical protein
LS484712.1_00018	CDS	474				hypothetical protein
LS484712.1_00019	CDS	243				hypothetical protein
LS484712.1_00020	CDS	687				hypothetical protein
LS484712.1_00021	CDS	426				hypothetical protein
LS484712.1_00022	CDS	207				hypothetical protein
LS484712.1_00023	CDS	186				hypothetical protein
LS484712.1_00024	CDS	720	L6			Golgi anti-apoptotic protein
LS484712.1_00025	CDS	2643				hypothetical protein
LS484712.1_00026	CDS	2313				hypothetical protein
LS484712.1_00027	CDS	1503				hypothetical protein
LS484712.1_00028	CDS	1038				hypothetical protein
LS484712.1_00029	CDS	231				hypothetical protein
LS484712.1_00030	CDS	1005				hypothetical protein
LS484712.1_00031	CDS	1155				hypothetical protein
LS484712.1_00032	CDS	1293				hypothetical protein
LS484712.1_00033	CDS	381				hypothetical protein
LS484712.1_00034	CDS	1341				hypothetical protein
LS484712.1_00035	CDS	153				hypothetical protein
LS484712.1_00036	CDS	822				hypothetical protein
LS484712.1_00037	CDS	918				hypothetical protein
LS484712.1_00038	CDS	405				hypothetical protein
LS484712.1_00039	CDS	12060				hypothetical protein
LS484712.1_00040	CDS	2916				hypothetical protein
LS484712.1_00041	CDS	558				hypothetical protein
LS484712.1_00042	CDS	1959				hypothetical protein
LS484712.1_00043	CDS	1329				hypothetical protein
LS484712.1_00044	CDS	564				hypothetical protein
LS484712.1_00045	CDS	1731				hypothetical protein
LS484712.1_00046	CDS	159				hypothetical protein
LS484712.1_00047	CDS	942				hypothetical protein
LS484712.1_00048	CDS	1170				hypothetical protein
LS484712.1_00049	CDS	1677				hypothetical protein
LS484712.1_00050	CDS	888				hypothetical protein
LS484712.1_00051	CDS	8034				hypothetical protein
LS484712.1_00052	CDS	1209				hypothetical protein
LS484712.1_00053	CDS	3060				hypothetical protein
LS484712.1_00054	CDS	1620				hypothetical protein
LS484712.1_00055	CDS	753				hypothetical protein
LS484712.1_00056	CDS	651				hypothetical protein
LS484712.1_00057	CDS	1035				hypothetical protein
LS484712.1_00058	CDS	390				hypothetical protein
LS484712.1_00059	CDS	318				hypothetical protein
LS484712.1_00060	CDS	288				hypothetical protein
LS484712.1_00061	CDS	111				hypothetical protein
LS484712.1_00062	CDS	375				hypothetical protein
LS484712.1_00063	CDS	1173				hypothetical protein
LS484712.1_00064	CDS	567				hypothetical protein
LS484712.1_00065	CDS	591				hypothetical protein
LS484712.1_00066	CDS	270				hypothetical protein
LS484712.1_00067	CDS	351				hypothetical protein
LS484712.1_00068	CDS	705				hypothetical protein
LS484712.1_00069	CDS	525				hypothetical protein
LS484712.1_00070	CDS	570				hypothetical protein
