locus_tag	ftype	length_bp	gene	EC_number	COG	product
OP896201_00001	CDS	1137				hypothetical protein
OP896201_00002	CDS	456				hypothetical protein
OP896201_00003	CDS	306				hypothetical protein
OP896201_00004	CDS	492				hypothetical protein
OP896201_00005	CDS	561				hypothetical protein
OP896201_00006	CDS	306				hypothetical protein
OP896201_00007	CDS	1362	MCP			Major capsid protein
OP896201_00008	CDS	1458				hypothetical protein
OP896201_00009	CDS	1545				hypothetical protein
OP896201_00010	CDS	219				hypothetical protein
OP896201_00011	CDS	243				hypothetical protein
OP896201_00012	CDS	393				hypothetical protein
OP896201_00013	CDS	261				hypothetical protein
OP896201_00014	CDS	333				hypothetical protein
OP896201_00015	CDS	1386				hypothetical protein
OP896201_00016	CDS	294				hypothetical protein
OP896201_00017	CDS	942				hypothetical protein
OP896201_00018	CDS	792				hypothetical protein
OP896201_00019	CDS	588				hypothetical protein
OP896201_00020	CDS	333				hypothetical protein
OP896201_00021	CDS	2847				hypothetical protein
OP896201_00022	CDS	540				hypothetical protein
OP896201_00023	CDS	1500				hypothetical protein
OP896201_00024	CDS	159				hypothetical protein
OP896201_00025	CDS	309				hypothetical protein
OP896201_00026	CDS	180				hypothetical protein
OP896201_00027	CDS	393				hypothetical protein
OP896201_00028	CDS	741				hypothetical protein
OP896201_00029	CDS	324				hypothetical protein
OP896201_00030	CDS	897				hypothetical protein
OP896201_00031	CDS	3507				hypothetical protein
OP896201_00032	CDS	222				hypothetical protein
OP896201_00033	CDS	603				hypothetical protein
OP896201_00034	CDS	567				hypothetical protein
OP896201_00035	CDS	903				hypothetical protein
OP896201_00036	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
OP896201_00037	CDS	1134				hypothetical protein
OP896201_00038	CDS	1026				hypothetical protein
OP896201_00039	CDS	954				hypothetical protein
OP896201_00040	CDS	294				hypothetical protein
OP896201_00041	CDS	1437				hypothetical protein
OP896201_00042	CDS	873				hypothetical protein
OP896201_00043	CDS	1140				hypothetical protein
OP896201_00044	CDS	1293				hypothetical protein
OP896201_00045	CDS	594				hypothetical protein
OP896201_00046	CDS	363				hypothetical protein
OP896201_00047	CDS	801				hypothetical protein
OP896201_00048	CDS	915				hypothetical protein
OP896201_00049	CDS	684				hypothetical protein
OP896201_00050	CDS	264				hypothetical protein
OP896201_00051	CDS	345				hypothetical protein
OP896201_00052	CDS	171				hypothetical protein
OP896201_00053	CDS	429				hypothetical protein
OP896201_00054	CDS	453				hypothetical protein
OP896201_00055	CDS	192				hypothetical protein
OP896201_00056	CDS	927				hypothetical protein
OP896201_00057	CDS	927				hypothetical protein
OP896201_00058	CDS	648				hypothetical protein
OP896201_00059	CDS	261				hypothetical protein
OP896201_00060	CDS	300				hypothetical protein
OP896201_00061	CDS	510				hypothetical protein
OP896201_00062	CDS	804				hypothetical protein
OP896201_00063	CDS	3324				hypothetical protein
OP896201_00064	CDS	369				hypothetical protein
OP896201_00065	CDS	2649				hypothetical protein
OP896201_00066	CDS	1476				hypothetical protein
OP896201_00067	CDS	189				hypothetical protein
OP896201_00068	CDS	294				hypothetical protein
OP896201_00069	CDS	693				hypothetical protein
OP896201_00070	CDS	585				hypothetical protein
OP896201_00071	CDS	1434				hypothetical protein
OP896201_00072	CDS	666				hypothetical protein
OP896201_00073	CDS	477				hypothetical protein
OP896201_00074	CDS	1611				hypothetical protein
OP896201_00075	CDS	1005				hypothetical protein
OP896201_00076	CDS	420				hypothetical protein
OP896201_00077	CDS	1014				hypothetical protein
OP896201_00078	CDS	267				hypothetical protein
OP896201_00079	CDS	2973				hypothetical protein
OP896201_00080	CDS	1335				hypothetical protein
OP896201_00081	CDS	465				hypothetical protein
OP896201_00082	CDS	222				hypothetical protein
OP896201_00083	CDS	498				hypothetical protein
OP896201_00084	CDS	1107				hypothetical protein
OP896201_00085	CDS	360				hypothetical protein
OP896201_00086	CDS	105				hypothetical protein
OP896201_00087	CDS	912				hypothetical protein
OP896201_00088	CDS	603				hypothetical protein
OP896201_00089	CDS	465				hypothetical protein
OP896201_00090	CDS	771				hypothetical protein
OP896201_00091	CDS	414				hypothetical protein
OP896201_00092	CDS	1557				hypothetical protein
OP896201_00093	CDS	963				hypothetical protein
OP896201_00094	CDS	162				hypothetical protein
OP896201_00095	CDS	927				hypothetical protein
OP896201_00096	CDS	1161				hypothetical protein
OP896201_00097	CDS	738				hypothetical protein
OP896201_00098	CDS	492				hypothetical protein
OP896201_00099	CDS	324				hypothetical protein
OP896201_00100	CDS	546				hypothetical protein
OP896201_00101	CDS	516				hypothetical protein
OP896201_00102	CDS	1443				hypothetical protein
OP896201_00103	CDS	402				hypothetical protein
OP896201_00104	CDS	324				hypothetical protein
OP896201_00105	CDS	345				hypothetical protein
OP896201_00106	CDS	870				hypothetical protein
OP896201_00107	CDS	600				hypothetical protein
OP896201_00108	CDS	2766				hypothetical protein
OP896201_00109	CDS	156				hypothetical protein
OP896201_00110	CDS	891				hypothetical protein
OP896201_00111	CDS	744				hypothetical protein
OP896201_00112	CDS	504				hypothetical protein
OP896201_00113	CDS	2583				hypothetical protein
OP896201_00114	CDS	1011				hypothetical protein
OP896201_00115	CDS	1392				hypothetical protein
OP896201_00116	CDS	636				hypothetical protein
OP896201_00117	CDS	261				hypothetical protein
OP896201_00118	CDS	1320				hypothetical protein
OP896201_00119	CDS	510				hypothetical protein
OP896201_00120	CDS	651				hypothetical protein
OP896201_00121	CDS	720				hypothetical protein
OP896201_00122	CDS	372				hypothetical protein
OP896201_00123	CDS	687				hypothetical protein
