locus_tag	ftype	length_bp	gene	EC_number	COG	product
OR670976_00001	CDS	1137				hypothetical protein
OR670976_00002	CDS	456				hypothetical protein
OR670976_00003	CDS	306				hypothetical protein
OR670976_00004	CDS	492				hypothetical protein
OR670976_00005	CDS	561				hypothetical protein
OR670976_00006	CDS	306				hypothetical protein
OR670976_00007	CDS	1362	MCP			Major capsid protein
OR670976_00008	CDS	1458				hypothetical protein
OR670976_00009	CDS	1578				hypothetical protein
OR670976_00010	CDS	219				hypothetical protein
OR670976_00011	CDS	243				hypothetical protein
OR670976_00012	CDS	393				hypothetical protein
OR670976_00013	CDS	261				hypothetical protein
OR670976_00014	CDS	333				hypothetical protein
OR670976_00015	CDS	1386				hypothetical protein
OR670976_00016	CDS	294				hypothetical protein
OR670976_00017	CDS	942				hypothetical protein
OR670976_00018	CDS	792				hypothetical protein
OR670976_00019	CDS	588				hypothetical protein
OR670976_00020	CDS	333				hypothetical protein
OR670976_00021	CDS	2847				hypothetical protein
OR670976_00022	CDS	585				hypothetical protein
OR670976_00023	CDS	1500				hypothetical protein
OR670976_00024	CDS	159				hypothetical protein
OR670976_00025	CDS	405				hypothetical protein
OR670976_00026	CDS	309				hypothetical protein
OR670976_00027	CDS	180				hypothetical protein
OR670976_00028	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
OR670976_00029	CDS	501				hypothetical protein
OR670976_00030	CDS	324				hypothetical protein
OR670976_00031	CDS	897				hypothetical protein
OR670976_00032	CDS	3507				hypothetical protein
OR670976_00033	CDS	204				hypothetical protein
OR670976_00034	CDS	603				hypothetical protein
OR670976_00035	CDS	567				hypothetical protein
OR670976_00036	CDS	903				hypothetical protein
OR670976_00037	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
OR670976_00038	CDS	1149				hypothetical protein
OR670976_00039	CDS	1026				hypothetical protein
OR670976_00040	CDS	1353				hypothetical protein
OR670976_00041	CDS	1437				hypothetical protein
OR670976_00042	CDS	873				hypothetical protein
OR670976_00043	CDS	1140				hypothetical protein
OR670976_00044	CDS	1293				hypothetical protein
OR670976_00045	CDS	594				hypothetical protein
OR670976_00046	CDS	363				hypothetical protein
OR670976_00047	CDS	801				hypothetical protein
OR670976_00048	CDS	915				hypothetical protein
OR670976_00049	CDS	684				hypothetical protein
OR670976_00050	CDS	249				hypothetical protein
OR670976_00051	CDS	210				hypothetical protein
OR670976_00052	CDS	345				hypothetical protein
OR670976_00053	CDS	171				hypothetical protein
OR670976_00054	CDS	429				hypothetical protein
OR670976_00055	CDS	453				hypothetical protein
OR670976_00056	CDS	192				hypothetical protein
OR670976_00057	CDS	927				hypothetical protein
OR670976_00058	CDS	927				hypothetical protein
OR670976_00059	CDS	648				hypothetical protein
OR670976_00060	CDS	261				hypothetical protein
OR670976_00061	CDS	300				hypothetical protein
OR670976_00062	CDS	597				hypothetical protein
OR670976_00063	CDS	804				hypothetical protein
OR670976_00064	CDS	3627				hypothetical protein
OR670976_00065	CDS	369				hypothetical protein
OR670976_00066	CDS	2649				hypothetical protein
OR670976_00067	CDS	1476				hypothetical protein
OR670976_00068	CDS	288				hypothetical protein
OR670976_00069	CDS	918				hypothetical protein
OR670976_00070	CDS	168				hypothetical protein
OR670976_00071	CDS	585				hypothetical protein
OR670976_00072	CDS	1434				hypothetical protein
OR670976_00073	CDS	666				hypothetical protein
OR670976_00074	CDS	426				hypothetical protein
OR670976_00075	CDS	1611				hypothetical protein
OR670976_00076	CDS	603				hypothetical protein
OR670976_00077	CDS	420				hypothetical protein
OR670976_00078	CDS	1011				hypothetical protein
OR670976_00079	CDS	267				hypothetical protein
OR670976_00080	CDS	2973				hypothetical protein
OR670976_00081	CDS	1335				hypothetical protein
OR670976_00082	CDS	465				hypothetical protein
OR670976_00083	CDS	222				hypothetical protein
OR670976_00084	CDS	498				hypothetical protein
OR670976_00085	CDS	1107				hypothetical protein
