locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT986830_00001	CDS	1137				hypothetical protein
MT986830_00002	CDS	456				hypothetical protein
MT986830_00003	CDS	306				hypothetical protein
MT986830_00004	CDS	492				hypothetical protein
MT986830_00005	CDS	561				hypothetical protein
MT986830_00006	CDS	306				hypothetical protein
MT986830_00007	CDS	1362	MCP			Major capsid protein
MT986830_00008	CDS	1458				hypothetical protein
MT986830_00009	CDS	1578				hypothetical protein
MT986830_00010	CDS	219				hypothetical protein
MT986830_00011	CDS	243				hypothetical protein
MT986830_00012	CDS	393				hypothetical protein
MT986830_00013	CDS	261				hypothetical protein
MT986830_00014	CDS	333				hypothetical protein
MT986830_00015	CDS	1386				hypothetical protein
MT986830_00016	CDS	294				hypothetical protein
MT986830_00017	CDS	942				hypothetical protein
MT986830_00018	CDS	792				hypothetical protein
MT986830_00019	CDS	588				hypothetical protein
MT986830_00020	CDS	339				hypothetical protein
MT986830_00021	CDS	192				hypothetical protein
MT986830_00022	CDS	2847				hypothetical protein
MT986830_00023	CDS	540				hypothetical protein
MT986830_00024	CDS	1536				hypothetical protein
MT986830_00025	CDS	159				hypothetical protein
MT986830_00026	CDS	666				hypothetical protein
MT986830_00027	CDS	264				hypothetical protein
MT986830_00028	CDS	180				hypothetical protein
MT986830_00029	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
MT986830_00030	CDS	1098				hypothetical protein
MT986830_00031	CDS	324				hypothetical protein
MT986830_00032	CDS	897				hypothetical protein
MT986830_00033	CDS	3507				hypothetical protein
MT986830_00034	CDS	204				hypothetical protein
MT986830_00035	CDS	603				hypothetical protein
MT986830_00036	CDS	567				hypothetical protein
MT986830_00037	CDS	903				hypothetical protein
MT986830_00038	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MT986830_00039	CDS	1134				hypothetical protein
MT986830_00040	CDS	1026				hypothetical protein
MT986830_00041	CDS	1401				hypothetical protein
MT986830_00042	CDS	873				hypothetical protein
MT986830_00043	CDS	1140				hypothetical protein
MT986830_00044	CDS	1293				hypothetical protein
MT986830_00045	CDS	600				hypothetical protein
MT986830_00046	CDS	363				hypothetical protein
MT986830_00047	CDS	801				hypothetical protein
MT986830_00048	CDS	915				hypothetical protein
MT986830_00049	CDS	684				hypothetical protein
MT986830_00050	CDS	243				hypothetical protein
MT986830_00051	CDS	210				hypothetical protein
MT986830_00052	CDS	354				hypothetical protein
MT986830_00053	CDS	171				hypothetical protein
MT986830_00054	CDS	429				hypothetical protein
MT986830_00055	CDS	453				hypothetical protein
MT986830_00056	CDS	171				hypothetical protein
MT986830_00057	CDS	945				hypothetical protein
MT986830_00058	CDS	942				hypothetical protein
MT986830_00059	CDS	648				hypothetical protein
MT986830_00060	CDS	261				hypothetical protein
MT986830_00061	CDS	513				hypothetical protein
MT986830_00062	CDS	804				hypothetical protein
MT986830_00063	CDS	3615				hypothetical protein
MT986830_00064	CDS	369				hypothetical protein
MT986830_00065	CDS	2649				hypothetical protein
MT986830_00066	CDS	1476				hypothetical protein
MT986830_00067	CDS	189				hypothetical protein
MT986830_00068	CDS	300				hypothetical protein
MT986830_00069	CDS	1044				hypothetical protein
MT986830_00070	CDS	105				hypothetical protein
MT986830_00071	CDS	582				hypothetical protein
MT986830_00072	CDS	1434				hypothetical protein
MT986830_00073	CDS	666				hypothetical protein
MT986830_00074	CDS	477				hypothetical protein
MT986830_00075	CDS	1611				hypothetical protein
MT986830_00076	CDS	1005				hypothetical protein
MT986830_00077	CDS	420				hypothetical protein
MT986830_00078	CDS	1014				hypothetical protein
MT986830_00079	CDS	267				hypothetical protein
MT986830_00080	CDS	2967				hypothetical protein
MT986830_00081	CDS	1335				hypothetical protein
MT986830_00082	CDS	465				hypothetical protein
MT986830_00083	CDS	270				hypothetical protein
MT986830_00084	CDS	477				hypothetical protein
MT986830_00085	CDS	498				hypothetical protein
MT986830_00086	CDS	1107				hypothetical protein
MT986830_00087	CDS	360				hypothetical protein
