locus_tag	ftype	length_bp	gene	EC_number	COG	product
HF920637_00001	CDS	4458				hypothetical protein
HF920637_00002	CDS	687				hypothetical protein
HF920637_00003	CDS	546				hypothetical protein
HF920637_00004	CDS	321				hypothetical protein
HF920637_00005	CDS	432				hypothetical protein
HF920637_00006	CDS	462				hypothetical protein
HF920637_00007	CDS	546				hypothetical protein
HF920637_00008	CDS	687				hypothetical protein
HF920637_00009	CDS	726				hypothetical protein
HF920637_00010	CDS	432				hypothetical protein
HF920637_00011	CDS	459				hypothetical protein
HF920637_00012	CDS	618				hypothetical protein
HF920637_00013	CDS	366				hypothetical protein
HF920637_00014	CDS	636				hypothetical protein
HF920637_00015	CDS	2031				hypothetical protein
HF920637_00016	CDS	234				hypothetical protein
HF920637_00017	CDS	1395				hypothetical protein
HF920637_00018	CDS	1740				hypothetical protein
HF920637_00019	CDS	2079				hypothetical protein
HF920637_00020	CDS	318				hypothetical protein
HF920637_00021	CDS	1524				hypothetical protein
HF920637_00022	CDS	297				hypothetical protein
HF920637_00023	CDS	294				hypothetical protein
HF920637_00024	CDS	432				hypothetical protein
HF920637_00025	CDS	3324				hypothetical protein
HF920637_00026	CDS	129				hypothetical protein
HF920637_00027	CDS	1035				hypothetical protein
HF920637_00028	CDS	816				hypothetical protein
HF920637_00029	CDS	5202				hypothetical protein
HF920637_00030	CDS	414				hypothetical protein
HF920637_00031	CDS	414				hypothetical protein
HF920637_00032	CDS	306				hypothetical protein
HF920637_00033	CDS	339		1.8.3.2		FAD-linked sulfhydryl oxidase
HF920637_00034	CDS	1155				hypothetical protein
HF920637_00035	CDS	456				hypothetical protein
HF920637_00036	CDS	405				hypothetical protein
HF920637_00037	CDS	201				hypothetical protein
HF920637_00038	CDS	429				hypothetical protein
HF920637_00039	CDS	270				hypothetical protein
HF920637_00040	CDS	417				hypothetical protein
HF920637_00041	CDS	543				hypothetical protein
HF920637_00042	CDS	261				hypothetical protein
HF920637_00043	CDS	1080				hypothetical protein
HF920637_00044	CDS	297				hypothetical protein
HF920637_00045	CDS	1440				hypothetical protein
HF920637_00046	CDS	516				hypothetical protein
HF920637_00047	CDS	519				hypothetical protein
HF920637_00048	CDS	807				hypothetical protein
HF920637_00049	CDS	1413				hypothetical protein
HF920637_00050	CDS	726				hypothetical protein
HF920637_00051	CDS	399				hypothetical protein
HF920637_00052	CDS	132				hypothetical protein
HF920637_00053	CDS	666				hypothetical protein
HF920637_00054	CDS	567				hypothetical protein
HF920637_00055	CDS	831				hypothetical protein
HF920637_00056	CDS	573				hypothetical protein
HF920637_00057	CDS	579				hypothetical protein
HF920637_00058	CDS	1206				hypothetical protein
HF920637_00059	CDS	1608				hypothetical protein
HF920637_00060	CDS	1359		3.6.4.-		putative helicase D10
HF920637_00061	CDS	1065	C8L	1.17.4.1		Ribonucleoside-diphosphate reductase small chain
HF920637_00062	CDS	1092				hypothetical protein
HF920637_00063	CDS	696				hypothetical protein
HF920637_00064	CDS	888				hypothetical protein
HF920637_00065	CDS	387				hypothetical protein
HF920637_00066	CDS	306				hypothetical protein
HF920637_00067	CDS	711				hypothetical protein
HF920637_00068	CDS	192				hypothetical protein
HF920637_00069	CDS	681				hypothetical protein
HF920637_00070	CDS	267				hypothetical protein
HF920637_00071	CDS	558				hypothetical protein
HF920637_00072	CDS	1392				hypothetical protein
HF920637_00073	CDS	639				hypothetical protein
HF920637_00074	CDS	492				hypothetical protein
HF920637_00075	CDS	198				hypothetical protein
HF920637_00076	CDS	864				hypothetical protein
HF920637_00077	CDS	459				hypothetical protein
HF920637_00078	CDS	1116				hypothetical protein
HF920637_00079	CDS	966				hypothetical protein
HF920637_00080	CDS	351				hypothetical protein
HF920637_00081	CDS	240				hypothetical protein
HF920637_00082	CDS	192				hypothetical protein
HF920637_00083	CDS	666				hypothetical protein
HF920637_00084	CDS	945				hypothetical protein
HF920637_00085	CDS	1080				hypothetical protein
HF920637_00086	CDS	189				hypothetical protein
HF920637_00087	CDS	720				hypothetical protein
HF920637_00088	CDS	297				hypothetical protein
HF920637_00089	CDS	462				hypothetical protein
HF920637_00090	CDS	1758				hypothetical protein
HF920637_00091	CDS	810				hypothetical protein
HF920637_00092	CDS	711				hypothetical protein
HF920637_00093	CDS	1221				hypothetical protein
HF920637_00094	CDS	558				hypothetical protein
HF920637_00095	CDS	660				hypothetical protein
HF920637_00096	CDS	1062				hypothetical protein
HF920637_00097	CDS	447				hypothetical protein
HF920637_00098	CDS	654				hypothetical protein
HF920637_00099	CDS	135				hypothetical protein
HF920637_00100	CDS	3474	TOP	5.6.2.2		DNA topoisomerase 2
HF920637_00101	CDS	216				hypothetical protein
HF920637_00102	CDS	1116				hypothetical protein
HF920637_00103	CDS	342				hypothetical protein
HF920637_00104	CDS	375				hypothetical protein
HF920637_00105	CDS	1887		1.17.4.1		Ribonucleoside-diphosphate reductase large subunit
HF920637_00106	CDS	318				hypothetical protein
HF920637_00107	CDS	1011				hypothetical protein
HF920637_00108	CDS	780				hypothetical protein
HF920637_00109	CDS	441				hypothetical protein
HF920637_00110	CDS	693				hypothetical protein
HF920637_00111	CDS	2865				hypothetical protein
HF920637_00112	CDS	396				hypothetical protein
HF920637_00113	CDS	1146				hypothetical protein
HF920637_00114	CDS	228				hypothetical protein
HF920637_00115	CDS	381				hypothetical protein
HF920637_00116	CDS	615				hypothetical protein
HF920637_00117	CDS	468				hypothetical protein
HF920637_00118	CDS	120				hypothetical protein
HF920637_00119	CDS	264				hypothetical protein
HF920637_00120	CDS	1980		6.5.1.2		DNA ligase
HF920637_00121	CDS	4152				hypothetical protein
HF920637_00122	CDS	1071				hypothetical protein
HF920637_00123	CDS	873		2.1.1.45		Thymidylate synthase
HF920637_00124	CDS	723				hypothetical protein
HF920637_00125	CDS	1011				hypothetical protein
HF920637_00126	CDS	501				hypothetical protein
HF920637_00127	CDS	261				hypothetical protein
HF920637_00128	CDS	378				hypothetical protein
HF920637_00129	CDS	2994				hypothetical protein
HF920637_00130	CDS	930				hypothetical protein
HF920637_00131	CDS	399				hypothetical protein
HF920637_00132	CDS	699				hypothetical protein
HF920637_00133	CDS	951				hypothetical protein
HF920637_00134	CDS	777				hypothetical protein
HF920637_00135	CDS	525				hypothetical protein
HF920637_00136	CDS	957				hypothetical protein
HF920637_00137	CDS	2316				hypothetical protein
HF920637_00138	CDS	1704				hypothetical protein
HF920637_00139	CDS	1776				hypothetical protein
HF920637_00140	CDS	2697				hypothetical protein
HF920637_00141	CDS	297				hypothetical protein
HF920637_00142	CDS	1119				hypothetical protein
HF920637_00143	CDS	1416	MCP			Major capsid protein
HF920637_00144	CDS	1869				hypothetical protein
HF920637_00145	CDS	270				hypothetical protein
HF920637_00146	CDS	834				hypothetical protein
HF920637_00147	CDS	2586				hypothetical protein
HF920637_00148	CDS	591				hypothetical protein
HF920637_00149	CDS	1551				hypothetical protein
HF920637_00150	CDS	678				hypothetical protein
HF920637_00151	CDS	1656				hypothetical protein
HF920637_00152	CDS	732				hypothetical protein
HF920637_00153	CDS	1329				hypothetical protein
HF920637_00154	CDS	330				hypothetical protein
HF920637_00155	CDS	426				hypothetical protein
HF920637_00156	CDS	510				hypothetical protein
HF920637_00157	CDS	156				hypothetical protein
HF920637_00158	CDS	1032				hypothetical protein
HF920637_00159	CDS	1869				hypothetical protein
HF920637_00160	CDS	954				hypothetical protein
HF920637_00161	CDS	135				hypothetical protein
HF920637_00162	CDS	573				hypothetical protein
HF920637_00163	CDS	192				hypothetical protein
HF920637_00164	CDS	1395	RPO1	2.7.7.6		DNA-directed RNA polymerase subunit 1
HF920637_00165	CDS	168				hypothetical protein
HF920637_00166	CDS	1308				hypothetical protein
HF920637_00167	CDS	1026				hypothetical protein
HF920637_00168	CDS	642				hypothetical protein
HF920637_00169	CDS	483				hypothetical protein
HF920637_00170	CDS	171				hypothetical protein
HF920637_00171	CDS	810				hypothetical protein
HF920637_00172	CDS	1080				hypothetical protein
HF920637_00173	CDS	477				hypothetical protein
HF920637_00174	CDS	3075				hypothetical protein
HF920637_00175	CDS	468				hypothetical protein
HF920637_00176	CDS	606				hypothetical protein
HF920637_00177	CDS	390				hypothetical protein
HF920637_00178	CDS	306				hypothetical protein
HF920637_00179	CDS	396				hypothetical protein
HF920637_00180	CDS	492				hypothetical protein
HF920637_00181	CDS	1623				hypothetical protein
HF920637_00182	CDS	111				hypothetical protein
HF920637_00183	CDS	189				hypothetical protein
HF920637_00184	CDS	633				hypothetical protein
HF920637_00185	CDS	567				hypothetical protein
HF920637_00186	CDS	336				hypothetical protein
HF920637_00187	CDS	396				hypothetical protein
HF920637_00188	CDS	522				hypothetical protein
HF920637_00189	CDS	213				hypothetical protein
HF920637_00190	CDS	360				hypothetical protein
HF920637_00191	CDS	237				hypothetical protein
HF920637_00192	CDS	408				hypothetical protein
HF920637_00193	CDS	957				hypothetical protein
HF920637_00194	CDS	978				hypothetical protein
HF920637_00195	CDS	540				hypothetical protein
HF920637_00196	CDS	189				hypothetical protein
HF920637_00197	CDS	576				hypothetical protein
HF920637_00198	CDS	639				hypothetical protein
HF920637_00199	CDS	174				hypothetical protein
HF920637_00200	CDS	297				hypothetical protein
HF920637_00201	CDS	1239				hypothetical protein
HF920637_00202	CDS	261				hypothetical protein
HF920637_00203	CDS	888				hypothetical protein
HF920637_00204	CDS	561				hypothetical protein
HF920637_00205	CDS	225				hypothetical protein
HF920637_00206	CDS	201				hypothetical protein
HF920637_00207	CDS	672				hypothetical protein
HF920637_00208	CDS	1038				hypothetical protein
HF920637_00209	CDS	840				hypothetical protein
HF920637_00210	CDS	600				hypothetical protein
HF920637_00211	CDS	648				hypothetical protein
HF920637_00212	CDS	2769				hypothetical protein
HF920637_00213	CDS	3597	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
HF920637_00214	CDS	354				hypothetical protein
HF920637_00215	CDS	1509				hypothetical protein
HF920637_00216	CDS	1251				hypothetical protein
HF920637_00217	CDS	3459				hypothetical protein
HF920637_00218	CDS	4284				hypothetical protein
HF920637_00219	CDS	1203				hypothetical protein
HF920637_00220	CDS	312				hypothetical protein
HF920637_00221	CDS	870				hypothetical protein
