locus_tag	ftype	length_bp	gene	EC_number	COG	product
OP009387.1_00001	CDS	1137				hypothetical protein
OP009387.1_00002	CDS	456				hypothetical protein
OP009387.1_00003	CDS	306				hypothetical protein
OP009387.1_00004	CDS	492				hypothetical protein
OP009387.1_00005	CDS	561				hypothetical protein
OP009387.1_00006	CDS	306				hypothetical protein
OP009387.1_00007	CDS	1362	MCP			Major capsid protein
OP009387.1_00008	CDS	1458				hypothetical protein
OP009387.1_00009	CDS	1578				hypothetical protein
OP009387.1_00010	CDS	219				hypothetical protein
OP009387.1_00011	CDS	243				hypothetical protein
OP009387.1_00012	CDS	393				hypothetical protein
OP009387.1_00013	CDS	261				hypothetical protein
OP009387.1_00014	CDS	333				hypothetical protein
OP009387.1_00015	CDS	1386				hypothetical protein
OP009387.1_00016	CDS	294				hypothetical protein
OP009387.1_00017	CDS	942				hypothetical protein
OP009387.1_00018	CDS	792				hypothetical protein
OP009387.1_00019	CDS	588				hypothetical protein
OP009387.1_00020	CDS	336				hypothetical protein
OP009387.1_00021	CDS	237				hypothetical protein
OP009387.1_00022	CDS	192				hypothetical protein
OP009387.1_00023	CDS	2847				hypothetical protein
OP009387.1_00024	CDS	540				hypothetical protein
OP009387.1_00025	CDS	1536				hypothetical protein
	CRISPR	204				
OP009387.1_00026	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
OP009387.1_00027	CDS	873				hypothetical protein
OP009387.1_00028	CDS	324				hypothetical protein
OP009387.1_00029	CDS	897				hypothetical protein
OP009387.1_00030	CDS	3507				hypothetical protein
OP009387.1_00031	CDS	204				hypothetical protein
OP009387.1_00032	CDS	603				hypothetical protein
OP009387.1_00033	CDS	567				hypothetical protein
OP009387.1_00034	CDS	903				hypothetical protein
OP009387.1_00035	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
OP009387.1_00036	CDS	1113				hypothetical protein
OP009387.1_00037	CDS	1026				hypothetical protein
OP009387.1_00038	CDS	1353				hypothetical protein
OP009387.1_00039	CDS	1437				hypothetical protein
OP009387.1_00040	CDS	873				hypothetical protein
OP009387.1_00041	CDS	1140				hypothetical protein
OP009387.1_00042	CDS	1293				hypothetical protein
OP009387.1_00043	CDS	594				hypothetical protein
OP009387.1_00044	CDS	363				hypothetical protein
OP009387.1_00045	CDS	801				hypothetical protein
OP009387.1_00046	CDS	915				hypothetical protein
OP009387.1_00047	CDS	684				hypothetical protein
OP009387.1_00048	CDS	249				hypothetical protein
OP009387.1_00049	CDS	210				hypothetical protein
OP009387.1_00050	CDS	339				hypothetical protein
OP009387.1_00051	CDS	171				hypothetical protein
OP009387.1_00052	CDS	429				hypothetical protein
OP009387.1_00053	CDS	441				hypothetical protein
OP009387.1_00054	CDS	192				hypothetical protein
OP009387.1_00055	CDS	927				hypothetical protein
OP009387.1_00056	CDS	930				hypothetical protein
OP009387.1_00057	CDS	648				hypothetical protein
OP009387.1_00058	CDS	261				hypothetical protein
OP009387.1_00059	CDS	291				hypothetical protein
OP009387.1_00060	CDS	597				hypothetical protein
OP009387.1_00061	CDS	807				hypothetical protein
OP009387.1_00062	CDS	3801				hypothetical protein
OP009387.1_00063	CDS	369				hypothetical protein
OP009387.1_00064	CDS	2649				hypothetical protein
OP009387.1_00065	CDS	1476				hypothetical protein
OP009387.1_00066	CDS	462				hypothetical protein
OP009387.1_00067	CDS	1044				hypothetical protein
OP009387.1_00068	CDS	582				hypothetical protein
OP009387.1_00069	CDS	1434				hypothetical protein
OP009387.1_00070	CDS	666				hypothetical protein
OP009387.1_00071	CDS	426				hypothetical protein
OP009387.1_00072	CDS	1611				hypothetical protein
OP009387.1_00073	CDS	1005				hypothetical protein
OP009387.1_00074	CDS	420				hypothetical protein
OP009387.1_00075	CDS	1014				hypothetical protein
OP009387.1_00076	CDS	267				hypothetical protein
OP009387.1_00077	CDS	2967				hypothetical protein
OP009387.1_00078	CDS	1335				hypothetical protein
OP009387.1_00079	CDS	465				hypothetical protein
OP009387.1_00080	CDS	270				hypothetical protein
OP009387.1_00081	CDS	477				hypothetical protein
OP009387.1_00082	CDS	498				hypothetical protein
OP009387.1_00083	CDS	1107				hypothetical protein
OP009387.1_00084	CDS	360				hypothetical protein
OP009387.1_00085	CDS	1356				hypothetical protein
OP009387.1_00086	CDS	582				hypothetical protein
OP009387.1_00087	CDS	465				hypothetical protein
OP009387.1_00088	CDS	771				hypothetical protein
OP009387.1_00089	CDS	423				hypothetical protein
OP009387.1_00090	CDS	1557				hypothetical protein
