locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT128667_00001	CDS	324				hypothetical protein
MT128667_00002	CDS	897				hypothetical protein
MT128667_00003	CDS	3507				hypothetical protein
MT128667_00004	CDS	204				hypothetical protein
MT128667_00005	CDS	603				hypothetical protein
MT128667_00006	CDS	567				hypothetical protein
MT128667_00007	CDS	903				hypothetical protein
MT128667_00008	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MT128667_00009	CDS	1134				hypothetical protein
MT128667_00010	CDS	1026				hypothetical protein
MT128667_00011	CDS	1353				hypothetical protein
MT128667_00012	CDS	1437				hypothetical protein
MT128667_00013	CDS	873				hypothetical protein
MT128667_00014	CDS	1140				hypothetical protein
MT128667_00015	CDS	1293				hypothetical protein
MT128667_00016	CDS	594				hypothetical protein
MT128667_00017	CDS	363				hypothetical protein
MT128667_00018	CDS	801				hypothetical protein
MT128667_00019	CDS	915				hypothetical protein
MT128667_00020	CDS	684				hypothetical protein
MT128667_00021	CDS	264				hypothetical protein
MT128667_00022	CDS	345				hypothetical protein
MT128667_00023	CDS	171				hypothetical protein
MT128667_00024	CDS	429				hypothetical protein
MT128667_00025	CDS	453				hypothetical protein
MT128667_00026	CDS	927				hypothetical protein
MT128667_00027	CDS	927				hypothetical protein
MT128667_00028	CDS	648				hypothetical protein
MT128667_00029	CDS	261				hypothetical protein
MT128667_00030	CDS	300				hypothetical protein
MT128667_00031	CDS	510				hypothetical protein
MT128667_00032	CDS	804				hypothetical protein
MT128667_00033	CDS	3324				hypothetical protein
MT128667_00034	CDS	369				hypothetical protein
MT128667_00035	CDS	2649				hypothetical protein
MT128667_00036	CDS	1476				hypothetical protein
MT128667_00037	CDS	189				hypothetical protein
MT128667_00038	CDS	294				hypothetical protein
MT128667_00039	CDS	693				hypothetical protein
MT128667_00040	CDS	585				hypothetical protein
MT128667_00041	CDS	1434				hypothetical protein
MT128667_00042	CDS	666				hypothetical protein
MT128667_00043	CDS	477				hypothetical protein
MT128667_00044	CDS	1611				hypothetical protein
MT128667_00045	CDS	1005				hypothetical protein
MT128667_00046	CDS	420				hypothetical protein
MT128667_00047	CDS	1014				hypothetical protein
MT128667_00048	CDS	267				hypothetical protein
MT128667_00049	CDS	2973				hypothetical protein
MT128667_00050	CDS	1335				hypothetical protein
MT128667_00051	CDS	465				hypothetical protein
MT128667_00052	CDS	222				hypothetical protein
MT128667_00053	CDS	498				hypothetical protein
MT128667_00054	CDS	1107				hypothetical protein
MT128667_00055	CDS	360				hypothetical protein
MT128667_00056	CDS	105				hypothetical protein
MT128667_00057	CDS	1356				hypothetical protein
MT128667_00058	CDS	603				hypothetical protein
MT128667_00059	CDS	465				hypothetical protein
MT128667_00060	CDS	771				hypothetical protein
MT128667_00061	CDS	414				hypothetical protein
MT128667_00062	CDS	1557				hypothetical protein
MT128667_00063	CDS	963				hypothetical protein
MT128667_00064	CDS	162				hypothetical protein
MT128667_00065	CDS	927				hypothetical protein
MT128667_00066	CDS	501				hypothetical protein
MT128667_00067	CDS	1161				hypothetical protein
MT128667_00068	CDS	738				hypothetical protein
MT128667_00069	CDS	456				hypothetical protein
MT128667_00070	CDS	324				hypothetical protein
MT128667_00071	CDS	546				hypothetical protein
MT128667_00072	CDS	516				hypothetical protein
MT128667_00073	CDS	1443				hypothetical protein
MT128667_00074	CDS	402				hypothetical protein
MT128667_00075	CDS	777				hypothetical protein
MT128667_00076	CDS	366				hypothetical protein
MT128667_00077	CDS	870				hypothetical protein
MT128667_00078	CDS	600				hypothetical protein
MT128667_00079	CDS	2766				hypothetical protein
MT128667_00080	CDS	156				hypothetical protein
MT128667_00081	CDS	636				hypothetical protein
MT128667_00082	CDS	744				hypothetical protein
MT128667_00083	CDS	504				hypothetical protein
MT128667_00084	CDS	2583				hypothetical protein
MT128667_00085	CDS	1011				hypothetical protein
MT128667_00086	CDS	1296				hypothetical protein
MT128667_00087	CDS	615				hypothetical protein
MT128667_00088	CDS	261				hypothetical protein
MT128667_00089	CDS	1320				hypothetical protein
MT128667_00090	CDS	288				hypothetical protein
MT128667_00091	CDS	510				hypothetical protein
MT128667_00092	CDS	264				hypothetical protein
MT128667_00093	CDS	720				hypothetical protein
MT128667_00094	CDS	372				hypothetical protein
MT128667_00095	CDS	825				hypothetical protein
MT128667_00096	CDS	1137				hypothetical protein
MT128667_00097	CDS	456				hypothetical protein
MT128667_00098	CDS	306				hypothetical protein
MT128667_00099	CDS	492				hypothetical protein
MT128667_00100	CDS	561				hypothetical protein
MT128667_00101	CDS	306				hypothetical protein
MT128667_00102	CDS	1362	MCP			Major capsid protein
MT128667_00103	CDS	1458				hypothetical protein
MT128667_00104	CDS	1545				hypothetical protein
MT128667_00105	CDS	219				hypothetical protein
MT128667_00106	CDS	243				hypothetical protein
MT128667_00107	CDS	393				hypothetical protein
MT128667_00108	CDS	261				hypothetical protein
MT128667_00109	CDS	333				hypothetical protein
MT128667_00110	CDS	1386				hypothetical protein
MT128667_00111	CDS	294				hypothetical protein
MT128667_00112	CDS	942				hypothetical protein
MT128667_00113	CDS	792				hypothetical protein
MT128667_00114	CDS	588				hypothetical protein
MT128667_00115	CDS	333				hypothetical protein
MT128667_00116	CDS	2847				hypothetical protein
MT128667_00117	CDS	540				hypothetical protein
MT128667_00118	CDS	1500				hypothetical protein
MT128667_00119	CDS	2571				hypothetical protein
MT128667_00120	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
