locus_tag	ftype	length_bp	gene	EC_number	COG	product
PP974677_00001	CDS	1137				hypothetical protein
PP974677_00002	CDS	456				hypothetical protein
PP974677_00003	CDS	306				hypothetical protein
PP974677_00004	CDS	561				hypothetical protein
PP974677_00005	CDS	561				hypothetical protein
PP974677_00006	CDS	306				hypothetical protein
PP974677_00007	CDS	1362	MCP			Major capsid protein
PP974677_00008	CDS	1458				hypothetical protein
PP974677_00009	CDS	1578				hypothetical protein
PP974677_00010	CDS	219				hypothetical protein
PP974677_00011	CDS	243				hypothetical protein
PP974677_00012	CDS	393				hypothetical protein
PP974677_00013	CDS	261				hypothetical protein
PP974677_00014	CDS	333				hypothetical protein
PP974677_00015	CDS	1386				hypothetical protein
PP974677_00016	CDS	294				hypothetical protein
PP974677_00017	CDS	942				hypothetical protein
PP974677_00018	CDS	792				hypothetical protein
PP974677_00019	CDS	588				hypothetical protein
PP974677_00020	CDS	339				hypothetical protein
PP974677_00021	CDS	237				hypothetical protein
PP974677_00022	CDS	174				hypothetical protein
PP974677_00023	CDS	2847				hypothetical protein
PP974677_00024	CDS	540				hypothetical protein
PP974677_00025	CDS	1536				hypothetical protein
PP974677_00026	CDS	216				hypothetical protein
PP974677_00027	CDS	159				hypothetical protein
PP974677_00028	CDS	666				hypothetical protein
PP974677_00029	CDS	264				hypothetical protein
PP974677_00030	CDS	180				hypothetical protein
PP974677_00031	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
PP974677_00032	CDS	1116				hypothetical protein
PP974677_00033	CDS	324				hypothetical protein
PP974677_00034	CDS	897				hypothetical protein
PP974677_00035	CDS	3507				hypothetical protein
PP974677_00036	CDS	204				hypothetical protein
PP974677_00037	CDS	603				hypothetical protein
PP974677_00038	CDS	567				hypothetical protein
PP974677_00039	CDS	903				hypothetical protein
PP974677_00040	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
PP974677_00041	CDS	1134				hypothetical protein
PP974677_00042	CDS	228				hypothetical protein
PP974677_00043	CDS	1509				hypothetical protein
PP974677_00044	CDS	873				hypothetical protein
PP974677_00045	CDS	1140				hypothetical protein
PP974677_00046	CDS	1293				hypothetical protein
PP974677_00047	CDS	594				hypothetical protein
PP974677_00048	CDS	363				hypothetical protein
PP974677_00049	CDS	801				hypothetical protein
PP974677_00050	CDS	915				hypothetical protein
PP974677_00051	CDS	684				hypothetical protein
PP974677_00052	CDS	249				hypothetical protein
PP974677_00053	CDS	210				hypothetical protein
PP974677_00054	CDS	345				hypothetical protein
PP974677_00055	CDS	171				hypothetical protein
PP974677_00056	CDS	429				hypothetical protein
PP974677_00057	CDS	453				hypothetical protein
PP974677_00058	CDS	192				hypothetical protein
PP974677_00059	CDS	927				hypothetical protein
PP974677_00060	CDS	927				hypothetical protein
PP974677_00061	CDS	648				hypothetical protein
PP974677_00062	CDS	261				hypothetical protein
PP974677_00063	CDS	300				hypothetical protein
