locus_tag	ftype	length_bp	gene	EC_number	COG	product
BD143114.1_00001	CDS	2028				hypothetical protein
BD143114.1_00002	CDS	1020				hypothetical protein
BD143114.1_00003	CDS	420				hypothetical protein
BD143114.1_00004	CDS	1611				hypothetical protein
BD143114.1_00005	CDS	477				hypothetical protein
BD143114.1_00006	CDS	732				hypothetical protein
BD143114.1_00007	CDS	1434				hypothetical protein
BD143114.1_00008	CDS	582				hypothetical protein
BD143114.1_00009	CDS	1044				hypothetical protein
BD143114.1_00010	CDS	222				hypothetical protein
BD143114.1_00011	CDS	189				hypothetical protein
BD143114.1_00012	CDS	1473				hypothetical protein
BD143114.1_00013	CDS	2649				hypothetical protein
BD143114.1_00014	CDS	369				hypothetical protein
BD143114.1_00015	CDS	3798				hypothetical protein
BD143114.1_00016	CDS	804				hypothetical protein
BD143114.1_00017	CDS	513				hypothetical protein
BD143114.1_00018	CDS	261				hypothetical protein
BD143114.1_00019	CDS	648				hypothetical protein
BD143114.1_00020	CDS	942				hypothetical protein
BD143114.1_00021	CDS	945				hypothetical protein
BD143114.1_00022	CDS	171				hypothetical protein
BD143114.1_00023	CDS	441				hypothetical protein
BD143114.1_00024	CDS	429				hypothetical protein
BD143114.1_00025	CDS	171				hypothetical protein
BD143114.1_00026	CDS	354				hypothetical protein
BD143114.1_00027	CDS	264				hypothetical protein
BD143114.1_00028	CDS	684				hypothetical protein
BD143114.1_00029	CDS	915				hypothetical protein
BD143114.1_00030	CDS	801				hypothetical protein
BD143114.1_00031	CDS	363				hypothetical protein
BD143114.1_00032	CDS	519				hypothetical protein
BD143114.1_00033	CDS	1293				hypothetical protein
BD143114.1_00034	CDS	1137				hypothetical protein
BD143114.1_00035	CDS	879				hypothetical protein
BD143114.1_00036	CDS	1440				hypothetical protein
BD143114.1_00037	CDS	1350				hypothetical protein
BD143114.1_00038	CDS	1026				hypothetical protein
BD143114.1_00039	CDS	1140				hypothetical protein
BD143114.1_00040	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
BD143114.1_00041	CDS	903				hypothetical protein
BD143114.1_00042	CDS	576				hypothetical protein
BD143114.1_00043	CDS	450				hypothetical protein
BD143114.1_00044	CDS	204				hypothetical protein
BD143114.1_00045	CDS	3507				hypothetical protein
BD143114.1_00046	CDS	897				hypothetical protein
BD143114.1_00047	CDS	279				hypothetical protein
BD143114.1_00048	CDS	435				hypothetical protein
BD143114.1_00049	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
BD143114.1_00050	CDS	1290				hypothetical protein
BD143114.1_00051	CDS	1596				hypothetical protein
BD143114.1_00052	CDS	534				hypothetical protein
BD143114.1_00053	CDS	2844				hypothetical protein
BD143114.1_00054	CDS	210				hypothetical protein
BD143114.1_00055	CDS	333				hypothetical protein
BD143114.1_00056	CDS	588				hypothetical protein
BD143114.1_00057	CDS	792				hypothetical protein
BD143114.1_00058	CDS	957				hypothetical protein
BD143114.1_00059	CDS	294				hypothetical protein
BD143114.1_00060	CDS	1398				hypothetical protein
BD143114.1_00061	CDS	333				hypothetical protein
BD143114.1_00062	CDS	261				hypothetical protein
BD143114.1_00063	CDS	393				hypothetical protein
BD143114.1_00064	CDS	243				hypothetical protein
BD143114.1_00065	CDS	219				hypothetical protein
BD143114.1_00066	CDS	1551				hypothetical protein
BD143114.1_00067	CDS	1458				hypothetical protein
BD143114.1_00068	CDS	1362	MCP			Major capsid protein
BD143114.1_00069	CDS	306				hypothetical protein
BD143114.1_00070	CDS	570				hypothetical protein
BD143114.1_00071	CDS	783				hypothetical protein
BD143114.1_00072	CDS	468				hypothetical protein
BD143114.1_00073	CDS	1077				hypothetical protein
BD143114.1_00074	CDS	138				hypothetical protein
BD143114.1_00075	CDS	717				hypothetical protein
BD143114.1_00076	CDS	381				hypothetical protein
BD143114.1_00077	CDS	720				hypothetical protein
BD143114.1_00078	CDS	456				hypothetical protein
BD143114.1_00079	CDS	507				hypothetical protein
BD143114.1_00080	CDS	288				hypothetical protein
BD143114.1_00081	CDS	1314				hypothetical protein
BD143114.1_00082	CDS	288				hypothetical protein
BD143114.1_00083	CDS	675				hypothetical protein
BD143114.1_00084	CDS	1368				hypothetical protein
BD143114.1_00085	CDS	1011				hypothetical protein
BD143114.1_00086	CDS	288				hypothetical protein
BD143114.1_00087	CDS	2583				hypothetical protein
BD143114.1_00088	CDS	504				hypothetical protein
BD143114.1_00089	CDS	744				hypothetical protein
BD143114.1_00090	CDS	897				hypothetical protein
BD143114.1_00091	CDS	156				hypothetical protein
BD143114.1_00092	CDS	2763				hypothetical protein
BD143114.1_00093	CDS	621				hypothetical protein
BD143114.1_00094	CDS	873				hypothetical protein
BD143114.1_00095	CDS	966				hypothetical protein
BD143114.1_00096	CDS	372				hypothetical protein
BD143114.1_00097	CDS	777				hypothetical protein
BD143114.1_00098	CDS	414				hypothetical protein
BD143114.1_00099	CDS	1446				hypothetical protein
BD143114.1_00100	CDS	516				hypothetical protein
BD143114.1_00101	CDS	570				hypothetical protein
BD143114.1_00102	CDS	324				hypothetical protein
BD143114.1_00103	CDS	492				hypothetical protein
