Number of species	62
Number of genes	7448
Number of genes in orthogroups	7422
Number of unassigned genes	26
Percentage of genes in orthogroups	99.7
Percentage of unassigned genes	0.3
Number of orthogroups	187
Number of species-specific orthogroups	1
Number of genes in species-specific orthogroups	2
Percentage of genes in species-specific orthogroups	0.0
Mean orthogroup size	39.7
Median orthogroup size	58.0
G50 (assigned genes)	61
G50 (all genes)	61
O50 (assigned genes)	61
O50 (all genes)	61
Number of orthogroups with all species present	49
Number of single-copy orthogroups	48
Date	2025-02-13
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	138	73.8	4383	59.1
'1	49	26.2	3039	40.9
'2	0	0.0	0	0.0
'3	0	0.0	0	0.0
'4	0	0.0	0	0.0
'5	0	0.0	0	0.0
'6	0	0.0	0	0.0
'7	0	0.0	0	0.0
'8	0	0.0	0	0.0
'9	0	0.0	0	0.0
'10	0	0.0	0	0.0
11-15	0	0.0	0	0.0
16-20	0	0.0	0	0.0
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	1
2	4
3	56
4	1
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	0
23	0
24	1
25	0
26	1
27	0
28	1
29	0
30	1
31	0
32	0
33	1
34	0
35	0
36	0
37	0
38	1
39	0
40	1
41	1
42	0
43	0
44	1
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	1
53	0
54	2
55	3
56	3
57	6
58	19
59	18
60	2
61	12
62	49
