locus_tag	ftype	length_bp	gene	EC_number	COG	product
MG570132_00001	CDS	1137				hypothetical protein
MG570132_00002	CDS	456				hypothetical protein
MG570132_00003	CDS	258				hypothetical protein
MG570132_00004	CDS	480				hypothetical protein
MG570132_00005	CDS	552				hypothetical protein
MG570132_00006	CDS	306				hypothetical protein
MG570132_00007	CDS	312	MCP_1			Major capsid protein
MG570132_00008	CDS	1362	MCP_2			Major capsid protein
MG570132_00009	CDS	1458				hypothetical protein
MG570132_00010	CDS	1551				hypothetical protein
MG570132_00011	CDS	219				hypothetical protein
MG570132_00012	CDS	243				hypothetical protein
MG570132_00013	CDS	393				hypothetical protein
MG570132_00014	CDS	258				hypothetical protein
MG570132_00015	CDS	333				hypothetical protein
MG570132_00016	CDS	1398				hypothetical protein
MG570132_00017	CDS	294				hypothetical protein
MG570132_00018	CDS	954				hypothetical protein
MG570132_00019	CDS	786				hypothetical protein
MG570132_00020	CDS	588				hypothetical protein
MG570132_00021	CDS	327				hypothetical protein
MG570132_00022	CDS	237				hypothetical protein
MG570132_00023	CDS	2847				hypothetical protein
MG570132_00024	CDS	534				hypothetical protein
MG570132_00025	CDS	1575				hypothetical protein
MG570132_00026	CDS	2088				hypothetical protein
MG570132_00027	CDS	225				hypothetical protein
MG570132_00028	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
MG570132_00029	CDS	324				hypothetical protein
MG570132_00030	CDS	897				hypothetical protein
MG570132_00031	CDS	3507				hypothetical protein
MG570132_00032	CDS	204				hypothetical protein
MG570132_00033	CDS	528				hypothetical protein
MG570132_00034	CDS	567				hypothetical protein
MG570132_00035	CDS	903				hypothetical protein
MG570132_00036	CDS	3126	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MG570132_00037	CDS	1113				hypothetical protein
MG570132_00038	CDS	1026				hypothetical protein
MG570132_00039	CDS	1350				hypothetical protein
MG570132_00040	CDS	1434				hypothetical protein
MG570132_00041	CDS	873				hypothetical protein
MG570132_00042	CDS	1149				hypothetical protein
MG570132_00043	CDS	1335				hypothetical protein
MG570132_00044	CDS	582				hypothetical protein
MG570132_00045	CDS	363				hypothetical protein
MG570132_00046	CDS	801				hypothetical protein
MG570132_00047	CDS	915				hypothetical protein
MG570132_00048	CDS	684				hypothetical protein
MG570132_00049	CDS	264				hypothetical protein
MG570132_00050	CDS	348				hypothetical protein
MG570132_00051	CDS	171				hypothetical protein
MG570132_00052	CDS	429				hypothetical protein
MG570132_00053	CDS	501				hypothetical protein
MG570132_00054	CDS	171				hypothetical protein
MG570132_00055	CDS	930				hypothetical protein
MG570132_00056	CDS	936				hypothetical protein
MG570132_00057	CDS	648				hypothetical protein
MG570132_00058	CDS	261				hypothetical protein
MG570132_00059	CDS	516				hypothetical protein
MG570132_00060	CDS	804				hypothetical protein
MG570132_00061	CDS	3642				hypothetical protein
MG570132_00062	CDS	369				hypothetical protein
MG570132_00063	CDS	2649				hypothetical protein
MG570132_00064	CDS	1473				hypothetical protein
MG570132_00065	CDS	264				hypothetical protein
MG570132_00066	CDS	1044				hypothetical protein
MG570132_00067	CDS	570				hypothetical protein
MG570132_00068	CDS	1443				hypothetical protein
MG570132_00069	CDS	657				hypothetical protein
MG570132_00070	CDS	1611				hypothetical protein
MG570132_00071	CDS	432				hypothetical protein
MG570132_00072	CDS	1023				hypothetical protein
MG570132_00073	CDS	2973				hypothetical protein
MG570132_00074	CDS	1338				hypothetical protein
MG570132_00075	CDS	465				hypothetical protein
MG570132_00076	CDS	225				hypothetical protein
MG570132_00077	CDS	552				hypothetical protein
MG570132_00078	CDS	504				hypothetical protein
MG570132_00079	CDS	1107				hypothetical protein
MG570132_00080	CDS	360				hypothetical protein
MG570132_00081	CDS	1356				hypothetical protein
MG570132_00082	CDS	528				hypothetical protein
MG570132_00083	CDS	465				hypothetical protein
MG570132_00084	CDS	771				hypothetical protein
MG570132_00085	CDS	414				hypothetical protein
MG570132_00086	CDS	1572				hypothetical protein
MG570132_00087	CDS	1020				hypothetical protein
MG570132_00088	CDS	171				hypothetical protein
MG570132_00089	CDS	930				hypothetical protein
MG570132_00090	CDS	471				hypothetical protein
MG570132_00091	CDS	1161				hypothetical protein
MG570132_00092	CDS	738				hypothetical protein
MG570132_00093	CDS	486				hypothetical protein
MG570132_00094	CDS	324				hypothetical protein
MG570132_00095	CDS	585				hypothetical protein
MG570132_00096	CDS	516				hypothetical protein
MG570132_00097	CDS	1431				hypothetical protein
MG570132_00098	CDS	378				hypothetical protein
MG570132_00099	CDS	777				hypothetical protein
MG570132_00100	CDS	372				hypothetical protein
MG570132_00101	CDS	939				hypothetical protein
MG570132_00102	CDS	603				hypothetical protein
MG570132_00103	CDS	2763				hypothetical protein
MG570132_00104	CDS	156				hypothetical protein
MG570132_00105	CDS	897				hypothetical protein
MG570132_00106	CDS	744				hypothetical protein
MG570132_00107	CDS	507				hypothetical protein
MG570132_00108	CDS	2580				hypothetical protein
MG570132_00109	CDS	303				hypothetical protein
MG570132_00110	CDS	1011				hypothetical protein
MG570132_00111	CDS	1410				hypothetical protein
MG570132_00112	CDS	675				hypothetical protein
MG570132_00113	CDS	261				hypothetical protein
MG570132_00114	CDS	1311				hypothetical protein
MG570132_00115	CDS	306				hypothetical protein
MG570132_00116	CDS	507				hypothetical protein
MG570132_00117	CDS	639				hypothetical protein
MG570132_00118	CDS	720				hypothetical protein
MG570132_00119	CDS	381				hypothetical protein
MG570132_00120	CDS	819				hypothetical protein
