locus_tag	ftype	length_bp	gene	EC_number	COG	product
AP017456_00001	CDS	1023				hypothetical protein
AP017456_00002	CDS	420				hypothetical protein
AP017456_00003	CDS	1611				hypothetical protein
AP017456_00004	CDS	516				hypothetical protein
AP017456_00005	CDS	732				hypothetical protein
AP017456_00006	CDS	1434				hypothetical protein
AP017456_00007	CDS	582				hypothetical protein
AP017456_00008	CDS	1044				hypothetical protein
AP017456_00009	CDS	216				hypothetical protein
AP017456_00010	CDS	288				hypothetical protein
AP017456_00011	CDS	1473				hypothetical protein
AP017456_00012	CDS	2649				hypothetical protein
AP017456_00013	CDS	369				hypothetical protein
AP017456_00014	CDS	3762				hypothetical protein
AP017456_00015	CDS	807				hypothetical protein
AP017456_00016	CDS	513				hypothetical protein
AP017456_00017	CDS	261				hypothetical protein
AP017456_00018	CDS	648				hypothetical protein
AP017456_00019	CDS	942				hypothetical protein
AP017456_00020	CDS	945				hypothetical protein
AP017456_00021	CDS	192				hypothetical protein
AP017456_00022	CDS	453				hypothetical protein
AP017456_00023	CDS	429				hypothetical protein
AP017456_00024	CDS	171				hypothetical protein
AP017456_00025	CDS	354				hypothetical protein
AP017456_00026	CDS	210				hypothetical protein
AP017456_00027	CDS	243				hypothetical protein
AP017456_00028	CDS	684				hypothetical protein
AP017456_00029	CDS	915				hypothetical protein
AP017456_00030	CDS	801				hypothetical protein
AP017456_00031	CDS	363				hypothetical protein
AP017456_00032	CDS	597				hypothetical protein
AP017456_00033	CDS	1293				hypothetical protein
AP017456_00034	CDS	1146				hypothetical protein
AP017456_00035	CDS	879				hypothetical protein
AP017456_00036	CDS	1440				hypothetical protein
AP017456_00037	CDS	1350				hypothetical protein
AP017456_00038	CDS	1026				hypothetical protein
AP017456_00039	CDS	1134				hypothetical protein
AP017456_00040	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
AP017456_00041	CDS	903				hypothetical protein
AP017456_00042	CDS	576				hypothetical protein
AP017456_00043	CDS	585				hypothetical protein
AP017456_00044	CDS	204				hypothetical protein
AP017456_00045	CDS	3507				hypothetical protein
AP017456_00046	CDS	897				hypothetical protein
AP017456_00047	CDS	321				hypothetical protein
AP017456_00048	CDS	468				hypothetical protein
AP017456_00049	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
AP017456_00050	CDS	108				hypothetical protein
	CRISPR	188				
AP017456_00051	CDS	1653				hypothetical protein
AP017456_00052	CDS	534				hypothetical protein
AP017456_00053	CDS	2847				hypothetical protein
AP017456_00054	CDS	210				hypothetical protein
AP017456_00055	CDS	237				hypothetical protein
AP017456_00056	CDS	336				hypothetical protein
AP017456_00057	CDS	588				hypothetical protein
AP017456_00058	CDS	792				hypothetical protein
AP017456_00059	CDS	957				hypothetical protein
AP017456_00060	CDS	294				hypothetical protein
AP017456_00061	CDS	1398				hypothetical protein
AP017456_00062	CDS	333				hypothetical protein
AP017456_00063	CDS	261				hypothetical protein
AP017456_00064	CDS	393				hypothetical protein
AP017456_00065	CDS	219				hypothetical protein
AP017456_00066	CDS	1548				hypothetical protein
AP017456_00067	CDS	1458				hypothetical protein
AP017456_00068	CDS	1362	MCP			Major capsid protein
AP017456_00069	CDS	306				hypothetical protein
AP017456_00070	CDS	570				hypothetical protein
AP017456_00071	CDS	504				hypothetical protein
AP017456_00072	CDS	306				hypothetical protein
AP017456_00073	CDS	468				hypothetical protein
AP017456_00074	CDS	1077				hypothetical protein
AP017456_00075	CDS	825				hypothetical protein
AP017456_00076	CDS	381				hypothetical protein
AP017456_00077	CDS	720				hypothetical protein
AP017456_00078	CDS	531				hypothetical protein
AP017456_00079	CDS	507				hypothetical protein
AP017456_00080	CDS	288				hypothetical protein
AP017456_00081	CDS	1314				hypothetical protein
AP017456_00082	CDS	270				hypothetical protein
AP017456_00083	CDS	675				hypothetical protein
AP017456_00084	CDS	1377				hypothetical protein
AP017456_00085	CDS	1011				hypothetical protein
AP017456_00086	CDS	288				hypothetical protein
AP017456_00087	CDS	2583				hypothetical protein
AP017456_00088	CDS	504				hypothetical protein
AP017456_00089	CDS	744				hypothetical protein
AP017456_00090	CDS	843				hypothetical protein
AP017456_00091	CDS	156				hypothetical protein
AP017456_00092	CDS	2763				hypothetical protein
AP017456_00093	CDS	630				hypothetical protein
AP017456_00094	CDS	873				hypothetical protein
AP017456_00095	CDS	888				hypothetical protein
AP017456_00096	CDS	372				hypothetical protein
AP017456_00097	CDS	780				hypothetical protein
AP017456_00098	CDS	414				hypothetical protein
AP017456_00099	CDS	1446				hypothetical protein
AP017456_00100	CDS	516				hypothetical protein
AP017456_00101	CDS	570				hypothetical protein
AP017456_00102	CDS	309				hypothetical protein
AP017456_00103	CDS	492				hypothetical protein
AP017456_00104	CDS	738				hypothetical protein
AP017456_00105	CDS	1164				hypothetical protein
AP017456_00106	CDS	501				hypothetical protein
AP017456_00107	CDS	183				hypothetical protein
AP017456_00108	CDS	186				hypothetical protein
AP017456_00109	CDS	1002				hypothetical protein
AP017456_00110	CDS	1572				hypothetical protein
AP017456_00111	CDS	414				hypothetical protein
AP017456_00112	CDS	771				hypothetical protein
AP017456_00113	CDS	468				hypothetical protein
AP017456_00114	CDS	531				hypothetical protein
AP017456_00115	CDS	1305				hypothetical protein
AP017456_00116	CDS	360				hypothetical protein
AP017456_00117	CDS	1107				hypothetical protein
AP017456_00118	CDS	498				hypothetical protein
AP017456_00119	CDS	474				hypothetical protein
AP017456_00120	CDS	225				hypothetical protein
