locus_tag	ftype	length_bp	gene	EC_number	COG	product
MK689686_00001	CDS	1077				hypothetical protein
MK689686_00002	CDS	456				hypothetical protein
MK689686_00003	CDS	306				hypothetical protein
MK689686_00004	CDS	504				hypothetical protein
MK689686_00005	CDS	570				hypothetical protein
MK689686_00006	CDS	306				hypothetical protein
MK689686_00007	CDS	1362	MCP			Major capsid protein
MK689686_00008	CDS	1458				hypothetical protein
MK689686_00009	CDS	1548				hypothetical protein
MK689686_00010	CDS	219				hypothetical protein
MK689686_00011	CDS	393				hypothetical protein
MK689686_00012	CDS	261				hypothetical protein
MK689686_00013	CDS	333				hypothetical protein
MK689686_00014	CDS	1398				hypothetical protein
MK689686_00015	CDS	255				hypothetical protein
MK689686_00016	CDS	975				hypothetical protein
MK689686_00017	CDS	792				hypothetical protein
MK689686_00018	CDS	588				hypothetical protein
MK689686_00019	CDS	336				hypothetical protein
MK689686_00020	CDS	237				hypothetical protein
MK689686_00021	CDS	2847				hypothetical protein
MK689686_00022	CDS	534				hypothetical protein
MK689686_00023	CDS	1653				hypothetical protein
	CRISPR	188				
MK689686_00024	CDS	108				hypothetical protein
MK689686_00025	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
MK689686_00026	CDS	609				hypothetical protein
MK689686_00027	CDS	276				hypothetical protein
MK689686_00028	CDS	897				hypothetical protein
MK689686_00029	CDS	3507				hypothetical protein
MK689686_00030	CDS	204				hypothetical protein
MK689686_00031	CDS	585				hypothetical protein
MK689686_00032	CDS	576				hypothetical protein
MK689686_00033	CDS	903				hypothetical protein
MK689686_00034	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MK689686_00035	CDS	1134				hypothetical protein
MK689686_00036	CDS	1026				hypothetical protein
MK689686_00037	CDS	1350				hypothetical protein
MK689686_00038	CDS	1218				hypothetical protein
MK689686_00039	CDS	879				hypothetical protein
MK689686_00040	CDS	1146				hypothetical protein
MK689686_00041	CDS	1293				hypothetical protein
MK689686_00042	CDS	600				hypothetical protein
MK689686_00043	CDS	363				hypothetical protein
MK689686_00044	CDS	801				hypothetical protein
MK689686_00045	CDS	915				hypothetical protein
MK689686_00046	CDS	684				hypothetical protein
MK689686_00047	CDS	243				hypothetical protein
MK689686_00048	CDS	210				hypothetical protein
MK689686_00049	CDS	354				hypothetical protein
MK689686_00050	CDS	171				hypothetical protein
MK689686_00051	CDS	429				hypothetical protein
MK689686_00052	CDS	453				hypothetical protein
MK689686_00053	CDS	171				hypothetical protein
MK689686_00054	CDS	945				hypothetical protein
MK689686_00055	CDS	942				hypothetical protein
MK689686_00056	CDS	648				hypothetical protein
MK689686_00057	CDS	261				hypothetical protein
MK689686_00058	CDS	513				hypothetical protein
MK689686_00059	CDS	807				hypothetical protein
MK689686_00060	CDS	3762				hypothetical protein
MK689686_00061	CDS	369				hypothetical protein
MK689686_00062	CDS	2649				hypothetical protein
MK689686_00063	CDS	1473				hypothetical protein
MK689686_00064	CDS	288				hypothetical protein
MK689686_00065	CDS	216				hypothetical protein
MK689686_00066	CDS	1044				hypothetical protein
MK689686_00067	CDS	582				hypothetical protein
MK689686_00068	CDS	1434				hypothetical protein
MK689686_00069	CDS	732				hypothetical protein
MK689686_00070	CDS	516				hypothetical protein
MK689686_00071	CDS	1611				hypothetical protein
MK689686_00072	CDS	420				hypothetical protein
MK689686_00073	CDS	1023				hypothetical protein
MK689686_00074	CDS	2973				hypothetical protein
MK689686_00075	CDS	1335				hypothetical protein
MK689686_00076	CDS	465				hypothetical protein
MK689686_00077	CDS	189				hypothetical protein
MK689686_00078	CDS	474				hypothetical protein
MK689686_00079	CDS	498				hypothetical protein
MK689686_00080	CDS	1107				hypothetical protein
MK689686_00081	CDS	360				hypothetical protein
MK689686_00082	CDS	1305				hypothetical protein
MK689686_00083	CDS	531				hypothetical protein
MK689686_00084	CDS	468				hypothetical protein
MK689686_00085	CDS	771				hypothetical protein
MK689686_00086	CDS	414				hypothetical protein
MK689686_00087	CDS	1572				hypothetical protein
MK689686_00088	CDS	1002				hypothetical protein
MK689686_00089	CDS	186				hypothetical protein
MK689686_00090	CDS	183				hypothetical protein
MK689686_00091	CDS	501				hypothetical protein
MK689686_00092	CDS	1164				hypothetical protein
MK689686_00093	CDS	738				hypothetical protein
MK689686_00094	CDS	492				hypothetical protein
MK689686_00095	CDS	324				hypothetical protein
MK689686_00096	CDS	570				hypothetical protein
MK689686_00097	CDS	516				hypothetical protein
MK689686_00098	CDS	1446				hypothetical protein
MK689686_00099	CDS	414				hypothetical protein
MK689686_00100	CDS	780				hypothetical protein
MK689686_00101	CDS	372				hypothetical protein
MK689686_00102	CDS	888				hypothetical protein
MK689686_00103	CDS	873				hypothetical protein
MK689686_00104	CDS	630				hypothetical protein
MK689686_00105	CDS	2763				hypothetical protein
MK689686_00106	CDS	156				hypothetical protein
MK689686_00107	CDS	843				hypothetical protein
MK689686_00108	CDS	744				hypothetical protein
MK689686_00109	CDS	504				hypothetical protein
MK689686_00110	CDS	2583				hypothetical protein
MK689686_00111	CDS	288				hypothetical protein
MK689686_00112	CDS	1011				hypothetical protein
MK689686_00113	CDS	1377				hypothetical protein
MK689686_00114	CDS	675				hypothetical protein
MK689686_00115	CDS	270				hypothetical protein
MK689686_00116	CDS	1314				hypothetical protein
MK689686_00117	CDS	288				hypothetical protein
MK689686_00118	CDS	384				hypothetical protein
MK689686_00119	CDS	636				hypothetical protein
MK689686_00120	CDS	720				hypothetical protein
MK689686_00121	CDS	381				hypothetical protein
MK689686_00122	CDS	687				hypothetical protein
