locus_tag	ftype	length_bp	gene	EC_number	COG	product
AY779031.1_00001	CDS	1077				hypothetical protein
AY779031.1_00002	CDS	456				hypothetical protein
AY779031.1_00003	CDS	294				hypothetical protein
AY779031.1_00004	CDS	630				hypothetical protein
AY779031.1_00005	CDS	570				hypothetical protein
AY779031.1_00006	CDS	306				hypothetical protein
AY779031.1_00007	CDS	1362	MCP			Major capsid protein
AY779031.1_00008	CDS	1458				hypothetical protein
AY779031.1_00009	CDS	1551				hypothetical protein
AY779031.1_00010	CDS	219				hypothetical protein
AY779031.1_00011	CDS	243				hypothetical protein
AY779031.1_00012	CDS	393				hypothetical protein
AY779031.1_00013	CDS	261				hypothetical protein
AY779031.1_00014	CDS	333				hypothetical protein
AY779031.1_00015	CDS	999				hypothetical protein
AY779031.1_00016	CDS	399				hypothetical protein
AY779031.1_00017	CDS	294				hypothetical protein
AY779031.1_00018	CDS	957				hypothetical protein
AY779031.1_00019	CDS	588				hypothetical protein
AY779031.1_00020	CDS	333				hypothetical protein
AY779031.1_00021	CDS	237				hypothetical protein
AY779031.1_00022	CDS	210				hypothetical protein
AY779031.1_00023	CDS	2844				hypothetical protein
AY779031.1_00024	CDS	534				hypothetical protein
AY779031.1_00025	CDS	1620				hypothetical protein
AY779031.1_00026	CDS	351				hypothetical protein
AY779031.1_00027	CDS	1089				hypothetical protein
AY779031.1_00028	CDS	186				hypothetical protein
AY779031.1_00029	CDS	378				hypothetical protein
AY779031.1_00030	CDS	189				hypothetical protein
AY779031.1_00031	CDS	768				hypothetical protein
AY779031.1_00032	CDS	324				hypothetical protein
AY779031.1_00033	CDS	870				hypothetical protein
AY779031.1_00034	CDS	3480				hypothetical protein
AY779031.1_00035	CDS	222				hypothetical protein
AY779031.1_00036	CDS	603				hypothetical protein
AY779031.1_00037	CDS	567				hypothetical protein
AY779031.1_00038	CDS	903				hypothetical protein
AY779031.1_00039	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
AY779031.1_00040	CDS	1140				hypothetical protein
AY779031.1_00041	CDS	1026				hypothetical protein
AY779031.1_00042	CDS	1350				hypothetical protein
AY779031.1_00043	CDS	1440				hypothetical protein
AY779031.1_00044	CDS	879				hypothetical protein
AY779031.1_00045	CDS	1149				hypothetical protein
AY779031.1_00046	CDS	468				hypothetical protein
AY779031.1_00047	CDS	720				hypothetical protein
AY779031.1_00048	CDS	324				hypothetical protein
AY779031.1_00049	CDS	363				hypothetical protein
