locus_tag	ftype	length_bp	gene	EC_number	COG	product
ON075463_00001	CDS	1077				hypothetical protein
ON075463_00002	CDS	456				hypothetical protein
ON075463_00003	CDS	306				hypothetical protein
ON075463_00004	CDS	504				hypothetical protein
ON075463_00005	CDS	570				hypothetical protein
ON075463_00006	CDS	306				hypothetical protein
ON075463_00007	CDS	1362	MCP			Major capsid protein
ON075463_00008	CDS	1458				hypothetical protein
ON075463_00009	CDS	1548				hypothetical protein
ON075463_00010	CDS	219				hypothetical protein
ON075463_00011	CDS	393				hypothetical protein
ON075463_00012	CDS	261				hypothetical protein
ON075463_00013	CDS	333				hypothetical protein
ON075463_00014	CDS	1398				hypothetical protein
ON075463_00015	CDS	255				hypothetical protein
ON075463_00016	CDS	975				hypothetical protein
ON075463_00017	CDS	792				hypothetical protein
ON075463_00018	CDS	588				hypothetical protein
ON075463_00019	CDS	339				hypothetical protein
ON075463_00020	CDS	237				hypothetical protein
ON075463_00021	CDS	2847				hypothetical protein
ON075463_00022	CDS	534				hypothetical protein
ON075463_00023	CDS	1653				hypothetical protein
	CRISPR	188				
ON075463_00024	CDS	108				hypothetical protein
ON075463_00025	CDS	939		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
ON075463_00026	CDS	420				hypothetical protein
ON075463_00027	CDS	276				hypothetical protein
ON075463_00028	CDS	897				hypothetical protein
ON075463_00029	CDS	3507				hypothetical protein
ON075463_00030	CDS	204				hypothetical protein
ON075463_00031	CDS	585				hypothetical protein
ON075463_00032	CDS	576				hypothetical protein
ON075463_00033	CDS	903				hypothetical protein
ON075463_00034	CDS	3159	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
ON075463_00035	CDS	1134				hypothetical protein
ON075463_00036	CDS	1026				hypothetical protein
ON075463_00037	CDS	1350				hypothetical protein
ON075463_00038	CDS	1440				hypothetical protein
ON075463_00039	CDS	879				hypothetical protein
ON075463_00040	CDS	1146				hypothetical protein
ON075463_00041	CDS	1293				hypothetical protein
ON075463_00042	CDS	600				hypothetical protein
ON075463_00043	CDS	363				hypothetical protein
ON075463_00044	CDS	801				hypothetical protein
ON075463_00045	CDS	915				hypothetical protein
ON075463_00046	CDS	684				hypothetical protein
ON075463_00047	CDS	264				hypothetical protein
ON075463_00048	CDS	354				hypothetical protein
ON075463_00049	CDS	171				hypothetical protein
ON075463_00050	CDS	429				hypothetical protein
ON075463_00051	CDS	453				hypothetical protein
ON075463_00052	CDS	192				hypothetical protein
ON075463_00053	CDS	945				hypothetical protein
ON075463_00054	CDS	942				hypothetical protein
ON075463_00055	CDS	648				hypothetical protein
ON075463_00056	CDS	261				hypothetical protein
ON075463_00057	CDS	513				hypothetical protein
ON075463_00058	CDS	807				hypothetical protein
ON075463_00059	CDS	3789				hypothetical protein
ON075463_00060	CDS	369				hypothetical protein
ON075463_00061	CDS	2649				hypothetical protein
ON075463_00062	CDS	1473				hypothetical protein
ON075463_00063	CDS	189				hypothetical protein
ON075463_00064	CDS	216				hypothetical protein
ON075463_00065	CDS	1044				hypothetical protein
ON075463_00066	CDS	582				hypothetical protein
ON075463_00067	CDS	1434				hypothetical protein
ON075463_00068	CDS	732				hypothetical protein
ON075463_00069	CDS	516				hypothetical protein
ON075463_00070	CDS	1611				hypothetical protein
ON075463_00071	CDS	420				hypothetical protein
ON075463_00072	CDS	1023				hypothetical protein
ON075463_00073	CDS	2973				hypothetical protein
ON075463_00074	CDS	1335				hypothetical protein
ON075463_00075	CDS	465				hypothetical protein
ON075463_00076	CDS	189				hypothetical protein
ON075463_00077	CDS	474				hypothetical protein
ON075463_00078	CDS	498				hypothetical protein
ON075463_00079	CDS	1107				hypothetical protein
ON075463_00080	CDS	360				hypothetical protein
ON075463_00081	CDS	1305				hypothetical protein
ON075463_00082	CDS	531				hypothetical protein
ON075463_00083	CDS	468				hypothetical protein
ON075463_00084	CDS	771				hypothetical protein
ON075463_00085	CDS	414				hypothetical protein
ON075463_00086	CDS	1572				hypothetical protein
ON075463_00087	CDS	1026				hypothetical protein
ON075463_00088	CDS	171				hypothetical protein
ON075463_00089	CDS	183				hypothetical protein
ON075463_00090	CDS	501				hypothetical protein
ON075463_00091	CDS	1164				hypothetical protein
ON075463_00092	CDS	738				hypothetical protein
ON075463_00093	CDS	492				hypothetical protein
ON075463_00094	CDS	324				hypothetical protein
ON075463_00095	CDS	570				hypothetical protein
ON075463_00096	CDS	516				hypothetical protein
ON075463_00097	CDS	1446				hypothetical protein
ON075463_00098	CDS	342				hypothetical protein
ON075463_00099	CDS	780				hypothetical protein
ON075463_00100	CDS	372				hypothetical protein
ON075463_00101	CDS	888				hypothetical protein
ON075463_00102	CDS	873				hypothetical protein
ON075463_00103	CDS	630				hypothetical protein
ON075463_00104	CDS	2763				hypothetical protein
ON075463_00105	CDS	156				hypothetical protein
ON075463_00106	CDS	843				hypothetical protein
ON075463_00107	CDS	744				hypothetical protein
ON075463_00108	CDS	504				hypothetical protein
ON075463_00109	CDS	2583				hypothetical protein
ON075463_00110	CDS	288				hypothetical protein
ON075463_00111	CDS	1011				hypothetical protein
ON075463_00112	CDS	1410				hypothetical protein
ON075463_00113	CDS	675				hypothetical protein
ON075463_00114	CDS	270				hypothetical protein
ON075463_00115	CDS	1314				hypothetical protein
ON075463_00116	CDS	288				hypothetical protein
ON075463_00117	CDS	636				hypothetical protein
ON075463_00118	CDS	720				hypothetical protein
ON075463_00119	CDS	381				hypothetical protein
ON075463_00120	CDS	687				hypothetical protein
