locus_tag	ftype	length_bp	gene	EC_number	COG	product
PP151097_00001	CDS	324				hypothetical protein
PP151097_00002	CDS	897				hypothetical protein
PP151097_00003	CDS	3507				hypothetical protein
PP151097_00004	CDS	204				hypothetical protein
PP151097_00005	CDS	603				hypothetical protein
PP151097_00006	CDS	567				hypothetical protein
PP151097_00007	CDS	903				hypothetical protein
PP151097_00008	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
PP151097_00009	CDS	1149				hypothetical protein
PP151097_00010	CDS	1026				hypothetical protein
PP151097_00011	CDS	1353				hypothetical protein
PP151097_00012	CDS	1437				hypothetical protein
PP151097_00013	CDS	873				hypothetical protein
PP151097_00014	CDS	1140				hypothetical protein
PP151097_00015	CDS	1092				hypothetical protein
PP151097_00016	CDS	594				hypothetical protein
PP151097_00017	CDS	363				hypothetical protein
PP151097_00018	CDS	801				hypothetical protein
PP151097_00019	CDS	915				hypothetical protein
PP151097_00020	CDS	684				hypothetical protein
PP151097_00021	CDS	264				hypothetical protein
PP151097_00022	CDS	345				hypothetical protein
PP151097_00023	CDS	171				hypothetical protein
PP151097_00024	CDS	429				hypothetical protein
PP151097_00025	CDS	453				hypothetical protein
PP151097_00026	CDS	192				hypothetical protein
PP151097_00027	CDS	927				hypothetical protein
PP151097_00028	CDS	927				hypothetical protein
PP151097_00029	CDS	648				hypothetical protein
PP151097_00030	CDS	261				hypothetical protein
PP151097_00031	CDS	300				hypothetical protein
PP151097_00032	CDS	510				hypothetical protein
PP151097_00033	CDS	804				hypothetical protein
PP151097_00034	CDS	3732				hypothetical protein
PP151097_00035	CDS	369				hypothetical protein
PP151097_00036	CDS	2649				hypothetical protein
PP151097_00037	CDS	1476				hypothetical protein
PP151097_00038	CDS	189				hypothetical protein
PP151097_00039	CDS	300				hypothetical protein
PP151097_00040	CDS	1044				hypothetical protein
PP151097_00041	CDS	582				hypothetical protein
PP151097_00042	CDS	1434				hypothetical protein
PP151097_00043	CDS	666				hypothetical protein
PP151097_00044	CDS	477				hypothetical protein
PP151097_00045	CDS	1611				hypothetical protein
PP151097_00046	CDS	1005				hypothetical protein
PP151097_00047	CDS	420				hypothetical protein
PP151097_00048	CDS	1014				hypothetical protein
PP151097_00049	CDS	267				hypothetical protein
PP151097_00050	CDS	2967				hypothetical protein
PP151097_00051	CDS	1335				hypothetical protein
PP151097_00052	CDS	465				hypothetical protein
PP151097_00053	CDS	270				hypothetical protein
PP151097_00054	CDS	477				hypothetical protein
PP151097_00055	CDS	498				hypothetical protein
PP151097_00056	CDS	1107				hypothetical protein
PP151097_00057	CDS	360				hypothetical protein
PP151097_00058	CDS	912				hypothetical protein
PP151097_00059	CDS	606				hypothetical protein
PP151097_00060	CDS	408				hypothetical protein
PP151097_00061	CDS	771				hypothetical protein
