,,,Breakpoint Positions
,,In Alignment, ,In Recombinant Sequence, ,Relative to 23043610003_ISKNV,, , , , , , Detection Methods
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
 1 ,1, 73100, 81706, 51062, 58961, 65670, 73585,KT781098_ISKNV,MK098187_RSIV,PP151097_ISKNV, 3.15052144430855E-306, 7.48696565390923E-112,NS, 1.29491691637123E-41, 2.57112568590229E-44,NS,NS,NS, 4.41646719195887E-11,
 1,,,,,,,,,AB104413_RSIV,23043610005_ISKNV
 1,,,,,,,,,AP017456_RSIV,MK689685_ISKNV
 1,,,,,,,,,AY894343_RSIV,MN432490_ISKNV
 1,,,,,,,,,BD143114_RSIV,MT128666_ISKNV
 1,,,,,,,,,KC244182_RSIV,MT128667_ISKNV
 1,,,,,,,,,KT804738_RSIV,MT926123_ISKNV
 1,,,,,,,,,MK098185_RSIV,MT986830_ISKNV
 1,,,,,,,,,MK098186_RSIV,MW273353_ISKNV
 1,,,,,,,,,MK689686_RSIV,MW273354_ISKNV
 1,,,,,,,,,MT798582_RSIV,MW883593_ISKNV
 1,,,,,,,,,MW139932_RSIV,MW883594_ISKNV
 1,,,,,,,,,MW883598_RSIV,MW883595_ISKNV
 1,,,,,,,,,OK042108_RSIV,MW883597_ISKNV
 1,,,,,,,,,OK042109_RSIV,MW883599_ISKNV
 1,,,,,,,,,OL774653_RSIV,MW883600_ISKNV
 1,,,,,,,,,OL774654_RSIV,MW883601_ISKNV
 1,,,,,,,,,ON075463_RSIV,MW883602_ISKNV
 1,,,,,,,,,ON740976_RSIV,MW883603_ISKNV
 1,,,,,,,,,ON743042_RSIV,MW883606_ISKNV
 1,,,,,,,,,OQ475017_RSIV,NC_003494_ISKNV
 1,,,,,,,,,,ON212400_ISKNV
 1,,,,,,,,,,OP009387_ISKNV
 1,,,,,,,,,,OP896201_ISKNV
 1,,,,,,,,,,OQ513807_ISKNV
 1,,,,,,,,,,OR536350_ISKNV
 1,,,,,,,,,,OR670976_ISKNV
 1,,,,,,,,,,PP974677_ISKNV

 2 ,2, 107787, 119277, 95160, 105215, 96141, 105636,MT986830_ISKNV,MK098185_RSIV,KT781098_ISKNV, 1.04663501324194E-57, 6.01786466729591E-190,NS, 5.33281151739997E-67, 6.28106291164953E-62,NS,NS,NS, 3.68038932663239E-11,
 2,,,,,,,,,BD143114_RSIV,23043610005_ISKNV
 2,,,,,,,,,MK098186_RSIV,MK689685_ISKNV
