locus_tag	ftype	length_bp	gene	EC_number	COG	product
MF599468.1_00001	CDS	549				hypothetical protein
MF599468.1_00002	CDS	1107				hypothetical protein
MF599468.1_00003	CDS	414				hypothetical protein
MF599468.1_00004	CDS	504				hypothetical protein
MF599468.1_00005	CDS	210				hypothetical protein
MF599468.1_00006	CDS	1338				hypothetical protein
MF599468.1_00007	CDS	396				hypothetical protein
MF599468.1_00008	CDS	318				hypothetical protein
MF599468.1_00009	CDS	477				hypothetical protein
MF599468.1_00010	CDS	3504				hypothetical protein
MF599468.1_00011	CDS	1401				hypothetical protein
MF599468.1_00012	CDS	864				hypothetical protein
MF599468.1_00013	CDS	498				hypothetical protein
MF599468.1_00014	CDS	603				hypothetical protein
MF599468.1_00015	CDS	657				hypothetical protein
MF599468.1_00016	CDS	1431				hypothetical protein
MF599468.1_00017	CDS	1005				hypothetical protein
MF599468.1_00018	CDS	1656				hypothetical protein
MF599468.1_00019	CDS	1929				hypothetical protein
MF599468.1_00020	CDS	657				hypothetical protein
MF599468.1_00021	CDS	519				hypothetical protein
MF599468.1_00022	CDS	1488				hypothetical protein
MF599468.1_00023	CDS	372				hypothetical protein
MF599468.1_00024	CDS	726				hypothetical protein
MF599468.1_00025	CDS	453				hypothetical protein
MF599468.1_00026	CDS	288				hypothetical protein
MF599468.1_00027	CDS	507				hypothetical protein
MF599468.1_00028	CDS	1626				hypothetical protein
MF599468.1_00029	CDS	1305				hypothetical protein
MF599468.1_00030	CDS	1092				hypothetical protein
MF599468.1_00031	CDS	405				hypothetical protein
MF599468.1_00032	CDS	606				hypothetical protein
MF599468.1_00033	CDS	1182				hypothetical protein
MF599468.1_00034	CDS	264				hypothetical protein
MF599468.1_00035	CDS	603				hypothetical protein
MF599468.1_00036	CDS	603				hypothetical protein
MF599468.1_00037	CDS	1980				hypothetical protein
MF599468.1_00038	CDS	1209				hypothetical protein
MF599468.1_00039	CDS	786				hypothetical protein
MF599468.1_00040	CDS	339				hypothetical protein
MF599468.1_00041	CDS	444				hypothetical protein
MF599468.1_00042	CDS	585				hypothetical protein
MF599468.1_00043	CDS	1005				hypothetical protein
MF599468.1_00044	CDS	390				hypothetical protein
MF599468.1_00045	CDS	996				hypothetical protein
MF599468.1_00046	CDS	801				hypothetical protein
MF599468.1_00047	CDS	369				hypothetical protein
MF599468.1_00048	CDS	138				hypothetical protein
MF599468.1_00049	CDS	459				hypothetical protein
MF599468.1_00050	CDS	591				hypothetical protein
MF599468.1_00051	CDS	1578				hypothetical protein
MF599468.1_00052	CDS	858				hypothetical protein
MF599468.1_00053	CDS	174				hypothetical protein
MF599468.1_00054	CDS	153				hypothetical protein
MF599468.1_00055	CDS	981				hypothetical protein
MF599468.1_00056	CDS	2352	RPO1	2.7.7.6		DNA-directed RNA polymerase subunit 1
MF599468.1_00057	CDS	1641				hypothetical protein
MF599468.1_00058	CDS	381				hypothetical protein
MF599468.1_00059	CDS	141				hypothetical protein
MF599468.1_00060	CDS	528				hypothetical protein
MF599468.1_00061	CDS	1134				hypothetical protein
MF599468.1_00062	CDS	834				hypothetical protein
MF599468.1_00063	CDS	363				hypothetical protein
MF599468.1_00064	CDS	915				hypothetical protein
MF599468.1_00065	CDS	1272				hypothetical protein
MF599468.1_00066	CDS	1632				hypothetical protein
MF599468.1_00067	CDS	1821		6.5.1.2		DNA ligase
MF599468.1_00068	CDS	549				hypothetical protein
MF599468.1_00069	CDS	483				hypothetical protein
MF599468.1_00070	CDS	1440				hypothetical protein
MF599468.1_00071	CDS	3381	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MF599468.1_00072	CDS	1386				hypothetical protein
MF599468.1_00073	CDS	633				hypothetical protein
MF599468.1_00074	CDS	483				hypothetical protein
MF599468.1_00075	CDS	1209				hypothetical protein
MF599468.1_00076	CDS	234	vUbi			viral Ubiquitin
MF599468.1_00077	CDS	468				hypothetical protein
MF599468.1_00078	CDS	489				hypothetical protein
MF599468.1_00079	CDS	3243				hypothetical protein
MF599468.1_00080	CDS	450				hypothetical protein
MF599468.1_00081	CDS	1386				hypothetical protein
MF599468.1_00082	CDS	549				hypothetical protein
MF599468.1_00083	CDS	465				hypothetical protein
MF599468.1_00084	CDS	747				hypothetical protein
MF599468.1_00085	CDS	453				hypothetical protein
MF599468.1_00086	CDS	279				hypothetical protein
MF599468.1_00087	CDS	663				hypothetical protein
MF599468.1_00088	CDS	522				hypothetical protein
MF599468.1_00089	CDS	2355				hypothetical protein
MF599468.1_00090	CDS	378				hypothetical protein
MF599468.1_00091	CDS	1194				hypothetical protein
MF599468.1_00092	CDS	3018				hypothetical protein
MF599468.1_00093	CDS	453				hypothetical protein
MF599468.1_00094	CDS	555				hypothetical protein
MF599468.1_00095	CDS	513				hypothetical protein
MF599468.1_00096	CDS	1527				hypothetical protein
MF599468.1_00097	CDS	1416				hypothetical protein
MF599468.1_00098	CDS	579	TMK	2.7.4.9		Thymidylate kinase
MF599468.1_00099	CDS	435				hypothetical protein
MF599468.1_00100	CDS	567				hypothetical protein
MF599468.1_00101	CDS	1266				hypothetical protein
MF599468.1_00102	CDS	861				hypothetical protein
MF599468.1_00103	CDS	198				hypothetical protein
MF599468.1_00104	CDS	1155				hypothetical protein
MF599468.1_00105	CDS	870				hypothetical protein
MF599468.1_00106	CDS	540				hypothetical protein
MF599468.1_00107	CDS	885				hypothetical protein
MF599468.1_00108	CDS	519				hypothetical protein
MF599468.1_00109	CDS	525				hypothetical protein
MF599468.1_00110	CDS	585				hypothetical protein
MF599468.1_00111	CDS	486				hypothetical protein
MF599468.1_00112	CDS	3150				hypothetical protein
MF599468.1_00113	CDS	327				hypothetical protein
MF599468.1_00114	CDS	858				hypothetical protein
MF599468.1_00115	CDS	276				hypothetical protein
MF599468.1_00116	CDS	555				hypothetical protein
MF599468.1_00117	CDS	2751				hypothetical protein
MF599468.1_00118	CDS	573				hypothetical protein
MF599468.1_00119	CDS	567				hypothetical protein
MF599468.1_00120	CDS	726				hypothetical protein
MF599468.1_00121	CDS	891				hypothetical protein
MF599468.1_00122	CDS	771				hypothetical protein
MF599468.1_00123	CDS	294				hypothetical protein
MF599468.1_00124	CDS	339				hypothetical protein
MF599468.1_00125	CDS	375				hypothetical protein
MF599468.1_00126	CDS	678				hypothetical protein
MF599468.1_00127	CDS	1932				hypothetical protein
MF599468.1_00128	CDS	1362				hypothetical protein
MF599468.1_00129	CDS	195				hypothetical protein
MF599468.1_00130	CDS	351				hypothetical protein
MF599468.1_00131	CDS	579				hypothetical protein
MF599468.1_00132	CDS	1566				hypothetical protein
MF599468.1_00133	CDS	669				hypothetical protein
MF599468.1_00134	CDS	600				hypothetical protein
MF599468.1_00135	CDS	279				hypothetical protein
MF599468.1_00136	CDS	687				hypothetical protein
MF599468.1_00137	CDS	576				hypothetical protein
MF599468.1_00138	CDS	552				hypothetical protein
MF599468.1_00139	CDS	435				hypothetical protein
MF599468.1_00140	CDS	936				hypothetical protein
MF599468.1_00141	CDS	408				hypothetical protein
MF599468.1_00142	CDS	513	DUT	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
MF599468.1_00143	CDS	483				hypothetical protein
MF599468.1_00144	CDS	519				hypothetical protein
MF599468.1_00145	CDS	891				hypothetical protein
MF599468.1_00146	CDS	441				hypothetical protein
MF599468.1_00147	CDS	330				hypothetical protein
MF599468.1_00148	CDS	642				hypothetical protein
MF599468.1_00149	CDS	3081				hypothetical protein
MF599468.1_00150	CDS	714				hypothetical protein
MF599468.1_00151	CDS	192				hypothetical protein
MF599468.1_00152	CDS	1383	MCP			Major capsid protein
MF599468.1_00153	CDS	534				hypothetical protein
MF599468.1_00154	CDS	918				hypothetical protein
MF599468.1_00155	CDS	585				hypothetical protein
MF599468.1_00156	CDS	1227				hypothetical protein
MF599468.1_00157	CDS	558				hypothetical protein
MF599468.1_00158	CDS	564				hypothetical protein
MF599468.1_00159	CDS	621				hypothetical protein
MF599468.1_00160	CDS	417				hypothetical protein
MF599468.1_00161	CDS	1353				hypothetical protein
MF599468.1_00162	CDS	1371				hypothetical protein
