locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT926123.1_00001	CDS	1137				hypothetical protein
MT926123.1_00002	CDS	456				hypothetical protein
MT926123.1_00003	CDS	306				hypothetical protein
MT926123.1_00004	CDS	492				hypothetical protein
MT926123.1_00005	CDS	561				hypothetical protein
MT926123.1_00006	CDS	306				hypothetical protein
MT926123.1_00007	CDS	1362	MCP			Major capsid protein
MT926123.1_00008	CDS	1458				hypothetical protein
MT926123.1_00009	CDS	1545				hypothetical protein
MT926123.1_00010	CDS	219				hypothetical protein
MT926123.1_00011	CDS	243				hypothetical protein
MT926123.1_00012	CDS	393				hypothetical protein
MT926123.1_00013	CDS	261				hypothetical protein
MT926123.1_00014	CDS	333				hypothetical protein
MT926123.1_00015	CDS	1386				hypothetical protein
MT926123.1_00016	CDS	294				hypothetical protein
MT926123.1_00017	CDS	942				hypothetical protein
MT926123.1_00018	CDS	792				hypothetical protein
MT926123.1_00019	CDS	588				hypothetical protein
MT926123.1_00020	CDS	333				hypothetical protein
MT926123.1_00021	CDS	192				hypothetical protein
MT926123.1_00022	CDS	2847				hypothetical protein
MT926123.1_00023	CDS	540				hypothetical protein
MT926123.1_00024	CDS	1500				hypothetical protein
MT926123.1_00025	CDS	159				hypothetical protein
MT926123.1_00026	CDS	309				hypothetical protein
MT926123.1_00027	CDS	180				hypothetical protein
MT926123.1_00028	CDS	969		1.17.4.1		Ribonucleoside-diphosphate reductase small chain
MT926123.1_00029	CDS	843				hypothetical protein
MT926123.1_00030	CDS	324				hypothetical protein
MT926123.1_00031	CDS	897				hypothetical protein
MT926123.1_00032	CDS	3507				hypothetical protein
MT926123.1_00033	CDS	204				hypothetical protein
MT926123.1_00034	CDS	603				hypothetical protein
MT926123.1_00035	CDS	567				hypothetical protein
MT926123.1_00036	CDS	903				hypothetical protein
MT926123.1_00037	CDS	3135	RPO2	2.7.7.6		DNA-directed RNA polymerase subunit 2
MT926123.1_00038	CDS	1134				hypothetical protein
MT926123.1_00039	CDS	1026				hypothetical protein
