Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000408	hypothetical protein AF303741.1_00013																																							
OG0000409	hypothetical protein AF303741.1_00019																																							
OG0000410	hypothetical protein AF303741.1_00021																																							
OG0000411	hypothetical protein AF303741.1_00022																																							
OG0000412	hypothetical protein AF303741.1_00029																																							
OG0000413	hypothetical protein AF303741.1_00030																																							
OG0000414	hypothetical protein AF303741.1_00032																																							
OG0000415	hypothetical protein AF303741.1_00033																																							
OG0000416	hypothetical protein AF303741.1_00036																																							
OG0000417	hypothetical protein AF303741.1_00037																																							
OG0000418	hypothetical protein AF303741.1_00038																																							
OG0000419	hypothetical protein AF303741.1_00039																																							
OG0000420	hypothetical protein AF303741.1_00041																																							
OG0000421	hypothetical protein AF303741.1_00054																																							
OG0000422	hypothetical protein AF303741.1_00057																																							
OG0000423	hypothetical protein AF303741.1_00058																																							
OG0000424	hypothetical protein AF303741.1_00059																																							
OG0000425	hypothetical protein AF303741.1_00071																																							
OG0000426	hypothetical protein AF303741.1_00073																																							
OG0000427	hypothetical protein AF303741.1_00075																																							
OG0000428	hypothetical protein AF303741.1_00082																																							
OG0000429	hypothetical protein AF303741.1_00084																																							
OG0000430	hypothetical protein AF303741.1_00103																																							
OG0000431	hypothetical protein AF303741.1_00108																																							
OG0000432	hypothetical protein AF303741.1_00110																																							
OG0000433	hypothetical protein AF303741.1_00114																																							
OG0000434	hypothetical protein AF303741.1_00123																																							
OG0000435	hypothetical protein AF303741.1_00127																																							
OG0000436	hypothetical protein AF303741.1_00128																																							
OG0000437	hypothetical protein AF303741.1_00133																																							
OG0000438	hypothetical protein AF303741.1_00134																																							
OG0000439	hypothetical protein AF303741.1_00138																																							
OG0000440	hypothetical protein AF303741.1_00144																																							
OG0000441	hypothetical protein AF303741.1_00153																																							
OG0000442	hypothetical protein AF303741.1_00164																																							
OG0000443	hypothetical protein AF303741.1_00171																																							
OG0000444	hypothetical protein AF303741.1_00188																																							
OG0000445	hypothetical protein AF303741.1_00191																																							
OG0000446	hypothetical protein AF303741.1_00194																																							
OG0000447		hypothetical protein AF371960.1_00028																																						
OG0000448			AY521625.1 - hypothetical protein translation AY521625.1_00001																																					
OG0000449			AY521625.1 - hypothetical protein translation AY521625.1_00006																																					
OG0000450			AY521625.1 - hypothetical protein translation AY521625.1_00007																																					
OG0000451			AY521625.1 - hypothetical protein translation AY521625.1_00009																																					
OG0000452			AY521625.1 - hypothetical protein translation AY521625.1_00012																																					
OG0000453			AY521625.1 - hypothetical protein translation AY521625.1_00017																																					
OG0000454			AY521625.1 - hypothetical protein translation AY521625.1_00019																																					
OG0000455			AY521625.1 - hypothetical protein translation AY521625.1_00021																																					
OG0000456			AY521625.1 - hypothetical protein translation AY521625.1_00024																																					
OG0000457			AY521625.1 - hypothetical protein translation AY521625.1_00028																																					
OG0000458			AY521625.1 - hypothetical protein translation AY521625.1_00031																																					
OG0000459			AY521625.1 - hypothetical protein translation AY521625.1_00034																																					
OG0000460			AY521625.1 - hypothetical protein translation AY521625.1_00037																																					
OG0000461			AY521625.1 - hypothetical protein translation AY521625.1_00038																																					
OG0000462			AY521625.1 - hypothetical protein translation AY521625.1_00040																																					
OG0000463			AY521625.1 - hypothetical protein translation AY521625.1_00041																																					
OG0000464			AY521625.1 - hypothetical protein translation AY521625.1_00045																																					
OG0000465			AY521625.1 - hypothetical protein translation AY521625.1_00049																																					
OG0000466			AY521625.1 - hypothetical protein translation AY521625.1_00050																																					
OG0000467			AY521625.1 - hypothetical protein translation AY521625.1_00058																																					
OG0000468			AY521625.1 - hypothetical protein translation AY521625.1_00067																																					
OG0000469			AY521625.1 - hypothetical protein translation AY521625.1_00071																																					
OG0000470			AY521625.1 - hypothetical protein translation AY521625.1_00083																																					
OG0000471			AY521625.1 - hypothetical protein translation AY521625.1_00084																																					
OG0000472			AY521625.1 - hypothetical protein translation AY521625.1_00087																																					
OG0000473			AY521625.1 - hypothetical protein translation AY521625.1_00092																																					
OG0000474			AY521625.1 - hypothetical protein translation AY521625.1_00093																																					
OG0000475			AY521625.1 - hypothetical protein translation AY521625.1_00095																																					
OG0000476			AY521625.1 - hypothetical protein translation AY521625.1_00096																																					
OG0000477			AY521625.1 - hypothetical protein translation AY521625.1_00099																																					
OG0000478			AY521625.1 - hypothetical protein translation AY521625.1_00101																																					
OG0000479			AY521625.1 - hypothetical protein translation AY521625.1_00103																																					
OG0000480			AY521625.1 - tRNA-Ile_tat_ translation AY521625.1_00111																																					
OG0000481			AY521625.1 - hypothetical protein translation AY521625.1_00112																																					
OG0000482			AY521625.1 - hypothetical protein translation AY521625.1_00114																																					
OG0000483			AY521625.1 - hypothetical protein translation AY521625.1_00120																																					
OG0000484			AY521625.1 - hypothetical protein translation AY521625.1_00121																																					
OG0000485			AY521625.1 - hypothetical protein translation AY521625.1_00122																																					
OG0000486			AY521625.1 - hypothetical protein translation AY521625.1_00129																																					
OG0000487			AY521625.1 - hypothetical protein translation AY521625.1_00132																																					
OG0000488			AY521625.1 - hypothetical protein translation AY521625.1_00134																																					
OG0000489			AY521625.1 - hypothetical protein translation AY521625.1_00135																																					
OG0000490			AY521625.1 - hypothetical protein translation AY521625.1_00136																																					
OG0000491			AY521625.1 - hypothetical protein translation AY521625.1_00138																																					
OG0000492			AY521625.1 - hypothetical protein translation AY521625.1_00139																																					
OG0000493			AY521625.1 - hypothetical protein translation AY521625.1_00141																																					
